"Original","Part of","Count","File","Volume","Game","Level"
") temporary hit points,|+2 attack, +1 fortitude save","2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save","1","Dervish Dancer","","Pathfinder","3"
"INSPIRE GREATNESS","","1","Dervish Dancer","","Pathfinder","3"
"Able to take 10 on any skill","","1","Dervish Dancer","","Pathfinder","3"
"All skills are considered class skills","","1","Dervish Dancer","","Pathfinder","3"
"Use any skill as if you were trained","","1","Dervish Dancer","","Pathfinder","3"
"JACK OF ALL TRADES","","1","Dervish Dancer","","Pathfinder","3"
"sq","","5","Dervish Dancer","","Pathfinder","3"
"ft","","5","Dervish Dancer","","Pathfinder","3"
"INSPIRE COMPETENCE","","1","Dervish Dancer","","Pathfinder","3"
"INSPIRE COURAGE","","1","Dervish Dancer","","Pathfinder","3"
"Bonus to attack and damage rolls","","1","Dervish Dancer","","Pathfinder","3"
"Bonus against charm and compulsion effects","","1","Dervish Dancer","","Pathfinder","3"
"CHA","","4","Dervish Dancer","","Pathfinder","3"
"Caster|Level","","1","Dervish Dancer","","Pathfinder","3"
"Concentration","","1","Dervish Dancer","","Pathfinder","3"
"(Round up)","","1","Dervish Dancer","","Pathfinder","3"
"Bard|Level","","4","Dervish Dancer","","Pathfinder","3"
"FASCINATE","FASCINATE|MAX AUDIENCE","1","Dervish Dancer","","Pathfinder","3"
"MAX AUDIENCE","FASCINATE|MAX AUDIENCE","1","Dervish Dancer","","Pathfinder","3"
"Rounds|Today","","1","Dervish Dancer","","Pathfinder","3"
"WILL","WILL SAVE DC","1","Dervish Dancer","","Pathfinder","3"
"SAVE DC","WILL SAVE DC","1","Dervish Dancer","","Pathfinder","3"
"Misc","","1","Dervish Dancer","","Pathfinder","3"
"DANCE","DANCE|BONUS","1","Dervish Dancer","","Pathfinder","3"
"BONUS","DANCE|BONUS","1","Dervish Dancer","","Pathfinder","3"
"While performing|a battle dance","","1","Dervish Dancer","","Pathfinder","3"
"You can use your Perform (dance) skill bonus in place|of your Acrobatics skill bonus","","1","Dervish Dancer","","Pathfinder","3"
"Bonus applies to saving throws against|Bardic Performance, sonic and |language-dependent effects.","","1","Dervish Dancer","","Pathfinder","3"
"SPEED","SPEED BONUS","1","Dervish Dancer","","Pathfinder","3"
"BONUS","SPEED BONUS","1","Dervish Dancer","","Pathfinder","3"
"BATTLE DANCES","","1","Dervish Dancer","","Pathfinder","3"
"PERFORMANCES","","1","Dervish Dancer","","Pathfinder","3"
"BARDIC PERFORMANCE & BATTLE DANCE","","1","Dervish Dancer","","Pathfinder","3"
"BATTLE FURY","","1","Dervish Dancer","","Pathfinder","3"
"DANCE OF FURY","","1","Dervish Dancer","","Pathfinder","3"
"VERSATILE DANCE","","1","Dervish Dancer","","Pathfinder","3"
"WELL-VERSED","","1","Dervish Dancer","","Pathfinder","3"
"FLEET","","1","Dervish Dancer","","Pathfinder","3"
"Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw","","1","Dervish Dancer","","Pathfinder","3"
"DISTRACTION","","1","Dervish Dancer","","Pathfinder","3"
"Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw","","1","Dervish Dancer","","Pathfinder","3"
"COUNTERSONG","","1","Dervish Dancer","","Pathfinder","3"
"DURATION","DURATION|PER DAY","1","Dervish Dancer","","Pathfinder","3"
"PER DAY","DURATION|PER DAY","1","Dervish Dancer","","Pathfinder","3"
"rds","","1","Dervish Dancer","","Pathfinder","3"
"SPELLS","","1","Dervish Dancer","","Pathfinder","3"
"KNOWN SPELLS","","1","Dervish Dancer","","Pathfinder","3"
"Bonus Spells","","1","Dervish Dancer","","Pathfinder","3"
"CHA - 12","","1","Dervish Dancer","","Pathfinder","3"
"CHA - 8","","1","Dervish Dancer","","Pathfinder","3"
"CHA - 4","","1","Dervish Dancer","","Pathfinder","3"
"Base|Spells","","1","Dervish Dancer","","Pathfinder","3"
"Spells|per day","","1","Dervish Dancer","","Pathfinder","3"
"Spell|Save DC","","1","Dervish Dancer","","Pathfinder","3"
"Spells|Known","","1","Dervish Dancer","","Pathfinder","3"
"Spell Save DC = 10 + CHA + Spell Level","","1","Dervish Dancer","","Pathfinder","3"
"PREPARED SPELLS","","1","Dervish Dancer","","Pathfinder","3"
"(BARD)","","1","Dervish Dancer","","Pathfinder","3"
"DERVISH DANCER","","1","Dervish Dancer","","Pathfinder","3"
"Bard Level","","2","Detective","","Pathfinder","3"
"CAREFUL|TEAMWORK","","1","Detective","","Pathfinder","3"
"Bonus to Initiative, Perception and Disable Device to allies within|30ft, for up to an hour. Allies must see and hear you for 3 rounds.","","1","Detective","","Pathfinder","3"
"(BARD)","","1","Detective","","Pathfinder","3"
"Level","","15","Detective","","Pathfinder","3"
"1 rounds","","1","Detective","","Pathfinder","3"
"2 rounds","","1","Detective","","Pathfinder","3"
"3 rounds","","1","Detective","","Pathfinder","3"
"Perform for:","","1","Detective","","Pathfinder","3"
"On a successful Sense Motive, reveals lies and enchantments","","1","Detective","","Pathfinder","3"
"TRUE CONFESSION","","1","Detective","","Pathfinder","3"
"Cause an enemy to die of joy or sorrow","","1","Detective","","Pathfinder","3"
"DEADLY PERFORMANCE","","1","Detective","","Pathfinder","3"
"Suggest actions to already fascinated creatures","","1","Detective","","Pathfinder","3"
"MASS SUGGESTION","","1","Detective","","Pathfinder","3"
"Enemies are frightened and flee your performance","","1","Detective","","Pathfinder","3"
"FRIGHTENING TUNE","","1","Detective","","Pathfinder","3"
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions","","1","Detective","","Pathfinder","3"
"SOOTHING PERFORMANCE","","1","Detective","","Pathfinder","3"
"INSPIRE COMPETENCE","","1","Detective","","Pathfinder","3"
"CHA","","4","Detective","","Pathfinder","3"
"Caster|Level","","1","Detective","","Pathfinder","3"
"Concentration","","1","Detective","","Pathfinder","3"
"(Round up)","","1","Detective","","Pathfinder","3"
"Bard|Level","","4","Detective","","Pathfinder","3"
"FASCINATE","FASCINATE|MAX AUDIENCE","1","Detective","","Pathfinder","3"
"MAX AUDIENCE","FASCINATE|MAX AUDIENCE","1","Detective","","Pathfinder","3"
"Rounds|Today","","1","Detective","","Pathfinder","3"
"WILL","WILL SAVE DC","1","Detective","","Pathfinder","3"
"SAVE DC","WILL SAVE DC","1","Detective","","Pathfinder","3"
"TAKE 10","","1","Detective","","Pathfinder","3"
"TAKE 20","TAKE 20 PER DAY","1","Detective","","Pathfinder","3"
"PER DAY","TAKE 20 PER DAY","1","Detective","","Pathfinder","3"
"Able to take 10 on any skill","","1","Detective","","Pathfinder","3"
"All skills are considered class skills","","1","Detective","","Pathfinder","3"
"Use any skill as if you were trained","","1","Detective","","Pathfinder","3"
"Unlimited uses|per day","","1","Detective","","Pathfinder","3"
"Take 20 Today","","1","Detective","","Pathfinder","3"
"JACK OF ALL TRADES","","1","Detective","","Pathfinder","3"
"LORE MASTER","","1","Detective","","Pathfinder","3"
"Misc","","2","Detective","","Pathfinder","3"
"Bonus applies to saving throws against illusions,|and caster level checks and saving throws to see through disguises","","1","Detective","","Pathfinder","3"
"Moment of Prescience","","1","Detective","","Pathfinder","3"
"Greater Prying Eyes","","1","Detective","","Pathfinder","3"
"Find The Path","","1","Detective","","Pathfinder","3"
"Discern Location","","1","Detective","","Pathfinder","3"
"Stone Tell","","1","Detective","","Pathfinder","3"
"Prying Eyes","","1","Detective","","Pathfinder","3"
"Discern Lies","","1","Detective","","Pathfinder","3"
"Speak With Plants","","1","Detective","","Pathfinder","3"
"Speak With Dead","","1","Detective","","Pathfinder","3"
"Arcane Eye","","1","Detective","","Pathfinder","3"
"Zone of Truth","","1","Detective","","Pathfinder","3"
"Detect Good / Evil / Law / Chaos","","1","Detective","","Pathfinder","3"
"Locate and disable traps as a Rogue","","1","Detective","","Pathfinder","3"
"Apply this bonus to Knowledge (local), Perception,|Sense Motive and Diplomacy checks to gather|information","","1","Detective","","Pathfinder","3"
"KNOWLEDGE","KNOWLEDGE |BONUS","1","Detective","","Pathfinder","3"
"BONUS","KNOWLEDGE |BONUS","1","Detective","","Pathfinder","3"
"PERFORMANCES","","1","Detective","","Pathfinder","3"
"BARDIC PERFORMANCE","","1","Detective","","Pathfinder","3"
"Enemies within 30ft are compelled to reveal themselves","","1","Detective","","Pathfinder","3"
"SHOW YOURSELVES","","1","Detective","","Pathfinder","3"
"ARCANE INSIGHT","","1","Detective","","Pathfinder","3"
"EYE FOR DETAIL","","1","Detective","","Pathfinder","3"
"Cause enemies within 30ft to become shaken","","1","Detective","","Pathfinder","3"
"DIRGE OF DOOM","","1","Detective","","Pathfinder","3"
"Suggest actions to one already fascinated creature","","1","Detective","","Pathfinder","3"
"SUGGESTION","","1","Detective","","Pathfinder","3"
"Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw","","1","Detective","","Pathfinder","3"
"DISTRACTION","","1","Detective","","Pathfinder","3"
"Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw","","1","Detective","","Pathfinder","3"
"COUNTERSONG","","1","Detective","","Pathfinder","3"
"Begin or switch a bardic performance as a move action,|rather than as a standard action.","","1","Detective","","Pathfinder","3"
"DURATION","DURATION|PER DAY","1","Detective","","Pathfinder","3"
"PER DAY","DURATION|PER DAY","1","Detective","","Pathfinder","3"
"rds","","1","Detective","","Pathfinder","3"
"Bards can wear light armour without risking|spell failure.","","1","Detective","","Pathfinder","3"
"SPELLS","","1","Detective","","Pathfinder","3"
"KNOWN SPELLS","","1","Detective","","Pathfinder","3"
"Bonus Spells","","1","Detective","","Pathfinder","3"
"CHA - 12","","1","Detective","","Pathfinder","3"
"CHA - 8","","1","Detective","","Pathfinder","3"
"CHA - 4","","1","Detective","","Pathfinder","3"
"Base|Spells","","1","Detective","","Pathfinder","3"
"Spells|per day","","1","Detective","","Pathfinder","3"
"Spell|Save DC","","1","Detective","","Pathfinder","3"
"Spells|Known","","1","Detective","","Pathfinder","3"
"Spell Save DC = 10 + CHA + Spell Level","","1","Detective","","Pathfinder","3"
"PREPARED SPELLS","","1","Detective","","Pathfinder","3"
"ARCANE SPELL FAILURE","ARCANE SPELL FAILURE THRESHOLD","1","Detective","","Pathfinder","3"
"THRESHOLD","ARCANE SPELL FAILURE THRESHOLD","1","Detective","","Pathfinder","3"
"DETECTIVE","","1","Detective","","Pathfinder","3"
"Bonus applies to Knowledge (religion) checks made|to identify undead creatures and their abilities","","1","Dirge Bard","","Pathfinder","3"
"Use Perform (keyboard) or Perform (percussion) in place of Intimidate to demoralise and opponent","","1","Dirge Bard","","Pathfinder","3"
"At 2nd, 6th, 10th, 14th and 18th level, learn an extra necromancy spell from any arcane spell list","","1","Dirge Bard","","Pathfinder","3"
"A dirge bard may use mind-affecting spells to affect even mindless undead","","1","Dirge Bard","","Pathfinder","3"
"Bonus applies to saving throws against fear, energy drain,|death effects and necromancy","","1","Dirge Bard","","Pathfinder","3"
"Level","","14","Dirge Bard","","Pathfinder","3"
"Cause an enemy to die of joy or sorrow","","1","Dirge Bard","","Pathfinder","3"
"DEADLY PERFORMANCE","","1","Dirge Bard","","Pathfinder","3"
"Suggest actions to already fascinated creatures","","1","Dirge Bard","","Pathfinder","3"
"MASS SUGGESTION","","1","Dirge Bard","","Pathfinder","3"
"Enemies are frightened and flee your performance","","1","Dirge Bard","","Pathfinder","3"
"FRIGHTENING TUNE","","1","Dirge Bard","","Pathfinder","3"
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions","","1","Dirge Bard","","Pathfinder","3"
"SOOTHING PERFORMANCE","","1","Dirge Bard","","Pathfinder","3"
"INSPIRE COMPETENCE","","1","Dirge Bard","","Pathfinder","3"
"INSPIRE COURAGE","","1","Dirge Bard","","Pathfinder","3"
"Bonus to attack and damage rolls","","1","Dirge Bard","","Pathfinder","3"
"Bonus against charm and compulsion effects","","1","Dirge Bard","","Pathfinder","3"
"CHA","","4","Dirge Bard","","Pathfinder","3"
"Caster|Level","","1","Dirge Bard","","Pathfinder","3"
"Concentration","","1","Dirge Bard","","Pathfinder","3"
"(Round up)","","1","Dirge Bard","","Pathfinder","3"
"Bard|Level","","4","Dirge Bard","","Pathfinder","3"
"FASCINATE","FASCINATE|MAX AUDIENCE","1","Dirge Bard","","Pathfinder","3"
"MAX AUDIENCE","FASCINATE|MAX AUDIENCE","1","Dirge Bard","","Pathfinder","3"
"Rounds|Today","","1","Dirge Bard","","Pathfinder","3"
"Bard Level","","4","Dirge Bard","","Pathfinder","3"
"SAVING THROW","SAVING THROW|DC BONUS","1","Dirge Bard","","Pathfinder","3"
"DC BONUS","SAVING THROW|DC BONUS","1","Dirge Bard","","Pathfinder","3"
"PERFORMANCE","PERFORMANCE|BONUS","1","Dirge Bard","","Pathfinder","3"
"BONUS","PERFORMANCE|BONUS","1","Dirge Bard","","Pathfinder","3"
"KNOWLEDGE","KNOWLEDGE |BONUS","2","Dirge Bard","","Pathfinder","3"
"BONUS","KNOWLEDGE |BONUS","2","Dirge Bard","","Pathfinder","3"
"WILL","WILL SAVE DC","1","Dirge Bard","","Pathfinder","3"
"SAVE DC","WILL SAVE DC","1","Dirge Bard","","Pathfinder","3"
"HAUNTING REFRAIN","","1","Dirge Bard","","Pathfinder","3"
"Misc","","2","Dirge Bard","","Pathfinder","3"
"Apply this bonus to all knowledge skills","","1","Dirge Bard","","Pathfinder","3"
"Bards can use all knowledge skills untrained","","1","Dirge Bard","","Pathfinder","3"
"PERFORMANCES","","1","Dirge Bard","","Pathfinder","3"
"BARDIC PERFORMANCE","","1","Dirge Bard","","Pathfinder","3"
"+ 4 to all saving throws|+ 4 to AC","","1","Dirge Bard","","Pathfinder","3"
"INSPIRE HEROICS","INSPIRE HEROICS  MAX AFFECTED","1","Dirge Bard","","Pathfinder","3"
"MAX AFFECTED","INSPIRE HEROICS  MAX AFFECTED","1","Dirge Bard","","Pathfinder","3"
"SECRETS OF THE GRAVE","","1","Dirge Bard","","Pathfinder","3"
"HAUNTED EYES","","1","Dirge Bard","","Pathfinder","3"
"BARDIC KNOWLEDGE","","1","Dirge Bard","","Pathfinder","3"
"Create zombies or skeletons as Animate Dead","","1","Dirge Bard","","Pathfinder","3"
"DANCE OF THE DEAD","","1","Dirge Bard","","Pathfinder","3"
"Cause enemies within 30ft to become shaken","","1","Dirge Bard","","Pathfinder","3"
"DIRGE OF DOOM","","1","Dirge Bard","","Pathfinder","3"
"Suggest actions to one already fascinated creature","","1","Dirge Bard","","Pathfinder","3"
"SUGGESTION","","1","Dirge Bard","","Pathfinder","3"
"Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw","","1","Dirge Bard","","Pathfinder","3"
"DISTRACTION","","1","Dirge Bard","","Pathfinder","3"
"Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw","","1","Dirge Bard","","Pathfinder","3"
"COUNTERSONG","","1","Dirge Bard","","Pathfinder","3"
"Begin or switch a bardic performance as a move action,|rather than as a standard action.","","1","Dirge Bard","","Pathfinder","3"
"2 × (d10 +","2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save","1","Dirge Bard","","Pathfinder","3"
"CON","2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save","1","Dirge Bard","","Pathfinder","3"
") temporary hit points,|+2 attack, +1 fortitude save","2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save","1","Dirge Bard","","Pathfinder","3"
"INSPIRE GREATNESS","INSPIRE GREATNESS  MAX AFFECTED","1","Dirge Bard","","Pathfinder","3"
"MAX AFFECTED","INSPIRE GREATNESS  MAX AFFECTED","1","Dirge Bard","","Pathfinder","3"
"DURATION","DURATION|PER DAY","1","Dirge Bard","","Pathfinder","3"
"PER DAY","DURATION|PER DAY","1","Dirge Bard","","Pathfinder","3"
"rds","","1","Dirge Bard","","Pathfinder","3"
"Bards can wear light armour without risking|spell failure.","","1","Dirge Bard","","Pathfinder","3"
"SPELLS","","1","Dirge Bard","","Pathfinder","3"
"KNOWN SPELLS","","1","Dirge Bard","","Pathfinder","3"
"Bonus Spells","","1","Dirge Bard","","Pathfinder","3"
"CHA - 12","","1","Dirge Bard","","Pathfinder","3"
"CHA - 8","","1","Dirge Bard","","Pathfinder","3"
"CHA - 4","","1","Dirge Bard","","Pathfinder","3"
"Base|Spells","","1","Dirge Bard","","Pathfinder","3"
"Spells|per day","","1","Dirge Bard","","Pathfinder","3"
"Spell|Save DC","","1","Dirge Bard","","Pathfinder","3"
"Spells|Known","","1","Dirge Bard","","Pathfinder","3"
"Spell Save DC = 10 + CHA + Spell Level","","1","Dirge Bard","","Pathfinder","3"
"PREPARED SPELLS","","1","Dirge Bard","","Pathfinder","3"
"ARCANE SPELL FAILURE","ARCANE SPELL FAILURE THRESHOLD","1","Dirge Bard","","Pathfinder","3"
"THRESHOLD","ARCANE SPELL FAILURE THRESHOLD","1","Dirge Bard","","Pathfinder","3"
"BARD","","1","Dirge Bard","","Pathfinder","3"
"Level","","15","Geisha","","Pathfinder","3"
"Cause an enemy to die of joy or sorrow","","1","Geisha","","Pathfinder","3"
"DEADLY PERFORMANCE","","1","Geisha","","Pathfinder","3"
"Suggest actions to already fascinated creatures","","1","Geisha","","Pathfinder","3"
"MASS SUGGESTION","","1","Geisha","","Pathfinder","3"
"Enemies are frightened and flee your performance","","1","Geisha","","Pathfinder","3"
"FRIGHTENING TUNE","","1","Geisha","","Pathfinder","3"
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions","","1","Geisha","","Pathfinder","3"
"SOOTHING PERFORMANCE","","1","Geisha","","Pathfinder","3"
"INSPIRE COMPETENCE","","1","Geisha","","Pathfinder","3"
"INSPIRE COURAGE","","1","Geisha","","Pathfinder","3"
"Bonus to attack and damage rolls","","1","Geisha","","Pathfinder","3"
"Bonus against charm and compulsion effects","","1","Geisha","","Pathfinder","3"
"CHA","","4","Geisha","","Pathfinder","3"
"Caster|Level","","1","Geisha","","Pathfinder","3"
"Concentration","","1","Geisha","","Pathfinder","3"
"(Round up)","","1","Geisha","","Pathfinder","3"
"Bard|Level","","4","Geisha","","Pathfinder","3"
"FASCINATE","FASCINATE|MAX AUDIENCE","1","Geisha","","Pathfinder","3"
"MAX AUDIENCE","FASCINATE|MAX AUDIENCE","1","Geisha","","Pathfinder","3"
"Rounds|Today","","1","Geisha","","Pathfinder","3"
"Bard Level","","1","Geisha","","Pathfinder","3"
"WILL","WILL SAVE DC","1","Geisha","","Pathfinder","3"
"SAVE DC","WILL SAVE DC","1","Geisha","","Pathfinder","3"
"TAKE 10","","1","Geisha","","Pathfinder","3"
"TAKE 20","TAKE 20 PER DAY","1","Geisha","","Pathfinder","3"
"PER DAY","TAKE 20 PER DAY","1","Geisha","","Pathfinder","3"
"Able to take 10 on any skill","","1","Geisha","","Pathfinder","3"
"All skills are considered class skills","","1","Geisha","","Pathfinder","3"
"Spend 10 minutes preparing an elaborate tea ceremony, and 4 rounds per person performing the ceremony, |to grant your allies Inspire Courage, Inspire Competence, Inspire Greatness or Inspire Heroics for 10 minutes.","","1","Geisha","","Pathfinder","3"
"Use any skill as if you were trained","","1","Geisha","","Pathfinder","3"
"Unlimited uses|per day","","1","Geisha","","Pathfinder","3"
"Take 20 Today","","1","Geisha","","Pathfinder","3"
"JACK OF ALL TRADES","","1","Geisha","","Pathfinder","3"
"LORE MASTER","","1","Geisha","","Pathfinder","3"
"Misc","","2","Geisha","","Pathfinder","3"
"Bonus applies to saving throws against Bardic Performance, sonic|and language-dependent effects.","","1","Geisha","","Pathfinder","3"
"Apply this bonus to Craft (calligraphy), Diplomacy,|Knowledge (nobility) and one type of Performance","","1","Geisha","","Pathfinder","3"
"Bards can use all knowledge skills untrained","","1","Geisha","","Pathfinder","3"
"KNOWLEDGE","KNOWLEDGE |BONUS","1","Geisha","","Pathfinder","3"
"BONUS","KNOWLEDGE |BONUS","1","Geisha","","Pathfinder","3"
"PERFORMANCES","","1","Geisha","","Pathfinder","3"
"BARDIC PERFORMANCE","","1","Geisha","","Pathfinder","3"
"+ 4 to all saving throws|+ 4 to AC","","1","Geisha","","Pathfinder","3"
"INSPIRE HEROICS","INSPIRE HEROICS  MAX AFFECTED","1","Geisha","","Pathfinder","3"
"MAX AFFECTED","INSPIRE HEROICS  MAX AFFECTED","1","Geisha","","Pathfinder","3"
"Use bonus in place of...","","2","Geisha","","Pathfinder","3"
"Diplomacy, Handle Animal","","1","Geisha","","Pathfinder","3"
"Wind Instruments","","1","Geisha","","Pathfinder","3"
"Bluff, Diplomacy","","1","Geisha","","Pathfinder","3"
"String","","1","Geisha","","Pathfinder","3"
"Bluff, Sense Motive","","1","Geisha","","Pathfinder","3"
"Sing","","1","Geisha","","Pathfinder","3"
"Handle Animal, Intimidate","","1","Geisha","","Pathfinder","3"
"Percussion","","1","Geisha","","Pathfinder","3"
"Diplomacy, Sense Motive","","1","Geisha","","Pathfinder","3"
"Oratory","","1","Geisha","","Pathfinder","3"
"Diplomacy, Intimidate","","1","Geisha","","Pathfinder","3"
"Keyboard|Instruments","","1","Geisha","","Pathfinder","3"
"Acrobatics, Fly","","1","Geisha","","Pathfinder","3"
"Dance","","1","Geisha","","Pathfinder","3"
"Bluff, Intimidate","","1","Geisha","","Pathfinder","3"
"Comedy","","1","Geisha","","Pathfinder","3"
"Bluff, Disguise","","1","Geisha","","Pathfinder","3"
"Act","","1","Geisha","","Pathfinder","3"
"VERSATILE PERFORMANCE","","1","Geisha","","Pathfinder","3"
"WELL-VERSED","","1","Geisha","","Pathfinder","3"
"BARDIC KNOWLEDGE","","1","Geisha","","Pathfinder","3"
"TEA CEREMONY","","1","Geisha","","Pathfinder","3"
"Cause enemies within 30ft to become shaken","","1","Geisha","","Pathfinder","3"
"DIRGE OF DOOM","","1","Geisha","","Pathfinder","3"
"Suggest actions to one already fascinated creature","","1","Geisha","","Pathfinder","3"
"SUGGESTION","","1","Geisha","","Pathfinder","3"
"Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw","","1","Geisha","","Pathfinder","3"
"DISTRACTION","","1","Geisha","","Pathfinder","3"
"Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw","","1","Geisha","","Pathfinder","3"
"COUNTERSONG","","1","Geisha","","Pathfinder","3"
"Begin or switch a bardic performance as a move action,|rather than as a standard action.","","1","Geisha","","Pathfinder","3"
"2 × (d10 +","2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save","1","Geisha","","Pathfinder","3"
"CON","2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save","1","Geisha","","Pathfinder","3"
") temporary hit points,|+2 attack, +1 fortitude save","2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save","1","Geisha","","Pathfinder","3"
"INSPIRE GREATNESS","INSPIRE GREATNESS  MAX AFFECTED","1","Geisha","","Pathfinder","3"
"MAX AFFECTED","INSPIRE GREATNESS  MAX AFFECTED","1","Geisha","","Pathfinder","3"
"DURATION","DURATION|PER DAY","1","Geisha","","Pathfinder","3"
"PER DAY","DURATION|PER DAY","1","Geisha","","Pathfinder","3"
"rds","","1","Geisha","","Pathfinder","3"
"Bards can wear light armour without risking|spell failure.","","1","Geisha","","Pathfinder","3"
"SPELLS","","1","Geisha","","Pathfinder","3"
"KNOWN SPELLS","","1","Geisha","","Pathfinder","3"
"Bonus Spells","","1","Geisha","","Pathfinder","3"
"CHA - 12","","1","Geisha","","Pathfinder","3"
"CHA - 8","","1","Geisha","","Pathfinder","3"
"CHA - 4","","1","Geisha","","Pathfinder","3"
"Base|Spells","","1","Geisha","","Pathfinder","3"
"Spells|per day","","1","Geisha","","Pathfinder","3"
"Spell|Save DC","","1","Geisha","","Pathfinder","3"
"Spells|Known","","1","Geisha","","Pathfinder","3"
"Spell Save DC = 10 + CHA + Spell Level","","1","Geisha","","Pathfinder","3"
"PREPARED SPELLS","","1","Geisha","","Pathfinder","3"
"ARCANE SPELL FAILURE","ARCANE SPELL FAILURE THRESHOLD","1","Geisha","","Pathfinder","3"
"THRESHOLD","ARCANE SPELL FAILURE THRESHOLD","1","Geisha","","Pathfinder","3"
"GEISHA","","1","Geisha","","Pathfinder","3"
"KNOWN SPELLS","","1","Magician","","Pathfinder","3"
"PREPARED SPELLS","","1","Magician","","Pathfinder","3"
"BONDED OBJECT","","1","Magician","","Pathfinder","3"
"Level","","15","Magician","","Pathfinder","3"
"ARCANE BOND","","1","Magician","","Pathfinder","3"
"Bard Level","","3","Magician","","Pathfinder","3"
"BONUS","BONUS|SPELLS","1","Magician","","Pathfinder","3"
"SPELLS","BONUS|SPELLS","1","Magician","","Pathfinder","3"
"Bonus spells may come from any arcane|spellcaster’s list of available spells","","1","Magician","","Pathfinder","3"
"DWEOMERCRAFT","","1","Magician","","Pathfinder","3"
"Bonus to caster level checks, Concentration and spell attacks|to allies within 30ft who can see and hear you","","1","Magician","","Pathfinder","3"
"(BARD)","","1","Magician","","Pathfinder","3"
"Cause an enemy to die of joy or sorrow","","1","Magician","","Pathfinder","3"
"DEADLY PERFORMANCE","","1","Magician","","Pathfinder","3"
"Suggest actions to already fascinated creatures","","1","Magician","","Pathfinder","3"
"MASS SUGGESTION","","1","Magician","","Pathfinder","3"
"Apply instant metamagic; this ends the performance","","1","Magician","","Pathfinder","3"
"METAMAGIC MASTERY","","1","Magician","","Pathfinder","3"
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions","","1","Magician","","Pathfinder","3"
"SOOTHING PERFORMANCE","","1","Magician","","Pathfinder","3"
"INSPIRE COMPETENCE","","1","Magician","","Pathfinder","3"
"CHA","","4","Magician","","Pathfinder","3"
"Caster|Level","","1","Magician","","Pathfinder","3"
"Concentration","","1","Magician","","Pathfinder","3"
"(Round up)","","1","Magician","","Pathfinder","3"
"Bard|Level","","4","Magician","","Pathfinder","3"
"FASCINATE","FASCINATE|MAX AUDIENCE","1","Magician","","Pathfinder","3"
"MAX AUDIENCE","FASCINATE|MAX AUDIENCE","1","Magician","","Pathfinder","3"
"Rounds|Today","","1","Magician","","Pathfinder","3"
"WILL","WILL SAVE DC","1","Magician","","Pathfinder","3"
"SAVE DC","WILL SAVE DC","1","Magician","","Pathfinder","3"
"Use your own caster level for calculating the DC of wands","","1","Magician","","Pathfinder","3"
"Use your own CHA bonus for calculating the DC of wands","","1","Magician","","Pathfinder","3"
"WAND MASTERY","","1","Magician","","Pathfinder","3"
"Misc","","2","Magician","","Pathfinder","3"
"Sacrifice a spell to extend your performance by a number of rounds equal to the spell level|Only once per performance        Duration does not apply to Spell Suppression","","1","Magician","","Pathfinder","3"
"Apply this bonus to Knowledge (arcana),|Spellcraft and Use Magical Device","","1","Magician","","Pathfinder","3"
"MAGICAL TALENT","MAGICAL TALENT|BONUS","1","Magician","","Pathfinder","3"
"BONUS","MAGICAL TALENT|BONUS","1","Magician","","Pathfinder","3"
"PERFORMANCES","","1","Magician","","Pathfinder","3"
"BARDIC PERFORMANCE","","1","Magician","","Pathfinder","3"
"+ 4 to all saving throws|+ 4 to AC","","1","Magician","","Pathfinder","3"
"INSPIRE HEROICS","INSPIRE HEROICS  MAX AFFECTED","1","Magician","","Pathfinder","3"
"MAX AFFECTED","INSPIRE HEROICS  MAX AFFECTED","1","Magician","","Pathfinder","3"
"EXPANDED REPERTOIRE","","1","Magician","","Pathfinder","3"
"EXTENDED PERFORMANCE","","1","Magician","","Pathfinder","3"
"MAGICAL TALENT","","1","Magician","","Pathfinder","3"
"Counter any identified spell of a level less than the number of|rounds of performance, as Dispel Magic","","1","Magician","","Pathfinder","3"
"SPELL SUPPRESSION","","1","Magician","","Pathfinder","3"
"Suggest actions to one already fascinated creature","","1","Magician","","Pathfinder","3"
"SUGGESTION","","1","Magician","","Pathfinder","3"
