Original,Part of,Translation
RAGE!,RAGE! POWERS,PODERES
POWERS,RAGE! POWERS,FURIA!
SNEAK DAMAGE,SNEAK DAMAGE|BONUS,BONUS DAÑO
BONUS,SNEAK DAMAGE|BONUS,FURTIVO
Pinpoint Targeting,"Pinpoint Targeting    Make a single attack that bypasses shields, armour and natural armour",Puntería Precisa
"Make a single attack that bypasses shields, armour and natural armour","Pinpoint Targeting    Make a single attack that bypasses shields, armour and natural armour","Hace un solo ataque que ignora escudos, armadura y armadura natural"
TERRAIN,"TERRAIN    Build farms, roads, mines etc",TERRENO
"Build farms, roads, mines etc","TERRAIN    Build farms, roads, mines etc","Construye granjas, caminos, minas, etc"
Craft -,Craft - INT|Perform - CHA,Artesanía -
INT,Craft - INT|Perform - CHA,INT
Perform -,Craft - INT|Perform - CHA,Interpretación -
CHA,Craft - INT|Perform - CHA,CAR
RAGE!,RAGE!|TODAY,FURIA!
TODAY,RAGE!|TODAY,HOY
URBAN,URBAN|BARBARIAN!,URBANO
"stability,","+2 stability, +2bp consumption","Estabilidad,"
+2bp,"+2 stability, +2bp consumption",+2bp
consumption,"+2 stability, +2bp consumption",consumo
JUDGEMENTS,JUDGEMENTS|PER DAY,JUICIOS
PER DAY,JUDGEMENTS|PER DAY,AL DÍA
Favoured Terrain,Favoured Terrain|Bonus in a given terrain,Terreno predilecto
Bonus in a given terrain,Favoured Terrain|Bonus in a given terrain,Bonus en un terreno determinado
Cavalry Formation,"Cavalry Formation    Share space, charge through allied mount",Formacion de Caballería
"Share space, charge through allied mount","Cavalry Formation    Share space, charge through allied mount","Comparte espacio, carga a través de la montura aliada"
"Prince, Princess or favoured subject","Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest","Príncipe, Princesa o sujeto favorito"
– May rule if the Ruler is absent. but must pass loyalty check or,"Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest","- Puede regir si el Regente está ausente, pero debe superar una prueba de lealtad o"
unrest,"Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest",malestar
Bleeding Wound,"Bleeding Wound    Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage",Herida Sangrante
"Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","Bleeding Wound    Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","Sangrado igual a DES|Otra alternativa, 1pt daño Fuerza, Destreza o Contitución"
AC,Bonus to attack rolls and dodge bonus to AC|when adjacent to two or more enemies,CA
Liases with the people,"Liases with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals",Coopera con la gente
"– If vacant,","Liases with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals","- Si vacante,"
"loyalty,","Liases with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals","lealtad,"
unrest at upkeep and no bonus from festivals,"Liases with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals",malestar durante el mantenimiento y sin bonus por festivales.
Cost:,Cost: 1 pt per extra range increment,Coste:
FOES,FOES|PER DAY,ENEMIGOS
PER DAY,FOES|PER DAY,AL DÍA
Cleave,Cleave    Extra attack if you hit,Hendedura
Extra attack if you hit,Cleave    Extra attack if you hit,Ataque extra si golpeas
Grant bonus to an ally -,Grant bonus to an ally - 1 ki point,Conceder bonus a un aliado -
1 ki point,Grant bonus to an ally - 1 ki point,1 punto ki
No action this round|Lose,No action this round|Lose DEX bonus to AC; -2 AC,Sin acciones este asalto|Pierde
DEX,No action this round|Lose DEX bonus to AC; -2 AC,bonus DES
bonus to,No action this round|Lose DEX bonus to AC; -2 AC,a
bonus to AC; -2,No action this round|Lose DEX bonus to AC; -2 AC,bonus a CA; -2
AC,No action this round|Lose DEX bonus to AC; -2 AC,CA
Morale Bonus,Morale Bonus    Inspire Courage and similar,Bonus Moral
Inspire Courage and similar,Morale Bonus    Inspire Courage and similar,Infundir Valor y similar
TOTAL HIT DICE,MAX ANIMATE UNDEAD|TOTAL HIT DICE,DADOS DE GOLPE TOTALES
Grants,Grants +20 to Acrobatics,Concede
to Acrobatics,Grants +20 to Acrobatics,a Acrobacias
Slow Fall,Slow Fall 80 ft,Caída lentificada
80 ft,Slow Fall 80 ft,80 ft
AC,AC BONUS,BONUS
BONUS,AC BONUS,CA
CONSTITUTION|SCORE,CONSTITUTION|SCORE|BONUS,PUNT|CONSTITUCIÓN
BONUS,CONSTITUTION|SCORE|BONUS,BONUS
MAX WEAPON,MAX WEAPON|ENHANCEMENT,Mejora máxima
ENHANCEMENT,MAX WEAPON|ENHANCEMENT,del arma
Improved Two-weapon Fighting,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Combate con dos armas mejorado
Second attack with your off-hand weapon,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Segundo ataque con arma mano torpe
BONUS,DEXTERITY|SCORE|BONUS,BONUS
+2 WIS,+2 WIS and -2 CHA in all three forms.,+2 SAB
and,+2 WIS and -2 CHA in all three forms.,y
-2 CHA,+2 WIS and -2 CHA in all three forms.,-2 CAR
in all three forms.,+2 WIS and -2 CHA in all three forms.,en las tres formas.
TRAP,TRAP SENSE,TRAMPA
Weapon Finesse,Weapon Finesse  Use DEX for melee attack,Sutileza con armas
Use,Weapon Finesse  Use DEX for melee attack,Usar
DEX,Weapon Finesse  Use DEX for melee attack,DES
for melee attack,Weapon Finesse  Use DEX for melee attack,para ataques melee
ENERGY,ENERGY ROLL,ENERGÍA
ROLL,ENERGY ROLL,TIRADA
1d2,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d2
1d3,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d3
1d4,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d4
1d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d6
1d8,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d8
2d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,2d6
3d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,3d6
4d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,4d6
6d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,6d6
8d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,8d6
12d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,12d6
Improved Feint Partner,"Improved Feint Partner    When ally feints, gain AoO",Compañero de finta mejorado
"When ally feints, gain AoO","Improved Feint Partner    When ally feints, gain AoO","Cuando el aliado finta, ganas AdO"
FORTITUDE,FORTITUDE SAVE,SALV
SAVE,FORTITUDE SAVE,FORTALEZA
INSPIRE HEROICS,INSPIRE HEROICS  MAX AFFECTED,INSPIRAR HEROISMO
MAX AFFECTED,INSPIRE HEROICS  MAX AFFECTED,MAX AFECTADOS
"loyalty,","+2 loyalty, +2bp consumption","lealtad,"
+2bp,"+2 loyalty, +2bp consumption",+2bp
consumption,"+2 loyalty, +2bp consumption",consumo
BONUS,INSIGHT|BONUS,BONUS
Woodland Stride,Woodland Stride|Move through undergrowth at normal speed|and taking no damage,Zancada Forestal
Move through undergrowth at normal speed|and taking no damage,Woodland Stride|Move through undergrowth at normal speed|and taking no damage,Mueves a través de maleza a vel. normal|y no recibes daño
CRITICAL  HIT,CRITICAL  HIT|RESISTANCE,GOLPE CRÍTICO
RESISTANCE,CRITICAL  HIT|RESISTANCE,RESISTENCIA
BONUS,PERCEPTION|BONUS,BONUS
DURATION,BREATH|DURATION,DURACIÓN
20ft,Treat unarmed attacks as magic weapons|Increase range of a thrown object 20ft - 1 ki point,20ft
1 ki point,Treat unarmed attacks as magic weapons|Increase range of a thrown object 20ft - 1 ki point,1 punto ki
DC,WISDOM|CHECK DC,CD
INITIATIVE,INITIATIVE|BONUS,BONUS
BONUS,INITIATIVE|BONUS,INICIATIVA
Coordinated Charge,Coordinated Charge    Charge the same foe as an ally,Carga Coordinada
Charge the same foe as an ally,Coordinated Charge    Charge the same foe as an ally,Carga contra el mismo objetivo que el aliado
WIS,Use WIS in place of STR/DEX for monk weapons,SAB
STR,Use WIS in place of STR/DEX for monk weapons,FUE
DEX,Use WIS in place of STR/DEX for monk weapons,DES
Furious Focus,Furious Focus    Ignore power attack penalty for first attack,Concentración Furiosa
Ignore power attack penalty for first attack,Furious Focus    Ignore power attack penalty for first attack,Ignora penalizaciones al Ataque Poderoso en el primer ataque
SINGLE,SINGLE ATTACK,ATAQUE
ATTACK,SINGLE ATTACK,SENCILLO
Swap Places,Swap Places    Switch places with an ally,Cambiar sitios
Switch places with an ally,Swap Places    Switch places with an ally,Cambia sitio con un aliado
Ignore concealment -,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",Ignora ocultamiento -
1 ki point,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",1 punto ki
Ignore total concealment or cover -,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",Ignora ocultamiento total o cobertura -
2 ki point,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",2 puntos ki
3 ki point,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",3 puntos ki
Grants,Grants +24 to Acrobatics,Concede
to Acrobatics,Grants +24 to Acrobatics,a Acrobacias
DAMAGE,DISRUPTION|DAMAGE,DAÑO
INSPIRE GREATNESS,INSPIRE GREATNESS  MAX AFFECTED,INSPIRAR GRANDEZA
MAX AFFECTED,INSPIRE GREATNESS  MAX AFFECTED,MAX AFECTADOS
TODAY,ELEMENTAL FIST|TODAY,HOY
Maximum,Maximum +5,Máximo
2 ki points,Heal somebody else’s wounds - 2 ki points,2 puntos ki
Critical Mastery,Critical Mastery    Apply two critical effects at once,Maestría con los críticos
Apply two critical effects at once,Critical Mastery    Apply two critical effects at once,Aplica dos efectos críticos a la vez
(which grants,(which grants +4 to Acrobatics),(concede
to Acrobatics),(which grants +4 to Acrobatics),a Acrobacias)
TOUCH AC,TOUCH AC|BONUS,CA TOQUE
BONUS,TOUCH AC|BONUS,BONUS
POWER,POWER|PER DAY,PODER
PER DAY,POWER|PER DAY,POR DIA
(which grants,(which grants +8 to Acrobatics),(concede
to Acrobatics),(which grants +8 to Acrobatics),a Acrobacias)
Lose,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",Pierde
DEX,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",DES
bonus to,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",bonus a
AC,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",CA
-4 on,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",-4 a
STR,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",FUE
and,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",y
"skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","habilidades, Percepción opuestas|50% de fallo cuando atacas|CD 10 Acrobacias para mover mas de vel. Media"
WITHDRAW,"WITHDRAW    Gain 2000gp per bp. Increase unrest by 1, then make a loyalty check",RETIRAR
"Gain 2000gp per bp. Increase unrest by 1, then make a loyalty check","WITHDRAW    Gain 2000gp per bp. Increase unrest by 1, then make a loyalty check","Gana 2000po por bp. Incrementa malestar en 1, y haz prueba de Lealtad"
Leads kingdom’s defences,"Leads kingdom’s defences – If vacant, -4 loyalty and -2 stability",Lidera las defensas del Reino
"– If vacant,","Leads kingdom’s defences – If vacant, -4 loyalty and -2 stability","- Si vacante,"
loyalty and,"Leads kingdom’s defences – If vacant, -4 loyalty and -2 stability",lealtad y
stability,"Leads kingdom’s defences – If vacant, -4 loyalty and -2 stability",estabilidad
Precise Shot,Precise Shot    Attack into melee without the -4 penalty,Disparo Preciso
Attack into melee without the -4 penalty,Precise Shot    Attack into melee without the -4 penalty,Sin penalización -4 por disparar a melee
Improved Natural Weapon,Improved Natural Weapon    Increased damage dice,Arma Natural Mejorada
Increased damage dice,Improved Natural Weapon    Increased damage dice,Dado de daño incrementado
PER DAY,INVENTION USES |PER DAY,AL DÍA
RAGE,RAGE POWERS,FURIA
POWERS,RAGE POWERS,PODERES
Improved Cleaving Finish,Improved Cleaving Finish    Any number per round,Hendedura final Mejorada
Any number per round,Improved Cleaving Finish    Any number per round,Cualquier número por asalto
CREATURES AFFECTED,CREATURES AFFECTED TOTAL HIT DICE,CRIATURAS AFECTADAS
Slow Fall,Slow Fall 30 ft,Caída lentificada
30 ft,Slow Fall 30 ft,30 ft
Venom Immunity,Venom Immunity|Immune to all poisons,Inmunidad al veneno
Immune to all poisons,Venom Immunity|Immune to all poisons,Inmune a todos los venenos
BONUS,SACRED|BONUS,BONUS
Improved Back to Back,Improved Back to Back    +2 to ally’s AC,Espalda con Espalda Mejorado
to ally’s,Improved Back to Back    +2 to ally’s AC,al del aliado
AC,Improved Back to Back    +2 to ally’s AC,CA
EVOLUTION,EVOLUTION|POOL,EVOLUCIÓN
POOL,EVOLUTION|POOL,RESERVA
RAGE!,RAGE!|Modifier,Modificador
Modifier,RAGE!|Modifier,FURIA!
FORTITUDE,FORTITUDE|DC,CD
DC,FORTITUDE|DC,FORTALEZA
Use monk level in place of,Use monk level in place of BAB for calculating CMB,Usa nivel Monje en vez de
BAB,Use monk level in place of BAB for calculating CMB,BAB
for calculating,Use monk level in place of BAB for calculating CMB,para calcular
CMB,Use monk level in place of BAB for calculating CMB,BMC
MELEE ATTACK,MELEE ATTACK|BONUS,BONUS ATAQUE
BONUS,MELEE ATTACK|BONUS,MELEE
TOUCH,TOUCH AC,CA
AC,TOUCH AC,TOQUE
Assume ethereal state for 1 minute -,Assume ethereal state for 1 minute - 3 ki points,Asume estado etereo durante 1 minuto -
3 ki points,Assume ethereal state for 1 minute - 3 ki points,3 puntos ki
Fast Movement,Fast Movement +10 ft,Movimiento Rápido
+10 ft,Fast Movement +10 ft,+10 ft
BONUS,CROWD BONUS,BONUS
Dead Shot,"Dead Shot    Roll all attacks, additional hits add dice",Disparo certero
"Roll all attacks, additional hits add dice","Dead Shot    Roll all attacks, additional hits add dice","Lanza por todos los ataques, los aciertos añaden dados de daño"
DURATION,SERENITY|DURATION,DURACIÓN
BONUS,DISPEL BONUS,BONUS
BUILDINGS,BUILDINGS    Add buildings to towns,EDIFICIOS
Add buildings to towns,BUILDINGS    Add buildings to towns,Añade edificios a las ciudades
KNOWLEDGE,KNOWLEDGE |BONUS,SABER
BONUS,KNOWLEDGE |BONUS,BONUS
BONUS,STREETWISE|BONUS,BONUS
Acrobatics DC = 5 + Opponent’s,Acrobatics DC = 5 + Opponent’s CMD,CD Acrobacias = 5 + DMC del oponente
CMD,Acrobatics DC = 5 + Opponent’s CMD,BMC
Wild Empathy,Wild Empathy|Improve the attitude of an animal,Empatía salvaje
Improve the attitude of an animal,Wild Empathy|Improve the attitude of an animal,Mejora la actitud del animal
RAGE,"If you fail a will save against a mind-affecting effect,|at the start of your next turn you can try again.|If you succeed, you RAGE and are CONFUSED.",FURIA
CONCENTRATION,CONCENTRATION|BONUS,CONCENTRACIÓN
BONUS,CONCENTRATION|BONUS,BONUS
BONUS,INSIGHT BONUS,BONUS
Hammer the Gap,Hammer the Gap    On a successful attack,Golpea en el Hueco
On a successful attack,Hammer the Gap    On a successful attack,Tras un ataque exitoso
Strength Score|Penalty:,Strength Score|Penalty: -2,Penal. Punt.|Fuerza
CHA,Power Save DC = 10 + CHA + Power Level,CHA
Grants,Grants +16 to Acrobatics,Concede
to Acrobatics,Grants +16 to Acrobatics,a Acrobacias
Grant bonus to allies in 30ft -,Grant bonus to allies in 30ft - 1 ki point,Conceder bonus a aliados en 30 ft -
1 ki point,Grant bonus to allies in 30ft - 1 ki point,1 punto ki
TAKE 20,TAKE 20 PER DAY,ELEGIR 20
PER DAY,TAKE 20 PER DAY,AL DÍA
ARMOUR|CLASS,ARMOUR|CLASS|PENALTY,PENALIZACIÓN|CLASE
PENALTY,ARMOUR|CLASS|PENALTY,ARMADURA
Two-weapon fighting,Two-weapon fighting    Reduces penalty to:,Luchar con dos armas
Reduces penalty to:,Two-weapon fighting    Reduces penalty to:,Reduce la penalización a:
INITIATIVE,INITIATIVE BONUS,BONUS
BONUS,INITIATIVE BONUS,INICIATIVA
Pack Attack,Pack Attack    Ally’s attack allows you to take 5ft step,Ataque en manada
Ally’s attack allows you to take,Pack Attack    Ally’s attack allows you to take 5ft step,Los ataques del aliado te permiten hacer
5ft,Pack Attack    Ally’s attack allows you to take 5ft step,5 ft
step,Pack Attack    Ally’s attack allows you to take 5ft step,paso
WILL,WILL SAVE DC,CD SALV
SAVE DC,WILL SAVE DC,VOL
HEALING,HEALING|HIT POINTS,CURACIÓN
HIT POINTS,HEALING|HIT POINTS,PUNTOS GOLPE
Neutral:,Neutral: +2 Stability,Neutral:
Stability,Neutral: +2 Stability,Estabilidad
Devastating Strike,Devastating Strike    +2 per extra die,Golpe Devastador
per extra die,Devastating Strike    +2 per extra die,por dado extra
Seize the Moment,Seize the Moment    AoO when ally confirms critical hit,Aprovecha el momento
AoO when ally confirms critical hit,Seize the Moment    AoO when ally confirms critical hit,AdO cuando un aliado confirma un crítico
PER DAY,PUNISHING KICK|PER DAY,AL DÍA
Grants,Grants +4 to Acrobatics,Concede
to Acrobatics,Grants +4 to Acrobatics,a Acrobacias
saving throws against enchantment,+2 saving throws against enchantment,pruebas Salv. Contra encantamiento
MAX,MAX|HEALTH,SALUD
HEALTH,MAX|HEALTH,MÁXIMA
WEAPON,WEAPON BONUSES,BONUS
BONUSES,WEAPON BONUSES,ARMA
"Recover from being fatigued, shaken or sickened","Recover from being fatigued, shaken or sickened|Level 8: recover from being exhausted, frightened, nauseated or staggered","Te recuperas de las condiciones de fatigado, estremecido o indispuesto"
Level 8:,"Recover from being fatigued, shaken or sickened|Level 8: recover from being exhausted, frightened, nauseated or staggered",Nivel 8:
"recover from being exhausted, frightened, nauseated or staggered","Recover from being fatigued, shaken or sickened|Level 8: recover from being exhausted, frightened, nauseated or staggered","Te recuperas de las condiciones de  exhausto, asustado, mareado o grogui"
TAKE 10,TAKE 10|PER DAY,ELEGIR 10
PER DAY,TAKE 10|PER DAY,AL DÍA
Ignore the cover bonus to,Ignore the cover bonus to AC of targets partially immersed in water,Ignora el bonus de cobertura a
AC,Ignore the cover bonus to AC of targets partially immersed in water,CA
of targets partially immersed in water,Ignore the cover bonus to AC of targets partially immersed in water,de objetivos parcialmente inmersos en agua
RAGE,"Each alcoholic drink consumed results in|1 round of nausea after the end of your RAGE,|in addition to the normal fatigue.",FURIA
Fast Movement,Fast Movement +30 ft,Movimiento Rápido
+30 ft,Fast Movement +30 ft,+30 ft
RAGE!,EXTRA|RAGE!,FURIA!
TOTAL HIT DICE,CREATURES REBUKED|TOTAL HIT DICE,DADOS DE GOLPE TOTALES
d6,d6 +,d6
DC,REFLEX|SAVE DC,CD
2 or more ki points,20ft aura of luck - 2 or more ki points,2 o más puntos ki
Vital Strike,Vital Strike    Extra damage dice,Golpe vital
Extra damage dice,Vital Strike    Extra damage dice,Dado de daño extra
DC,DC BONUS,CD
BONUS,DC BONUS,BONUS
Class|Skills,Class|Skills|+3,Habilidades|de Clase
Two-weapon Rend,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",Desgarrar con dos armas
"If you hit with both weapons, do an extra 1d10 + (","Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage","Si golpeas con ambas armas, haz un extra 1d10 ("
STR,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",FUE
× 1½) damage,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",× 1½) daño
RAGE,"When you take damage of at least your level while|RAGING, add to the number of rounds of RAGE today",FURIA
today,"When you take damage of at least your level while|RAGING, add to the number of rounds of RAGE today",hoy
HIT POINTS,TEMPORARY|HIT POINTS,PUNTOS GOLPE
REFLEX / FORTITUDE,REFLEX / FORTITUDE|SAVE DC,REFLEJOS / FORTALEZA
VICTIMS,VICTIMS|PER DAY,VÍCTIMAS
PER DAY,VICTIMS|PER DAY,AL DÍA
MELEE DAMAGE,MELEE DAMAGE|BONUS,DAÑO MELEE
BONUS,MELEE DAMAGE|BONUS,BONUS
USES PER DAY,RESOLVE|USES PER DAY,USOS AL DÍA
Enforce rural justice,"Enforce rural justice – If vacant, -4 economy",Hace cumpli la justicia rural
"– If vacant,","Enforce rural justice – If vacant, -4 economy","- Si vacante,"
economy,"Enforce rural justice – If vacant, -4 economy",economía
Physical Resistance,Physical Resistance -3,Resistencia Física
PER DAY,PERFECT STRIKE|PER DAY,AL DÍA
RAGE!,RAGE!|Duration,FURIA!
Duration,RAGE!|Duration,Duración
RAGE!,Titanic RAGE!,FURIA!
Manyshot,"Manyshot    When making a full-round attack, your first attack has two arrows",Disparos múltiples
"When making a full-round attack, your first attack has two arrows","Manyshot    When making a full-round attack, your first attack has two arrows","Cuando hace un ataque de asalto completo, tu primer ataque lanza 2 flechas"
TODAY,PUNISHING KICK|TODAY,HOY
Queen Consort or Prince Consort,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,Reina Consorte o Principe Consorte
– May rule if the Ruler is absent. but must pass loyalty check or,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,"- Puede regir si el Regidor está ausente, pero debe supere prueba lealtad o"
unrest,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,malestar
FEAR EFFECT,FEAR EFFECTWILL BONUS,BONUS VOLUNTAD
WILL BONUS,FEAR EFFECTWILL BONUS,EFECTO MIEDO
DAMAGE,ARTILLERY|DAMAGE,DAÑO
(which grants,(which grants +12 to Acrobatics),(concede
to Acrobatics),(which grants +12 to Acrobatics),a Acrobacias)
PER DAY,LUCKY ROLLS|PER DAY,AL DÍA
MAX ARMOUR|DEX,MAX ARMOUR|DEX BONUS,BONUS MAX. DES
BONUS,MAX ARMOUR|DEX BONUS,ARMADURA
Outflank,Outflank    When flanking,Rebasar
When flanking,Outflank    When flanking,Cuando flanquea
"economy,","+2 economy, -2 loyalty","economía,"
loyalty,"+2 economy, -2 loyalty",lealtad
RAGE!,Rounds of confusion do not count|against your rounds of RAGE! per day,FURIA!
per day,Rounds of confusion do not count|against your rounds of RAGE! per day,al día
WILL SAVE,WILL SAVE|BONUS,SALV VOL
BONUS,WILL SAVE|BONUS,BONUS
Improved Precise Shot,Improved Precise Shot    Ignore the penalties for partial cover or partial concealment,Disparo Preciso Mejorado
Ignore the penalties for partial cover or partial concealment,Improved Precise Shot    Ignore the penalties for partial cover or partial concealment,Ignora las penalizaciones por cobertura u ocultamiento parcial
COMBAT|MANOEUVRE,COMBAT|MANOEUVRE|BONUS,BONUS|MANIOBRA
BONUS,COMBAT|MANOEUVRE|BONUS,COMBATE
KNOWLEDGE,KNOWLEDGE BONUS,BONUS
BONUS,KNOWLEDGE BONUS,SABER
Quick Draw,Quick Draw    Draw your weapon as a free action,Desenvainado rápido
Draw your weapon as a free action,Quick Draw    Draw your weapon as a free action,Desenvaina arma como acción gratuíta
2 ki points,Ally may re-roll attack or save - 2 ki points,2 puntos ki
"stability,","+1 stability, +1bp consumption","Estabilidad,"
+1bp,"+1 stability, +1bp consumption",+1bp
consumption,"+1 stability, +1bp consumption",consumo
IMTIMIDATE,IMTIMIDATE|BONUS,INTIMIDAR
BONUS,IMTIMIDATE|BONUS,BONUS
(which grants,(which grants +20 to Acrobatics),(concede
to Acrobatics),(which grants +20 to Acrobatics),a Acrobacias)
COMBAT|MANEUVRE,COMBAT|MANEUVRE|DEFENCE,DEFENSA|MANIOBRA
DEFENCE,COMBAT|MANEUVRE|DEFENCE,COMBATE
STRENTH|SCORE,STRENTH|SCORE|BONUS,PUNT.|FUERZA
BONUS,STRENTH|SCORE|BONUS,BONUS
1 ki point,"As a swift action, deal damage equal to your Unarmed Strike when using an improvised weapon|Damage bonus lasts for one round - 1 ki point",1 punto ki
(which grants,(which grants +24 to Acrobatics),(concede
to Acrobatics),(which grants +24 to Acrobatics),a Acrobacias)
Coordinated Defence,Coordinated Defence    +2 to CMD,Defensa Coordinada
to,Coordinated Defence    +2 to CMD,a
CMD,Coordinated Defence    +2 to CMD,DMC
DAMAGE,ELEMENTAL|DAMAGE,DAÑO
FLAT-FOOTED,FLAT-FOOTED AC,CA
AC,FLAT-FOOTED AC,DESPREVENIDO
1d10,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,1d10
2d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,2d8
3d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,3d8
4d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,4d8
6d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,6d8
8d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,8d8
12d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,12d8
Physical Resistance,Physical Resistance -1,Resistencia Física
Damage Reduction 1/,Damage Reduction 1/―,Reducción Daño 1/
CMB,"As part of a full attack, make additional|combat manoeuvres at a penalty to CMB.",BMC
Shake It Off,Shake It Off    +1 to all saving throws per adjacent ally,Sacudirse
to all saving throws per adjacent ally,Shake It Off    +1 to all saving throws per adjacent ally,a todos los tiros Salv. Por aliado adyacente
Ruler of a colony or vassal state,"Ruler of a colony or vassal state – May also take any role for colony, with 1 less benefit",Regidor de una colonia o estado vasallo
"– May also take any role for colony, with 1 less benefit","Ruler of a colony or vassal state – May also take any role for colony, with 1 less benefit","- Puede tener cualquier rol para colonia, con 1 beneficio menos"
KNOWN,ARCANA|KNOWN,CONOCIDOS
Level,Level 8,Nivel
2 ki points,"As a swift action once a day, create a 20ft-radius aura of|luck allowing yourself and all allies to take the better of two|rolls for attacks and saving throws.|Aura lasts 1 round for every 2 ki points spent",2 puntos ki
