Original,Part of,Translation
to Acrobatics),(which grants +20 to Acrobatics),do Zwinności
POWER STONES,"",KAMIENIE MOCY
Sleight of Hand,"",Zręczna Dłoń
Blinded,"",Oślepiony
Treated as outsider,"",Traktowany jako przybysz
(which grants,(which grants +8 to Acrobatics),zapewnia
to Acrobatics),(which grants +8 to Acrobatics),do Zwinności
SUGGESTION,"",SUGESTIA
Non-lethal,"",Stłuczenia
TATTOOS,"",TATUAŻE
A Thousand Faces,A Thousand Faces|Change appearance at will,Tysiac Twarzy
Change appearance at will,A Thousand Faces|Change appearance at will,Zmienia wygląd na życzenie
Woodland Stride,Woodland Stride|Move through undergrowth at normal speed|and taking no damage,Leśny Krok
Move through undergrowth at normal speed|and taking no damage,Woodland Stride|Move through undergrowth at normal speed|and taking no damage,Poruszasz się po poszyciu leśnym z normalną prędkością|i nie otrzymujesz obrażeń.
Reduce effective falling height using wall,"",Redukuje efekty spadania używając ściany
STUNNING FIST,"",OSZAŁAMIAJĄCA PIĘŚĆ
(RANGER),"",(TROPICIEL)
Total Weight,"",Całkowity Ciężar
Bonus to attack and damage rolls,"",Premia do ataku i testów obrażeń
Silver,"",Srebro
Cavalier|Level,"",Poziom|Kawalerzysty
Slow Fall,Slow Fall 20 ft,Powolny upadek
20 ft,Slow Fall 20 ft,6m
Soulknife|Level,"",Poziom|Ostrza Duszy
Stunned,"",Oszołomiony
WELL-VERSED,"",DOBRZE-POINFORMOWANY
Stun (or other effects) target for one round,"",Ogłusza 
Sickened,"",Chory
Ring,"",Pierścień
Staggered,"",Zataczający się
Unconscious,"",Nieprzytomny
Bonus Spells,Bonus Spells|CHA,Premiowe Czary
CHA,Bonus Spells|CHA,CHA
EQUIPMENT,"",EKWIPUNEK
COMBAT MANOEUVRES,"",MANEWRY BOJOWE
Suggest actions to one already fascinated creature,"",Sugeruje akcję jednej zafascynowanej istocie
STUNNING FIST,STUNNING FIST|PER DAY,OSZAŁAMIAJĄCA PIĘŚĆ
PER DAY,STUNNING FIST|PER DAY,NA DZIEŃ
STUNNING FIST,STUNNING FIST|TODAY,OSZAŁAMIAJĄCA PIĘŚĆ
TODAY,STUNNING FIST|TODAY,DZIŚ
saving throws against enchantment,+2 saving throws against enchantment,do rzutów obronnych przeciwko oczarowaniu
Power|Attack,"",Potężny|Atak
Suggest actions to already fascinated creatures,"",Sugerowanie akcji zafascynowanym istotom
PERSONALITY,"",OSOBOWOŚĆ
Cannot run or charge|-2 Strength and Dexterity,"",Nie może biegać i szarżować|-2 Siły i Zręczności
TRAPS,"",PUŁAPKI
SMITE EVIL,"",UGODZENIE ZŁA
Bonus against charm and compulsion effects,"",Premia przeciwko urokom i efektom przymusu
Bards can use all knowledge skills untrained,"",Bardowie używają każdej Wiedzy jako umiejętności wyszkolonej
Fly,"",Latanie
Immune to all poisons,"",Odporny na wszystkie trucizny
Mountebank|Level,"",Poziomy|Hochsztaplera
Immune to all diseases,"",Odporny na wszystkie choroby
Purity of Body,"",Czystość Ciała
"-2 to attack rolls, damage rolls,| saving throws, skill and ability checks","","-2 do testów ataku, obrażeń,|umiejętności oraz rzutów obronnych"
SPECIAL MOUNT,"",SPECJALNY WIERZCHOWIEC
Take 20 Today,"",Przyjętych 20 dziś
PATH ABILITIES,"",ŚCIEŻKI ZDOLNOŚCI
Fly Speed,"",Prędkość Lotu
Level|Adjustment,"",Dostosowanie|Poziomu
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,"",-4 do inicjatywy; 20% szansy na chybienie|-4 do rzutów na Percepcje|automatycznie oblewa testy Percepcji oparte na dźwięku
"Bonus applies to saving throws against Bardic Performance, sonic|and language-dependent effects.","","Premię stosuje się do rzutów obronnych przeciwko Występom Barda,|oraz efektom opartych na dźwięku i języku."
Alchemist|Level,"",Poziom|Alchemika
Cleric Level,"",Poziom Kapłana
Untrained,"",Niewyszkolona
(BARBARIAN),"",(BARBARZYŃCA)
days,"",dni
Temp|Bonus,"",Tymczasowa|Premia
Hit Die,"",KW
1d6,"",1k6
LAY ON HANDS,"",NAKŁADANIE RĄK
Paralysed,"",Sparaliżowany
Skill|Bonus,"",Premia z|Umiejętności
"May make a standard or move action,| but not both","","Może wykonywać akcję ruchu lub standardową,|ale nie obydwie"
Spell Save DC = 10 + INT + Spell Level,"",ST Rzutu Obronnego = 10 + INT + Poziom Czaru
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),"",Modyfikator Atrybutu = (Wartość Atrybutu - 10) / 2 (Zaokrąglane w dół)
Channel Negative Energy,"",Kierunkowanie Negatywnej Energii
CLASSES,"",KLASY
BONDED WEAPON,"",ZWIĄZANA BROŃ
Temp Damage|Bonus,"",Tymczasowa premia|do Obrażeń
Good Cleric,"",Dobry Kapłan
TRAP SENSE,TRAP SENSE|REFLEX BONUS,WYCZUCIE PUŁAPEK
REFLEX BONUS,TRAP SENSE|REFLEX BONUS,PREMIA DO RZ. OBR. NA REFLEKS
Trackless Step,"Trackless Step|Leave no trail, unless deliberately",Wędrówka bez Śladów
"Leave no trail, unless deliberately","Trackless Step|Leave no trail, unless deliberately",Nie pozostawia śladów
Cryptic|Level,"",Poziomy|Ukrytego
Temp Attack|Bonus,"",Tymczasowa Premia|do Ataku
ATTACK,ATTACK|BONUS,ATAK
BONUS,ATTACK|BONUS,PREMIA
Trap|Sense,"",Wykrywanie|Pułapek
POWER POINTS,POWER POINTS|MAX COST,PUNKTY MOCY
MAX COST,POWER POINTS|MAX COST,MAKSYMALNY KOSZT
Locate Traps,"",Wyszukiwanie Pułapek
HOSTILE,"",WROGI
Evil Cleric,"",Zły Kapłan
Spell Level,"",Poziom Czaru
Swim Speed,"",Prędkosć Pływania
Summoned|Today,"",Przywołań|Dziś
INVENTORY,"",EKWIPUNEK
Hands,"",Dłonie
Enhancements,"",Wzmocnienia
LORE MASTER,"",MISTRZ WIEDZY
pp,"",sp
MERCIES,"",ŁASKI
Skill Ranks,"",Punkty Umiejętności
DEFLECTION,DEFLECTION|BONUS,ODBICIE
BONUS,DEFLECTION|BONUS,PREMIA
COMBAT MANOEUVRE,COMBAT MANOEUVRE|DEFENCE,MANEWR BOJOWY
DEFENCE,COMBAT MANOEUVRE|DEFENCE,OBRONA
(DRUID),"",(DRUID)
Temp|Modifier,"",Tymczasowy|Modyfikator
Wind Instruments,"",Instrumenty Dmuchane
Oratory,"",Oratorium
Gold,"",Złoto
3d8,"",3k8
Dance,"",Taniec
"Diplomacy, Sense Motive","",Dyplomacja. Wyczucie Pobudek
"Diplomacy, Intimidate","","Dyplomacja, Zastraszanie"
"Diplomacy, Handle Animal","","Dyplomacja, Postępowanie ze Zwierzętami"
Diamond Body,"",Diamentowe Ciało
4d8,"",4k8
INT - 8,"",INT - 8
INT - 4,"",INT - 4
INT - 12,"",INT - 12
Copper,"",Miedź
Balance,"",Zachowanie Równowagi
cp,"",sm
Percussion,"",Bębny
OATHBOUND PALADIN,"",ZAPRZYSIĘŻONY PALADYN
OATH,"",PRZYSIĘGA
Notes,"",Notatki
Effective|Character|Level,"",Efektywny|Poziom|Postaci
Serious Wounds,"",Poważne Rany
VERSATILE PERFORMANCE,"",WSZECHSTRONNY WYSTĘP
WIS,(WIS minimum 1),RZT
minimum 1),(WIS minimum 1),minimum 1)
Channelling positive energy uses up two of today’s|uses of Lay On Hands.,"",Kierunkowanie pozytywnej energii zużywa|2 Nakładania Rąk
CHANNEL ENERGY,"",KIERUNKOWANIE ENERGII
Keyboard|Instruments,"",Instrumenty|Klawiszowe
gp,"",sz
Shoulders,"",Ramiona
Act,"",Akt
CHARACTER,"",POSTAĆ
Sing,"",Śpiew
Player,"",Gracz
Use Magical Device,"",Używanie Magicznych Urządzeń
"Handle Animal, Intimidate","","Postępowanie ze Zwierzętami, Zastraszanie"
COMBAT ABILITIES,"",ZDOLNOŚCI BOJOWE
Unlimited uses|per day,"",Nielimitowane
"Smiting damage bonus applies double for the|first successful strike against evil outsiders, |evil dragons and the undead.","","Premia do obrażeń od ugodzeń podwaja się dla pierwszego udanego uderzenia przeciw złym przybyszom, złym mokom i nieumarłym."
Hide,"",Ukrywanie się
HEALING,HEALING|HIT POINTS,LECZENIE
HIT POINTS,HEALING|HIT POINTS,PW
"Acrobatics, Fly","","Akrobatyka, Latanie"
sp,"",ss
"Bluff, Diplomacy","","Blefowanie, Dyplomacja"
Foes|Today,"",Wrogowie|Dzisiaj
Light Wounds,"",Lekkie Rany
Spell|Level,"",Poziom|Czaru
Mass Spell Level,"",Zbiorowy Poziom Czarów
Listen,"",Nasłuchiwanie
"Bluff, Disguise","","Blefowanie, Przebieranie się"
"Bluff, Intimidate","","Blefowanie, Zastraszanie"
"Bluff, Sense Motive","","Blefowanie, Wyczucie Pobudek"
Comedy,"",Komedia
Lose,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",Traci premię ze
DEX,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",ZR
bonus to,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",do
AC,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",KP
-4 on,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",-4 do umiejętnosci opartych na
STR,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",S
and,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",i
"skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","umiejętności, przeciwko Percepcji|50% szans na chybienie|ST Akrobatyki 10 aby poruszać się szybciej niż połowa prędkości"
Spot,"",Dostrzeganie
Apply this bonus to all knowledge skills,"",Zastosuj tą premię do wszystkich umiejętności Wiedzy
Stealth,"",Skradanie się
Moderate Wounds,"",Średnie Rany
TRAINING,"",WYSZKOLENIE
Magus|Level,"",Poziomy|Maga
String,"",Strunowe
TAKE 20,TAKE 20 PER DAY,PRZYJMIJ 20
PER DAY,TAKE 20 PER DAY,NA DZIEŃ
FOES,FOES|PER DAY,WROGOWIE
PER DAY,FOES|PER DAY,NA DZIEŃ
Critical Wounds,"",Krytyczne Rany
DORJES,"",DORDŻE
DIVINE BOND,"",BOSKA WIĘŹ
TAKE 10,"",PRZYJMIJ 10
Bonus,"",Premia
Heal / Harm,"",Leczenie / Zadawanie Ran
Resist Nature’s Lure,Resist Nature’s Lure|+4 to saves against the fey and plants,Oparcie się Pokusie Natury
+4 to saves against the fey and plants,Resist Nature’s Lure|+4 to saves against the fey and plants,+4 do rz. obr. przeciwko wróżkom i roślinom
Linguistics,"",Języki
Fast Movement,"",Szybkie Poruszanie się
Climb Speed,"",Prędkość Wspinaczki
SAVE DC,"",ST Rz. Obr.
INITIATIVE,INITIATIVE|BONUS,INICJATYWA
BONUS,INITIATIVE|BONUS,PREMIA
MELEE|ATTACK,"",ZWARCIE
ARMOUR,"",ZBROJA
Code of Conduct,"",Kodeks Postępowania
Platinum,"",Platyna
Ninja|Level,"",Poziom|Ninja
"As a move action, share half your Favoured Enemy|bonus against a single target with all allies within 30 ft","",Jako akcję ruchu podziel się twoją Premią za Preferowanego Wroga przeciw jednej istocie ze sprzymierzeńcami w obszarze 9m.
Bonus Spell,"",Czar Premiowy
Disable|Device,"",Unieszkodliwianie|Mechanizmów
Feet,"",Stopy
RANGED|ATTACK,"",ATAK|ZASIĘGOWY
Eyes,"",Oczy
Antipaladin|Level,"",Poziom|Antypaladyna
EVIL DAMAGE,EVIL DAMAGE|BONUS,ZŁE OBRAŻENIA
BONUS,EVIL DAMAGE|BONUS,PREMIA
COMBAT MANOEUVRE,COMBAT MANOEUVRE|BONUS,MANEWRY BOJOWE
BONUS,COMBAT MANOEUVRE|BONUS,PREMIA
FEATS & SPECIAL ABILITIES,"",ATUTY I UMIEJĘTNOŚCI SPECJALNE
Move Silently,"",Ciche Poruszanie się
Armour|Check|Penalty,"",Kara|do Testów|z Pancerza
Other:,"",Inne:
Disable Traps,"",Unieszkodliwianie Pułapek
PSICRYSTAL,"",PSIKRYSZTAŁ
SPECIAL ABILITIES,"",SPECJALNE ZDOLNOŚCI
BASE|ATTACK,BASE|ATTACK BONUS,BAZOWA|PREMIA
BONUS,BASE|ATTACK BONUS,DO ATAKU
Bonus|Spells,"",Premiowe|Czary
Speed with Armour,"",Prędkość w Zbroi
FAMILIAR,"",CHOWANIEC
SHIELD,"",TARCZA
Medium Load,"",Średnie Obciążenie
Single-minded,"",Jednomyślny
CURE / INFLICT,"",LECZENIE / ZADAWANIE
Coward,"",Tchórzliwy
Resolved,"",Zdecydowany
GRAPPLE,GRAPPLE BONUS,ZWARCIE
BONUS,GRAPPLE BONUS,PREMIA
Cure Wounds,"",Leczenie Ran
Far Shot,"",Daleki Strzał
Max AC DEX,"",Max Zr do KP
/  Town,"",/ Miasto
"Racial,|Feats,|Synergy","",Rasowe|Atuty|Synergia
Max Speed,"",Prędkość Maksymalna
Sneaky,"",Podstępny
Power Points used today,"",Punkty Mocy zużyte dzisiaj
Inflict Wounds,"",Zadawanie Ran
1/day,"",1/dzień
Power Points,"",Punkty Mocy
Improved|Evasion,"",Doskonalsze|Uniki
PORTRAIT,"",PORTRET
Bully,"",Despotyczny
BASE ATTACK|BONUS,"",Bazowa Premia|do Ataku
QUICK DRAW,"",SZYBKIE DOBYWANIE
Sage,"",Mędrczy
Inquisitor|Level,"",Poziom|Inkwizytora
MONEY,"",PIENIĄDZE
Affiliation,"",Przynależność
CHANNEL,CHANNEL|PER DAY,KIERUNKOWANIE
PER DAY,CHANNEL|PER DAY,NA DZIEŃ
Wilder|Level,"",Poziomy|Dzikusa
/  Region,"",/ Religia
Hero,"",Bohaterski
Heavy Load,"",Ciężki Ładunek
(CLERIC),"",(KAPŁAN)
Shot on the Run,"",Strzał w Biegu
UNSTOPPABLE,"",NIEPOWSTRZYMANY
Sympathetic,"",Współczujący
Carried Items,"",Przechowywane Przedmioty
Precise Shot,"",Precyzyjny Strzał
Poised,"",Pewny Siebie
Light Load,"",Lekkie Obciążenie
Worn Items,"",Noszone Przedmioty
2d6 +,"",2k6+
COMBAT,"",WALKA
Jump,"",Skakanie
Neck / Throat,"",Szyja
Gather Information,"",Zbieranie Informacji
rks,"",pu
Forgery,"",Fałszerstwo
Arms / Wrists,"",Ręce / Nadgarstki
Radius centred|on the Cleric,"",Obszar wokół|Kapłana
Ability Modifier = (Total Ability Score - 10) ÷ 2,"",Modyfikator Atrybutu = (Wartość Atrybutu - 10) / 2
DC,DC 20,ST
"Weapons, Ammo","","Bronie, Pociski"
Ranger Level,"",Poziom Tropiciela
(MONK),"",(MNICH)
FORCE OF WILL,"",SIŁA WOLI
Search,"",Przeszukiwanie
Trained,"",Wyszkolona
Uses|Today,"",Użyć|Dziś
Knowledge - INT|Profession - WIS,"",Wiedza - INT|Zawód - RZT
Trap Sense +1,"",Wyszukiwanie Pułapek +1
Trap Sense +2,"",Wyszukiwanie Pułapek +2
Trap Sense +3,"",Wyszukiwanie Pułapek +3
Extra,"",Dodatkowe
Trap Sense +4,"",Wyszukiwanie Pułapek +4
Trap Sense +5,"",Wyszukiwanie Pułapek +5
d20 +,"",k20 +
"Armour, Shield","","Zbroja, Tarcza"
Trap Sense +6,"",Wyszukiwanie Pułapek +6
SPELL BOOK,"",KSIĘGA CARÓW
Decipher Script,"",Odszyfrowanie Zapisków
Use Magic Device,"",Używanie Magicznych Urządzeń
Spellthief|Level,"",Poziom|Złodzieja Czarów
Other skills:|Craft - INT|Perform - CHA,"",Inne umiejętności:|Rzemiosło - INT|Występy - CHA
CON,+ CON| per level,B
per level,+ CON| per level,na poziom
ROGUE,"",ŁOTRZYK
Shaman|Level,"",Poziomy|Szamana
DC,DC 15,ST
FLAT-FOOTED,FLAT-FOOTED|CMD,NIEPRZYGOTOWANY
CMD,FLAT-FOOTED|CMD,OMB
Page,"",Strona
Greater ),"",Potężniejsze )
From level 2:,"",Od 2 poziomu:
Ronin|Level,"",Poziomy|Ronina
Kingdom,"",Królestwo
Paladin Level,"",Poziom Paladyna
Recover all hit points with 8 hours rest,"",Przywraca wszystkie pw po 8 godzinach odpoczynku
Temp CMD,"",Tymczasowe OMB
Knowledge: Arcana,"",Wiedza: Tajemna
Knowledge: Dungeoneering,"",Wiedza: Lochoznawstwo
INT,+ INT| per level,INT
per level,+ INT| per level,na poziom
Knowledge: Religion,"",Wiedza: Religia
Knowledge: The Planes,"",Wiedza: Plany
Artificer|Level,"",Poziomy|Wynalazcy
PRESTIGE CLASS,"",KLASA PRESTIŻOWA
From Level 4,"",Od 4 poziomu
ABILITY SCORE,"",WARTOŚĆ ATRYBUTU
Artillerist|Level,"",Poziomy|Artylerzysty
Class skills,"",Umiejętności Klasowe
Class|Skills,Class|Skills|+3,Umiejętności|Klasowe
Height,"",Wzrost
Duration,"",Czas
Tumble,"",Upadanie
TWO-WEAPON FIGHTING,"",WALKA DWOMA ORĘŻAMI
Manyshot,"",Wielostrzał
Age,"",Wiek
Monk Level|÷ 4,"",Poziom Mnicha|/ 4
Temp CMB,"",Tymczasowe PMB
ARCHERY,"",ŁUCZNICTWO
Knowledge: Nature,"",Wiedza: Natura
ATTACK,ATTACK BONUS,ATAK
BONUS,ATTACK BONUS,PREMIA
Don’t die until negative hp equals double your constitution score.,"","Nie umierasz, dopóki wartość twoich negatywnych pw nie równa się twojej podwojonej budowie."
FAVOURED ENEMY,"",PREFEROWANY WRÓG
Improved Precise Shot,"",Doskonalszy Precyzyjny Strzał
d12,"",K12
Rapid Shot,"",Szybki strzał
Power Save DC = 10 + INT + Power Level,"",ST Rz. Obr. Na Moc = 10 + INT + Poziom Mocy
DEFENCE,"",KLASA PANCERZA
ft,30 ft,m
"Scrolls, Potions,|Wands, Components","","Zwoje, Mikstury,|Różdżki, Komponenty"
Bonus to ability scores,"",Premia do wartości atrybutu
Waist,"",Pas
Headband,"",Opaska
Greater Two-weapon Fighting,"",Doskonalszą Walka Dwoma Orężami
3d6,"",3k6
SAVING THROWS,"",RZUTY OBRONNE
TURNING CHECK,"",TEST ODPĘDZANIA
Valuables,"",Kosztowności
STA,"",STA
Favoured class,"",Ulubiona Klasa
Belts,"",Pasy
Use Rope,"",Używanie Liny
Temp Attack,"",Tymczasowy Atak
Chest,"",Skrzynia
- 1 per 5lb| carried,"","- 1 na 2,5kg|obciążenia"
Open Lock,"",Otwieranie Zamków
MANOEUVRES,"",MANEWRY
= ECL + 3,"",= EPP + 3
CREATURES AFFECTED,CREATURES AFFECTED TOTAL HIT DICE,ISTOTY POD WPŁYWEM
TOTAL HIT DICE,CREATURES AFFECTED TOTAL HIT DICE,SUMA KW
Temp Damage,"",Tymczasowe Obrażenia
Misc|Modifier,"",Inne|Modyfikatory
GRAPPLE,"",ZWARCIE
Max|Ranks,"",Maksymalna|Liczba Rang
MAX HIT DICE,TO TURN CREATURE  MAX HIT DICE,MAX KW
RANGER,"",TROPICIEL
Fire,"",Ognień
DODGE,DODGE|BONUS,UNIKOWA
BONUS,DODGE|BONUS,PREMIA
Temp|Score,"",Tymczasowa|Wartość
if larger/|smaller,"",jeśli większy/|mniejszy
DOMAINS,"",DOMENY
MAX HIT DICE,TO DESTROY CREATURE  MAX HIT DICE,MAX KW
TEAMWORK FEATS,"",ATUTY DRUŻYNOWE
x 4,"",x 4
CHANNEL,CHANNEL|RANGE,KIERUNKOWANIE
RANGE,CHANNEL|RANGE,ZASIĘG
MOUNT,"",WIERZCHOWIEC
ECO,"",EKO
USES PER DAY,"",UŻYĆ NA DZIEŃ
Hat / Mask,"",Kapelusz / Maska
CLERIC,"",KAPŁAN
Samurai|Level,"",Poziomy|Samuraja
+ Size|  diff x4,"",+ Różnica|rozmiaru x4
Clothes / Body,"",Ubrania / Ciało
Debts,"",Długi
LOY,"",LOJ
Turning|Check,"",Test|Odpędzania
(WIS minimum 1),"",(RZT minimum 1)
From Level 3:,"",Od 3 poziomu:
From level 5:,"",Od 5 poziomu:
Fears,"",Lęki
DEFENCE & SAVING THROWS,"",KLASA PANCERZA I RZUTY OBRONNE
Dislikes,"",Nielubiane
Arms,"",Ręce
EDICTS,"",EDYKTY
Quirks,"",Dziwactwa
per turn,"",na turę
N/A,"",N/D
AFFILIATIONS,"",PRZYNALEŻNOŚĆ
Class|Level,"",Poziom|Klasy
METAMAGIC,"",METAMAGIA
TOUCH,TOUCH AC,DOTYK
AC,TOUCH AC,KP
CHARACTER|BACKGROUND,"",CHARAKTERYSTYKA|POSTACI
BARD,"",BARD
Constitution|Score,"",Wartość|Budowy
Defining Features,"",Atuty Obronne
Origin,"",Historia
LEVEL,MAX MANOEUVRE LEVEL,POZIOM
Employer,"",Pracodawca
Motivations,"",Motywacje
Parents,"",Rodzice
From level 4:,"",Od 4 poziomu:
Likes,"",Upodobania
Racial|bonus,"",Modyfikatory|rasowe
SORCERER,"",ZAKLINACZ
Throat,"",Szyja
- Size|  mod x4,"",- Mod. z|Rozmiaru x4
ORIGINS,"",KORZENIE
Other items,"",Inne przedmioty
Synergy,"",Synergia
d6,d6 +,K6
Current Country,"",Aktualne Państwo
NPC,"",BN
FLAT-FOOTED,FLAT-FOOTED AC,NIEPRZYGOTOWANY
AC,FLAT-FOOTED AC,KP
Country,"",Państwo
FRIENDS AND FOES,"",PRZYJACIELE I WROGOWIE
CLASS,"",KLASA
(Minimum 1),"",(Minimum 1)
Religion,"",Religia
Medium,"",Średnie
30 ft,"",9m
Max Load,"",Maksymalne Obciążenie
Base Save,"",Bazowa Premia
+1 per level,"",+1 na poziom
Region,"",Region
APPEARANCE,"",WYGLĄD
Other Class|Levels,"",Poziomy|Innych Klas
Hair,"",Włosy
Craft -,Craft - INT|Perform - CHA,Rzemiosło -
INT,Craft - INT|Perform - CHA,INT
Perform -,Craft - INT|Perform - CHA,Występy - 
CHA,Craft - INT|Perform - CHA,CHA
ARMOUR,ARMOUR CLASS,KLASA PANCERZA
CLASS,ARMOUR CLASS,KLASA
1d4,"",1k4
Preferred Clothing,"",Ulubione Ubranie
Psionic Aura,"",Psioniczna Aura
Knowledge -,Knowledge - INT|Profession - WIS,Wiedza - 
INT,Knowledge - INT|Profession - WIS,INT
Profession -,Knowledge - INT|Profession - WIS,Zawód - 
WIS,Knowledge - INT|Profession - WIS,WIS
DAMAGE,DAMAGE BONUS,UNIKI
BONUS,DAMAGE BONUS,PREMIA
ARCANE BOND,"",TAJEMNA WIĘŹ
Damage:,"",Obrażenia:
Population,"",Populacja
Head,"",Głowa
CONTAINER,"",SKRZYNIA
"Rebuke, Halt, Awe,|Control, Dispel Turning|and Bolster Undead","","Karcenie, Zatrzymywanie, Strach,|Kontrola, Rozpraszanie Odpędzenia|i Pokrzepienie Nieumarłego"
INSPIRE GREATNESS,"",INSPIROWANIE WIELKOŚCI
+2 to any one ability score,"",+2 do dowolnego Atrybutu
BASIC SPEED,"",BAZOWA PRĘDKOŚĆ
Round down,"",Zaokrąglane w dół
SAVE,SAVE DC,RZ. OBR.
DC,SAVE DC,ST
BONDED OBJECT,"",WIĘŹ Z PRZEDMIOTEM
SMITING DAMAGE,SMITING DAMAGE|BONUS,OBRAŻENIA Z UGODZENIA
BONUS,SMITING DAMAGE|BONUS,PREMIA
SMITINGS,SMITINGS|PER DAY,UGODZENIA
PER DAY,SMITINGS|PER DAY,NA DZIEŃ
SPECIALITY,SPECIALITY SCHOOL,SPECJALIZACJA
SCHOOL,SPECIALITY SCHOOL,SZKOŁA
SPELL SCHOOLS,"",SZKOŁY MAGII
1d10,"",1k10
Knowledge:,"",Wiedza:
Knowledge: Psionics,"",Wiedza: Psionika
LEVELS,"",POZIOMY
Animal,"",Zwierzę
Light,"",Światło
2 ki points,"",2 ki points
Location,"",Lokacja
"(round down, min 1)","","(zaokrąglane w dół, min 1)"
DURATION,FEAT SHARING|DURATION,CZAS TRWANIA
DURATION,MIND BLADE|DURATION,CZAS TRWANIA
Body,"",Ciało
Favoured|Enemy|Bonus,"",Premia|z Preferowanego|Wroga
Max|Level,"",Maksymalny|Poziom
Fighter|Level,"",Poziom|Wojownika
Treat hands as weapons,"",Dłonie traktowane jako broń
"Turn, Halt,|Rout and|Destroy Undead","","Odpędzanie, Zatrzymywanie|i Niszczenie|Nieumarłych"
Frost,"",Zimno
VALUABLE ITEMS,"",KOSZTOWNOŚCI
None,"",Żadne
Armour|& Shield,"",Zbroja|i Tarcza
WIZARD,"",CZARODZIEJ
Weapon type,"",Rodzaj Broni
Weapon|Damage|Bonus,"",Premia|do Obrażeń|z Broni
PALADIN,"",PALADYN
4d6,"",4k6
50 coins weighs 1lb,"","50 monet waży 0,5kg"
coins,"",monety
dice,"",kość
+1d6,Damage +1d6,+ 1k6
HEALING POINTS,HEALING POINTS|PER DAY,PUNKTY LECZENIA
PER DAY,HEALING POINTS|PER DAY,NA DZIEŃ
POINTS,MIND BLADE SPECIAL ABILITY POINTS,PUNKTY
Creature Name,"",Nazwa Istoty
Summoned|Mount Today,"",Przyzwane|Wierzchowce Dziś
Creature|Level,"",Poziom|Istoty
MELEE ATTACK,MELEE ATTACK|BONUS,ZWARCIE
BONUS,MELEE ATTACK|BONUS,PREMIA
MEDIUM RANGE,"",ŚREDNI ZASIĘG
CLOSE RANGE,"",BLISKI ZASIĘG
Subtype,"",Podtyp
FASCINATE,"",FASCYNACJA
Torso,"",TORS
QUEST ITEMS,"",PRZEDMIOTY FABULARNE
Towns,"",Miasta
Monk bonus applies when|unarmoured and unencumbered,"",Premie mnicha stosuje się|gdy nieuzbrojony i nieobciążony
to confirm criticals,"",by potwierdzić trafienia krytyczne
Flurry|Attack,"",Grad|Ciosów
Lightning reflexes,"",Błyskawiczny refleks
Mount Type,"",Rodzaj Wierzchowca
Lightfoot,Lightfoot|Cannot be detected by tremorsense,Lekki krok
Two-handed weapon,"",Broń dwuręczna
(Max 9),"",(Max 9)
Specialist|Spell,"",Czar|Specjalisty
Forbidden|During,Forbidden|During|RAGE!,Nie można|stosować podczas
RAGE!,Forbidden|During|RAGE!,SZAŁU!
Special properties,"",Specjalne właściwości
M’wk,"",Mistrz.
LYCANTHROPE,"",LIKANTROPIA
LONG RANGE,"",DŁUGI ZASIĘG
Smitings Today,"",Ugodzeń Dzisiaj
NPC GROUP,"",GRUPA BN
Knowledge: Geography,"",Wiedza: Geografia
Skill,"",Umiejęstość
Size Modifier|× 4,"",Modyfikator|z Rozmiaru ×4
Size Modifier|x4,"",Modyfikator|z Rozmiaru x4
Basic|Damage,"",Podstawowe|Obrażenia
3.5e,"",3.5e
Healing Points,"",Punkty Leczenia
DC 15,"",ST 15
Character name,"",Imię Postaci
Base|Attack Bonus /|Monk Level,"",Bazowa|Premia do Ataku /|Poziom Mnicha
Penetrating Strike  (,"",Przeszywające Uderzenie (
No age penalties or artificial aging,"",Nie podlega karom wynikających ze starzenia się i nie może być magicznie postarzany
KI POWERS,"",MOCE KI
Base Weapon,"",Podstawowa Broń
Base Value,"",Bazowa Wartość
Number of|Affected Allies,"",Liczba|Sojuszników 
DC MODIFIERS,"",MODYFIKATORY ST
AC Penalty,"",Kara do Testów z Pancerza
Item,"",Przedmiot
