Original,Part of,Translation
COMBAT|MANEUVRE,COMBAT|MANEUVRE|BONUS,MANEWRY|BOJOWE
BONUS,COMBAT|MANEUVRE|BONUS,PREMIA
1 pt per range increment,Cost: 1 pt per range increment,1 ptk na przyrost zasięgu
CHANNEL,CHANNEL|RANGE,KIERUNKOWANIE
RANGE,CHANNEL|RANGE,ZASIĘG
Devastating Strike,Devastating Strike    +2 per extra die,Druzgocące Uderzenie
per extra die,Devastating Strike    +2 per extra die,na dodatkową kość
Guides higher learning and magic,"Guides higher learning and magic – If vacant, -4 economy",Przewodzi nauce wyższej i magii
"– If vacant,","Guides higher learning and magic – If vacant, -4 economy",- Jeśli nieobecny
economy,"Guides higher learning and magic – If vacant, -4 economy",ekonomii
ARCANE SPELL FAILURE,ARCANE SPELL FAILURE THRESHOLD,NIEPOWODZENIE CZARU WTAJEMNICZEŃ
THRESHOLD,ARCANE SPELL FAILURE THRESHOLD,RYZYKO
(which grants,(which grants +16 to Acrobatics),zapewnia
to Acrobatics),(which grants +16 to Acrobatics),do Zwinności
TRAP SENSE,TRAP SENSE|REFLEX BONUS,WYCZUCIE PUŁAPEK
REFLEX BONUS,TRAP SENSE|REFLEX BONUS,PREMIA DO RZ. OBR. NA REFLEKS
DURATION,DURATION ROUNDS,CZAS TRWANIA
+4 to saves against water spells and creatures,Resist Ocean’s Fury|+4 to saves against water spells and creatures,+4 do rz. obr. przeciw wodnym istotom i czarom
Level,Level 8,Poziom
A Thousand Faces,A Thousand Faces|Change appearance at will,Tysiac Twarzy
Change appearance at will,A Thousand Faces|Change appearance at will,Zmienia wygląd na życzenie
Wild Shape,Wild Shape|Become any small or medium animal,Kształt Natury
Become any small or medium animal,Wild Shape|Become any small or medium animal,Może przemienić się zwierzę rozmiaru małego lub średniego
saving throws against enchantment,+2 saving throws against enchantment,do rzutów obronnych przeciwko oczarowaniu
MELEE ATTACK,MELEE ATTACK|BONUS,ZWARCIE
BONUS,MELEE ATTACK|BONUS,PREMIA
ft,30 ft,m
(which grants,(which grants +24 to Acrobatics),zapewnia
to Acrobatics),(which grants +24 to Acrobatics),do Zwinności
(which grants,(which grants +20 to Acrobatics),zapewnia
to Acrobatics),(which grants +20 to Acrobatics),do Zwinności
Improved Precise Shot,Improved Precise Shot    Ignore the penalties for partial cover or partial concealment,Ulepszony Precyzyjny Strzał
Ignore the penalties for partial cover or partial concealment,Improved Precise Shot    Ignore the penalties for partial cover or partial concealment,Zignoruj kary za częściową osłonę lub częściowe ukrywanie
Slow Fall,Slow Fall 40 ft,Powolny Upadek
40 ft,Slow Fall 40 ft,12m
DURATION,MIND BLADE|DURATION,CZAS TRWANIA
CHANNEL,CHANNEL PER DAY,KIERUNKOWANIE
+1d6,Damage +1d6,+ 1k6
1 ki point,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",1 punkt ki
2 ki point,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",2 punkty ki
3 ki point,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",3 punkty ki
MAX POWER,MAX POWER|LEVEL,MAKSYMALNA MOC
LEVEL,MAX POWER|LEVEL,POZIOM
Improved Cleaving Finish,Improved Cleaving Finish    Any number per round,Ulepszone Rozłupujące Wykończenie 
Any number per round,Improved Cleaving Finish    Any number per round,Jakikolwiek numer na runde
DURATION,FRIENDLY ATTITUDE|DURATION,CZAS TRWANIA
RAGE!,RAGE!|PER DAY,SZAŁ!
PER DAY,RAGE!|PER DAY,NA DZIEŃ
Slow Fall,Slow Fall 50 ft,Powolny Upadek
50 ft,Slow Fall 50 ft,15m
Weapon Mastery,Weapon Mastery    Increased critical range and always confirm critical hits,Mistrzostwo w Broni
Increased critical range and always confirm critical hits,Weapon Mastery    Increased critical range and always confirm critical hits,Zwiększa zasięg krytyka i automatycznie je potwierdza.
Half of Ranger’s|Favoured Enemy|bonus granted to|allies within,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,Połowę Premii za|Preferowanego Wroga przyznaje się|sprzymierzeńcom w obszarze
30ft,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,9m
Damage Reduction 3/,Damage Reduction 3/―,Redukcja obrażeń 3/
Knowledge -,Knowledge - INT|Profession - WIS,Wiedza - 
INT,Knowledge - INT|Profession - WIS,INT
Profession -,Knowledge - INT|Profession - WIS,Zawód - 
WIS,Knowledge - INT|Profession - WIS,WIS
Enforce rural justice,"Enforce rural justice – If vacant, -4 economy",Egzekwuje sprawiedliwość na obszarach wiejskich
"– If vacant,","Enforce rural justice – If vacant, -4 economy",- Jeśli nieobecny
economy,"Enforce rural justice – If vacant, -4 economy",ekonomii
Improved Two-weapon Fighting,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Doskonalsza Walka Dwoma Orężami
Second attack with your off-hand weapon,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Drugi atak improwizowaną bronią
FORTITUDE,FORTITUDE|SAVE DC,WYTRWAŁOŚĆ
FORTITUDE|SAVE,FORTITUDE|SAVE DC,RZ. ORB. NA|WYTRWAŁOŚĆ
DC,FORTITUDE|SAVE DC,ST
Neutral:,Neutral: +2 Stability,Neutralny:
Stability,Neutral: +2 Stability,Stabilności
GRAPPLE,GRAPPLE BONUS,ZWARCIE
BONUS,GRAPPLE BONUS,PREMIA
DURATION,DISPLACEMENT|DURATION,CZAS TRWANIA
Double Slice,Double Slice    Add your full STR to damage with an off-hand weapon,Podwójne Cięcie
Add your full,Double Slice    Add your full STR to damage with an off-hand weapon,Dodaj pełną premię z
STR,Double Slice    Add your full STR to damage with an off-hand weapon,S
to damage with an off-hand weapon,Double Slice    Add your full STR to damage with an off-hand weapon,do obrażeń korzystając z improwizowanej broni. 
Furious Focus,Furious Focus    Ignore power attack penalty for first attack,Szaleńcze Skupienie
Ignore power attack penalty for first attack,Furious Focus    Ignore power attack penalty for first attack,Ignoruje karę z Potężnego Ataku do pierwszego ataku
TURNS / REBUKES,TURNS / REBUKES PER DAY,ODPĘDZANIA / KARCENIA
PER DAY,TURNS / REBUKES PER DAY,NA DZIEŃ
QUIVER,QUIVER DAYS,DRŻENIE
DAYS,QUIVER DAYS,DNI
DAMAGE,DAMAGE BONUS,UNIKI
BONUS,DAMAGE BONUS,PREMIA
Fast Movement,Fast Movement +10 ft,Szybkie Poruszanie się
+10 ft,Fast Movement +10 ft,+3m
DURATION,SERENITY|DURATION,CZAS TRWANIA
Feint Partner,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",Jednoczesna Finta
"When ally feints, enemy loses","Feint Partner    When ally feints, enemy loses DEX bonus to AC","Kiedy sprzymierzeniec wykonuje fintę, wróg traci"
DEX,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",ZR
bonus to,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",premia do
AC,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",KP
Lawful:,Lawful: +2 Economy,Praworządny:
Economy,Lawful: +2 Economy,Ekonomii
INT,+ INT| per level,INT
per level,+ INT| per level,na poziom
CONSTITUTION|SCORE,CONSTITUTION|SCORE|BONUS,WARTOŚĆ|BUDOWY
BONUS,CONSTITUTION|SCORE|BONUS,PREMIA
6 ki points,Gain two extra standard actions - 6 ki points,6 punktów ki
UNREST,UNREST LEVEL,NIEPOKOJE
LEVEL,UNREST LEVEL,POZIOM
POWER POINTS,POWER POINTS|PER DAY,PUNKTY MOCY
PER DAY,POWER POINTS|PER DAY,NA DZIEŃ
Broken Wing Gambit,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Gambit Złamanego Skrzydła
Grant,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Przyznaje
", get attack of opportunity","Broken Wing Gambit    Grant +2/+2, get attack of opportunity",zdobywa atak okazyjny
Damage Reduction 1/,Damage Reduction 1/―,Redukcja obrażeń 1/
Slow Fall,Slow Fall 70 ft,Powolny Upadek
70 ft,Slow Fall 70 ft,21m
Ruler of a colony or vassal state,"Ruler of a colony or vassal state – May also take any role for colony, with 1 less benefit",Rządzi kolonią lub lennem
MIGHTY,MIGHTY RAGE!,MĘŻNY
RAGE!,MIGHTY RAGE!,SZAŁ!
WILL,WILL SAVE DC,WOLA
SAVE DC,WILL SAVE DC,ST Rz. Obr.
EXOTIC WEAPON ATTACK,EXOTIC WEAPON ATTACK BONUS,ATAK BRONIĄ EGZOTYCZNĄ
BONUS,EXOTIC WEAPON ATTACK BONUS,PREMIA
BUILDINGS,BUILDINGS    Add buildings to towns,BUDYNKI
Add buildings to towns,BUILDINGS    Add buildings to towns,Dodaje budynki do miast
COMBAT MANOEUVRE,COMBAT MANOEUVRE|BONUS,MANEWRY BOJOWE
BONUS,COMBAT MANOEUVRE|BONUS,PREMIA
TRAP SENSE,TRAP SENSE|BONUS,WYCZUCIE PUŁAPEK
BONUS,TRAP SENSE|BONUS,PREMIA
STUNNING FIST,STUNNING FIST|TODAY,OSZAŁAMIAJĄCA PIĘŚĆ
TODAY,STUNNING FIST|TODAY,DZIŚ
Critical Mastery,Critical Mastery    Apply two critical effects at once,Mistrzostwo Krytyków
Apply two critical effects at once,Critical Mastery    Apply two critical effects at once,Stosuje dwa krytyczne efekty na raz
+2 to Knowledge (dungeoneering) and Survival,Cavesense|+2 to Knowledge (dungeoneering) and Survival,+2 do Wiedzy (lochoznastwo) i Sztuki Przetrwania
Fast Movement,Fast Movement +30 ft,Szybkie Poruszanie się
+30 ft,Fast Movement +30 ft,+9m
Shield Wall,Shield Wall    +1 / +2 to AC when both using shields,Tarczowa Ściana
to,Shield Wall    +1 / +2 to AC when both using shields,do
AC,Shield Wall    +1 / +2 to AC when both using shields,KP
when both using shields,Shield Wall    +1 / +2 to AC when both using shields,kiedy obaj używają tarcz
Forbidden|During,Forbidden|During|RAGE!,Niewykonalne|podczas
RAGE!,Forbidden|During|RAGE!,SZAŁU!
INSPIRE GREATNESS,INSPIRE GREATNESS  MAX AFFECTED,INSPIROWANIE WIELKOŚCI
MAX AFFECTED,INSPIRE GREATNESS  MAX AFFECTED,""
Use Shield Bash and keep your shield bonus to,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Użyj Grzmotnięcia Tarczą i zachowaj swoją premię z tarczy do
RAGE!,RAGE! POWERS,SZAŁ!
POWERS,RAGE! POWERS,MOCE
USES,USES|PER DAY,UŻYCIA
PER DAY,USES|PER DAY,NA DZIEŃ
ATTACK,ATTACK|BONUS,ATAK
BONUS,ATTACK|BONUS,PREMIA
Nature Sense,Nature Sense|+2 to Knowledge (nature) and Survival,Zmysł natury
+2 to Knowledge (nature) and Survival,Nature Sense|+2 to Knowledge (nature) and Survival,+2 do Wiedzy (natura) oraz Sztuki Przetrwania
Masterwork,Masterwork     Doesn’t stack with magic bonus,Mistrzowska
Doesn’t stack with magic bonus,Masterwork     Doesn’t stack with magic bonus,Nie nakłada się z magiczną premią
"to Strength, Dexterity and Wisdom score","+2 to Strength, Dexterity and Wisdom score","do wartości Siły, Zręczności i Roztropności"
"loyalty,","+4 loyalty, +8bp consumption","lojalności,"
+8bp,"+4 loyalty, +8bp consumption",+8pb
consumption,"+4 loyalty, +8bp consumption",konsumpcji
to jump checks -,+20 to jump checks - 1 ki point,do testów skakania
1 ki point,+20 to jump checks - 1 ki point,1 punkt ki
"loyalty,","+1 loyalty, +1bp consumption","lojalności,"
+1bp,"+1 loyalty, +1bp consumption",+1pb
consumption,"+1 loyalty, +1bp consumption",konsumpcji
ENERGY,ENERGY|ROLL,ENERGIA
ROLL,ENERGY|ROLL,RZUT
Back to Back,Back to Back    +2 to AC against flanking,Plecy do Pleców
to,Back to Back    +2 to AC against flanking,do
AC,Back to Back    +2 to AC against flanking,KP
against flanking,Back to Back    +2 to AC against flanking,przeciwko flankowaniu
DC,DC 20,ST
Coordinated Manoeuvres,Coordinated Manoeuvres    +2 to CMB,Skoordynowane Manewry
to,Coordinated Manoeuvres    +2 to CMB,do
CMB,Coordinated Manoeuvres    +2 to CMB,PMB
Evil:,Evil: +2 Economy,Zło:
Economy,Evil: +2 Economy,Ekonomia
+2 WIS,+2 WIS and -2 CHA in all three forms.,+2 RZT
and,+2 WIS and -2 CHA in all three forms.,i
-2 CHA,+2 WIS and -2 CHA in all three forms.,-2 CHA
in all three forms.,+2 WIS and -2 CHA in all three forms.,we wszystkich trzech formach.
No action this round|Lose,No action this round|Lose DEX bonus to AC; -2 AC,Brak akcji w tej rundzie|Traci
DEX,No action this round|Lose DEX bonus to AC; -2 AC,ZR
bonus to,No action this round|Lose DEX bonus to AC; -2 AC,premia do
bonus to AC; -2,No action this round|Lose DEX bonus to AC; -2 AC,premia do KP; -2
AC,No action this round|Lose DEX bonus to AC; -2 AC,KP
(+2 to Strength score),Morale bonus to your mount’s strength|modifier during RAGE!|(+2 to Strength score),(+2 wartości Siły)
"economy,","+4 economy, -8 loyalty","ekonomii,"
loyalty,"+4 economy, -8 loyalty","lojalności,"
Slow Fall,Slow Fall 60 ft,Powolny Upadek
60 ft,Slow Fall 60 ft,18m
Cost:,Cost: 2 pt,Koszt:
2 pt,Cost: 2 pt,2ptk
JUDGEMENTS,JUDGEMENTS|PER DAY,OSĄDY
PER DAY,JUDGEMENTS|PER DAY,NA DZIEŃ
Two-weapon Rend,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",Rozdarcie Dwoma Orężami
"If you hit with both weapons, do an extra 1d10 + (","Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",Jeśli trawisz obiema brońmi dodaj 1k10 + (
STR,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",S
× 1½) damage,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage","× 1,5) obrażeń"
"economy,","+2 economy, -2 loyalty","ekonomii,"
loyalty,"+2 economy, -2 loyalty",lojalności
ARMOUR,ARMOUR CLASS,KLASA PANCERZA
CLASS,ARMOUR CLASS,KLASA
1 ki point,Enhance weapon - 1 ki point per enhancement,1 punkt ki
ARMOUR|CLASS,ARMOUR|CLASS|PENALTY,KLASA|PANCERZA
PENALTY,ARMOUR|CLASS|PENALTY,KARA
SHARE FAVOURED ENEMY,SHARE FAVOURED ENEMY|DURATION,DZIELENIE SIĘ PREMIĄ
DURATION,SHARE FAVOURED ENEMY|DURATION,CZAS
DURATION,RAGE  DURATION|PER DAY,CZAS TRWANIA
Duck and Cover,Duck and Cover    Take ally’s result on reflex save,Nisko i Ostrożnie
Take ally’s result on reflex save,Duck and Cover    Take ally’s result on reflex save,Przyjmij wynik testu na refleks sprzymierzeńca
TEAMWORK,TEAMWORK|FEATS,PRACA ZESPOŁOWA
FEATS,TEAMWORK|FEATS,ATUTY
Bonus Spells,Bonus Spells|WIS,Premiowe Czary
WIS,Bonus Spells|WIS,RZT
ETHERIAL,ETHERIAL|ROUNDS,ETERYCZNOŚĆ
ROUNDS,ETHERIAL|ROUNDS,RUNDY
MAX HIT DICE,TO TURN CREATURE  MAX HIT DICE,MAX KW
INSPIRE HEROICS,INSPIRE HEROICS  MAX AFFECTED,INSPIROWANIE ODWAGI
MAX AFFECTED,INSPIRE HEROICS  MAX AFFECTED,""
CHANNEL,CHANNEL|PER DAY,KIERUNKOWANIE
PER DAY,CHANNEL|PER DAY,NA DZIEŃ
Commands the army,"Commands the army – If vacant, -4 loyalty",Rozkazuje armii
"– If vacant,","Commands the army – If vacant, -4 loyalty",- Jeśli nieobecny
loyalty,"Commands the army – If vacant, -4 loyalty",lojalności
WITHDRAW,"WITHDRAW    Gain 2000gp per bp. Increase unrest by 1, then make a loyalty check",WYCIĄG
"Gain 2000gp per bp. Increase unrest by 1, then make a loyalty check","WITHDRAW    Gain 2000gp per bp. Increase unrest by 1, then make a loyalty check",Zdobądź 2000sg na pb. Zwiększ niepokój o 1 i wykonaj test na lojalność
CON,+ CON| per level,B
per level,+ CON| per level,na poziom
ATTACK,ATTACK BONUS,ATAK
BONUS,ATTACK BONUS,PREMIA
DAMAGE,DAMAGE|BONUS,OBRAŻENIA
BONUS,DAMAGE|BONUS,PREMIA
Guides religious worship,"Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep",Przewodzi kultowi religijnemu
"– If vacant,","Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep",- Jeśli nieobecny
"loyalty and stability, and","Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep",lojalności i stabilności oraz
unrest at upkeep,"Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep",zamieszek na utrzymanie
DURATION,SCENT ABIILITY|DURATION,CZAS TRWANIA
ENHANCEMENT,CURRENT WEAPON|ENHANCEMENT,WZMOCNIENIE
DURATION,BREATH|DURATION,CZAS TRWANIA
RAGE!,RAGE! POWERS |KNOWN,SZAŁ!
POWERS,RAGE! POWERS |KNOWN,MOCE
KNOWN,RAGE! POWERS |KNOWN,ZNANE
Greater Penetrating Strike,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Lepsze Przeszywające Uderzenie
Ignore damage reduction up to,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Zignoruj redukcję obrażeń o 
"+2 Diplomacy, Knowledge (local, history,nobility)","Lorekeeper|+2 Diplomacy, Knowledge (local, history,nobility)","+2 do Dyplomacji, Wiedzy (lokalna, historia, szlachta)"
Intelligence,"Intelligence – If vacant, -4 economy and +1 unrest at upkeep",Inteligencja
"– If vacant,","Intelligence – If vacant, -4 economy and +1 unrest at upkeep",- Jeśli nieobecny
economy and,"Intelligence – If vacant, -4 economy and +1 unrest at upkeep",ekonomii i 
unrest at upkeep,"Intelligence – If vacant, -4 economy and +1 unrest at upkeep",zamieszek na utrzymanie
Two-weapon fighting,Two-weapon fighting    Reduces penalty to:,Walka dwoma orężami
Reduces penalty to:,Two-weapon fighting    Reduces penalty to:,Redukuje kary do:
Lookout,Lookout    Act in surprise round if ally can act,Uważaj!
Act in surprise round if ally can act,Lookout    Act in surprise round if ally can act,"Działa w rundzie zaskoczeniowej, jeśli sprzymierzeniec może"
Improved Back to Back,Improved Back to Back    +2 to ally’s AC,Doskonalsze Plecy w Plecy
to ally’s,Improved Back to Back    +2 to ally’s AC,do sprzymierzeńca
AC,Improved Back to Back    +2 to ally’s AC,KP
DEXTERITY|SCORE,DEXTERITY|SCORE|BONUS,WAROTŚĆ|ZRĘCZNOŚCI
Cost:,Cost: 1 pt,Koszt:
1 pt,Cost: 1 pt,1 ptk
SMITING DAMAGE,SMITING DAMAGE|BONUS,OBRAŻENIA Z UGODZENIA
BONUS,SMITING DAMAGE|BONUS,PREMIA
ASSIGN LEADERSHIP,ASSIGN LEADERSHIP    Adjust kingdom rolls,PRZYPISANIE PRZYWÓDZTWA
Adjust kingdom rolls,ASSIGN LEADERSHIP    Adjust kingdom rolls,Dostosuj rzuty królestwa
ARMOUR CHECK|PENALTY,ARMOUR CHECK|PENALTY REDUCTION,KARA DO TESTÓW|Z PANCERZA
REDUCTION,ARMOUR CHECK|PENALTY REDUCTION,REDUKCJA
DURATION,BONUS|DURATION,CZAS TRWANIA
Swap Places,Swap Places    Switch places with an ally,Zamiana Miejsc
Switch places with an ally,Swap Places    Switch places with an ally,Zmiana miejsc ze sprzymierzeńcem
GREATER,GREATER RAGE!,POTĘŻNIEJSZY
RAGE!,GREATER RAGE!,SZAŁ!
STABILITY,"STABILITY   On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest",STABILNOŚĆ
"On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest","STABILITY   On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest",Sukces: -1 zamieszek lub +1pb; Porażka: +1 zamieszek; Porażka o ponad 4: +k4 zamieszek
"loyalty,","+2 loyalty, +2bp consumption","lojalności,"
+2bp,"+2 loyalty, +2bp consumption",+2pb
consumption,"+2 loyalty, +2bp consumption",konsumpcji
SINGLE,SINGLE ATTACK,POJEDYŃCZY
ATTACK,SINGLE ATTACK,ATAK
Coordinated Defence,Coordinated Defence    +2 to CMD,Skoordynowana Obrona
to,Coordinated Defence    +2 to CMD,do
CMD,Coordinated Defence    +2 to CMD,DMB
COMBAT MANOEUVRE,COMBAT MANOEUVRE|DEFENCE,MANEWR BOJOWY
DEFENCE,COMBAT MANOEUVRE|DEFENCE,OBRONA
DURATION,MISLEAD: GREATER|INVISIBILITY|DURATION,CZAS TRWANIA
Heal your own wounds -,Heal your own wounds - 2 ki points,Ulecz swoje rany -
2 ki points,Heal your own wounds - 2 ki points,2 punkty ki
Trackless Step,"Trackless Step|Leave no trail, unless deliberately",Wędrówka bez Śladów
"Leave no trail, unless deliberately","Trackless Step|Leave no trail, unless deliberately",Nie pozostawia śladów
Collect taxes and manage finances,"Collect taxes and manage finances – If vacant, -4 economy and kingdom can’t levy taxes",Zbiera podatki i zarządza finansami
"– If vacant,","Collect taxes and manage finances – If vacant, -4 economy and kingdom can’t levy taxes",- Jeśli nieobecny
economy and kingdom can’t levy taxes,"Collect taxes and manage finances – If vacant, -4 economy and kingdom can’t levy taxes",ekonomii i królestwo nie może nałożyć podatków
Level,100’+ 10’ × Level,Poziom
2 ki points,Grant more abilities to allies - 2 ki points,2 punkty ki
Target of Opportunity,Target of Opportunity    Extra attack when ally hits with ranged,Cel okazyjny
Extra attack when ally hits with ranged,Target of Opportunity    Extra attack when ally hits with ranged,Dodatkowy atak gdy sprzymierzeniec trafi z dystansu
Escape Route,Escape Route    Don’t provoke AoO when adjacent to an ally,Droga Ucieczki
Don’t provoke AoO when adjacent to an ally,Escape Route    Don’t provoke AoO when adjacent to an ally,Nie prowokuje AO kiedy znajduje się w sąsiedztwie sprzymieżeńca
1 ki point / min,Impose a truce between fighting parties - 1 ki point / min,1 punkt ki / min
loyalty,-1 loyalty,"lojalności,"
Slow Fall,Slow Fall 20 ft,Powolny upadek
20 ft,Slow Fall 20 ft,6m
Damage Reduction 4/,Damage Reduction 4/―,Redukcja obrażeń 4/
STUNNING FIST,STUNNING FIST|PER DAY,OSZAŁAMIAJĄCA PIĘŚĆ
PER DAY,STUNNING FIST|PER DAY,NA DZIEŃ
Rapid Shot,"Rapid Shot    When making a full-round attack, get one additional attack in return for a -2 penalty",Szybki Strzał
"When making a full-round attack, get one additional attack in return for a -2 penalty","Rapid Shot    When making a full-round attack, get one additional attack in return for a -2 penalty","Wykonuje jeden dodatkowy atak dystansowy na rundę, z karą -2 do każdego"
Death or Glory,"Death or Glory    +4 (+1 at levels 11, 16, 20)",Śmierć lub Chwała
"at levels 11, 16, 20)","Death or Glory    +4 (+1 at levels 11, 16, 20)","na 11, 16 i 20 poziomie)"
COMBAT|MANEUVRE,COMBAT|MANEUVRE|DEFENCE,MANEWRY|BOJOWE
DEFENCE,COMBAT|MANEUVRE|DEFENCE,OBRONNE
FLAT-FOOTED,FLAT-FOOTED AC,NIEPRZYGOTOWANY
AC,FLAT-FOOTED AC,KP
WILL,WILL|SAVE DC,WOLA
WILL|SAVE,WILL|SAVE DC,Rz. Obr.|na WOLĘ
SAVE DC,WILL|SAVE DC,ST Rz. Obr
DC,WILL|SAVE DC,ST
Fast Movement,Fast Movement +20 ft,Szybkie Poruszanie się
+20 ft,Fast Movement +20 ft,+6m
SAVE,SAVE DC,RZ. OBR.
DC,SAVE DC,ST
TURNS,TURNS PER DAY,TURY
PER DAY,TURNS PER DAY,NA DZIEŃ
Lose,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",Traci premię ze
DEX,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",ZR
bonus to,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",do
AC,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",KP
-4 on,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",-4 do umiejętnosci opartych na
STR,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",S
and,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",i
"skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","umiejętności, przeciwko Percepcji|50% szans na chybienie|ST Akrobatyki 10 aby poruszać się szybciej niż połowa prędkości"
Two-weapon Fighting,Two-weapon Fighting   Penalty for wielding two weapons reduced to -4 / -4,Walka Dwoma Orężami
Penalty for wielding two weapons reduced to -4 / -4,Two-weapon Fighting   Penalty for wielding two weapons reduced to -4 / -4,Kary za dzierżenie dwóch broni zmniejszone do -4 / -4
SUBTOTAL,SUBTOTAL BUFFS & TEAMWORK,SUMA
BUFFS & TEAMWORK,SUBTOTAL BUFFS & TEAMWORK,PREMIE I PRACA ZESPOŁOWA
Class|Skills,Class|Skills|+3,Umiejętności|Klasowe
SMITINGS,SMITINGS|PER DAY,UGODZENIA
PER DAY,SMITINGS|PER DAY,NA DZIEŃ
OPPOSED,OPPOSED SCHOOLS,PRZECIWNE
SCHOOLS,OPPOSED SCHOOLS,SZKOŁY
DURATION,CONFUSION|DURATION,CZAS TRWANIA
Outflank,Outflank    When flanking,Oskrzydlanie
When flanking,Outflank    When flanking,Kiedy flankuje
INSTANT METAMAGIC,INSTANT METAMAGIC|USES PER DAY,NATYCHMIASTOWA METAMAGIA
USES PER DAY,INSTANT METAMAGIC|USES PER DAY,UŻYĆ NA DZIEŃ
+ 10 to speed|unless wearing|heavy armour,"",+ 10 do prędkości|dopóki nie nosi|ciężkiej zbroi
BANNER,"",SZTANDAR
Trap Sense +3,"",Wyszukiwanie Pułapek +3
3.5e,"",3.5e
INSPIRE COMPETENCE,"",INSPIROWANIE BIEGŁOŚĆI
Debit,"",Debet
Cleric|Level,"",Poziom|Kapłana
BONDED WEAPON,"",ZWIĄZANA BROŃ
Druid Level,"",Poziom Druida
CHAOTIC,"",CHAOTYCZNY
"Always round down. If you have odd numbers in your ability scores,|there will be a chance to adjust the scores at later levels.","","Zawsze zaokrąglaj w dół. Jeśli masz nieparzystą wartość atrybutu,|będziesz miał możliwość rozwinąć ją w przyszłości."
Ki Pool (lawful),"",Uderzenie Ki (praworządność)
Settlement name,"",Nazwa Osady
Base Value,"",Bazowa Wartość
Soulknife|Level,"",Poziom|Ostrza Duszy
MEDIUM RANGE,"",ŚREDNI ZASIĘG
"Diplomacy, Handle Animal","","Dyplomacja, Postępowanie ze Zwierzętami"
Knowledge Focus,"",Skupienie: Wiedza
Trapfinding,"",Wykrywanie Pułapek
+10 to move at full speed,"",+10 do poruszania się z pełną prędkością
Buffs,"",Premie
ROGUE TALENTS,"",TALENTY TROPICIELA
DR 5/— when wearing armour or using a shield,"",RO 5/ - kiedy nosi zbroję lub używa tarczy
CHARGE,"",SZARŻA
Belts,"",Pasy
Sundry,"",Różne
BARD,"",BARD
Evil Paladin,"",Zły Paladyn
Greater ),"",Potężniejsze )
Your weapon and armour proficiencies,"",Twoje biegłości w broni i pancerzu
