Original,Part of,Translation
BONUS,DAMAGE|BONUS,DAÑO
Create new towns,SETTLE    Create new towns,Crea nuevas ciudades
MOVE THROUGH ENEMY’S OWN SQUARE,"",MUEVE A TRAVÉS DE LA CASILLA DEL ENEMIGO
Power|Attack,"",Ataque|Poderoso
4ft,"",4ft
Climb Speed,"",Vel. trepando
DC 10,"",CD 10
hp,"",pg
Make attacks of opportunity with a bow,"",Hace ataques de oportunidad con un arco
Queen Consort or Prince Consort,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,Reina Consorte o Principe Consorte
Weapon Focus:,"",Soltura con un arma:
30ft,"",30ft
Select one judgement at start of combat|to apply its bonus at 5 levels higher,"",Elige un juicio al inicio del combate|para aplicar su bonus como si fuera 5 niveles mayor
Gorgon’s Fist,"",Puño del Gorgón
PER DAY,DEVOTED STRIKES|PER DAY,AL DÍA
RESISTANCE,SPELL RESISTANCE,CONJURO
BASE|ATTACK,BASE|ATTACK BONUS,BONUS|ATAQUE
DEFLECTION,DEFLECTION|BONUS,BONUS
Fast healing per round,"",Curación rápida por asalto
Oversees international relations,"Oversees international relations - If vacant, -2 stability and cannot issue Promotion Edicts",Supervisa las relaciones internacionales
2d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,2d6
CMB,Roll twice for CMB - 1 ki point,BMC
economy and kingdom can’t levy taxes,"Collect taxes and manage finances – If vacant, -4 economy and kingdom can’t levy taxes",la economía y el Reino no puede recaudar impuestos
Guides higher learning and magic,"Guides higher learning and magic - If vacant, -4 economy",Controla educación avanzada y la magía
Hit Dice,"",Dados Golpe
BONUS,CONCENTRATION|BONUS,BONUS
"When making a full-round attack, your first attack has two arrows","Manyshot    When making a full-round attack, your first attack has two arrows","Cuando hace un ataque de asalto completo, tu primer ataque lanza 2 flechas"
consumption,"+2 loyalty, +2bp consumption",consumo
Fast Movement,Fast Movement +10 ft,Movimiento Rápido
Summon monster I,"",Convocar Monstruo I
1 ki point,"",1 punto ki
Class|Skill,"",Habilidad|de clase
Dexterity Score|Penalty:,Dexterity Score|Penalty: -2,Penaliz. Punt.|Destreza:
Inflict extra damage -,Inflict extra damage - 1 ki point,Inflige daño extra -
POWERS,RAGE POWERS,PODERES
QUICK DRAW,"",DESENVAINADO RÁPIDO
Quirks,"",Peculiaridades
Slow Fall,Slow Fall 90 ft,Caída lentificada
DURATION,SICKENED|DURATION,DURACIÓN
Pinpoint Targeting,"",Puntería precisa
pp,"",ppt
1d6,1d2 ? 1d3 ? 1d4 ? 1d6 ? 1d8 ? 2d6 ? 3d6 ? 4d6 ? 6d6 ? 8d6 ? 12d6,1d6
A successful strike with smite evilbpasses damage reduction.,"",Un golpe exitoso con castigar al mal|ignora la reducción de daño.
Appraise,"",Tasación
COMBAT STYLE,"",ESTILO DE COMBATE
Constitution|Score,"",Puntuación|Constitución
Fast Movement,"",Movimiento Rápido
Twice per day,Level 16: Twice per day,Dos veces al día
Bane Rounds|Today,"",Asaltos Perdición|Hoy
Base|Speed,"",Velocidad|base
Knowledge: Arcana,"",Saber: Arcano
Still Mind,"",Mente en Calma
-4 on,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",-4 a
"and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","y 16 puedes añadir 1 a una única puntuación de característica.|Si esa punt. era un numero impar, eso significa un incremento en el modif. habilidad."
Double Slice,"",Doble tajo
MAX AFFECTED,INSPIRE HEROICS  MAX AFFECTED,MAX AFECTADOS
MONK,"",MONJE
Sense Motive,"",Averiguar Intenciones
STR,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",FUE
• Dazed,"",• Atontado
DISCERN LIES,DISCERN LIES|PER DAY,DISCERNIR MENTIRAS
OATHBOUND PALADIN,"",PALADÍN JURAMENTADO
Samurai|Level,"",Nivel|Samurai
Sixth Sense +1,"",Sexto Sentido +1
Timeless Body,"",Cuerpo Eterno
CITY,"",CIUDAD
economy and,"Intelligence – If vacant, -4 economy and +1 unrest at upkeep",economía y
Population,"",Población
WILL DC,"",CD VOL
• Fatigued,"",• Fatigado
CMB,"This bonus can be applied to each manoeuvre only twice, once|to CMB and once to CMD.",BMC
Royal Assassin,"",Asesino Real
THROW DC,SAVING|THROW DC,CD DE LANZAMIENTO
XP,"",PX
Ability score upgrades,"",Mejoras de puntuación de Característica
Critical Focus,"",Soltura con los críticos
loyalty,"+3 economy, -4 loyalty",lealtad
VERSATILE PERFORMANCE,"",ACTUACIÓN VERSÁTIL
Gnome,"",Gnomo
or,+2 spell save DC  or  +2 to attack  or  +2 against target’s spell resistance,o
Queen Consort or Prince Consort,"",Reina Consorte o Principe Consorte
Weapon Focus  (,"",Soltura con un arma (
(CLERIC),"",(CLÉRIGO)
(require,"",(requiere
BONUS,DC BONUS,BONUS
Elf,"",Elfo
Extracts|per day,"",Extractos|al día
"loyalty,","Liases with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals","lealtad,"
Max AC DEX,"",MAX CA DES
RANGE,CHANNEL|RANGE,CANALIZAR
CLASS ABILITIES,"",APTITUDES CLASE
Enforce rural justice,"Enforce rural justice – If vacant, -4 economy",Hace cumpli la justicia rural
Immune to fear,"",Inmune al miedo
Unlimited uses|per day,"",Usos ilimitados|al día
1 ki point,Roll twice for CMB - 1 ki point,1 punto ki
2 Bonus hit dice|+ 2d10 (including CON),"",2 Dados de golpe adicionales|+2d10 (incluyendo CON)
5/silver,"",5/plata
Bard Level,"",Nivel de Bardo
BRAVERY,"",VALENTÍA
2 or more ki points,20ft aura of luck - 2 or more ki points,2 o más puntos ki
Improve the attitude of an animal,Wild Empathy|Improve the attitude of an animal,Mejora la actitud del animal
IN WINTER,"",EN INVIERNO
BONUS,BASE|ATTACK BONUS,BASE
CRITICAL  HIT,CRITICAL  HIT|RESISTANCE,GOLPE CRÍTICO
days,"",días
Improved Critical,"",Crítico mejorado
Manyshot,"Manyshot    When making a full-round attack, your first attack has two arrows",Disparos múltiples
60 ft,Slow Fall 60 ft,60 ft
Off-hand weapon,Off-hand weapon    (2 less for a light weapon),Arma mano torpe
Wild Shape,Wild Shape|Become any small or medium animal,Forma Salvaje
• Staggered,"",• Grogui
1 ki point,Inflict extra damage - 1 ki point,1 punto ki
BONUS,PERCEPTION|BONUS,BONUS
Damage Reduction 4/,Damage Reduction 4/―,Reducción Daño 4/
PER DAY,FORTUNE|PER DAY,AL DÍA
Royal Enforcer,"",Ejecutor Real
BUILD A CHARACTER,"",CREAR UN PERSONAJE
Class,"",CLASE
DEX,No action this round|Lose DEX bonus to AC; -2 AC,bonus DES
EIDOLON,"",EIDOLON
"Gain +2 to attack, bypass DR, other bonuses","","Gana +2 al ataque, evita RD, otros bonus"
Invoke two judgements at once,"",Invoca dos juicios a la vez
Oversees international relations,"Oversees international relations – If vacant, -2 stability and cannot issue Diplomatic or Exploration Edicts",Gestiona relaciones internacionales
PER DAY,POWER POINTS|PER DAY,AL DÍA
Ride,"",Montar
Stat,"",Características
Total hit|points,"",Puntos de golpe|totales
TRAP,TRAP|SAVE DC,TRAMPA
+4bp,"+3 loyalty, +4bp consumption",+4bp
", get attack of opportunity","Broken Wing Gambit    Grant +2/+2, get attack of opportunity",", consigue ataque de oportunidad"
AC,Dodge bonus to AC,CA
Alignment,"",Alineamiento
DAMAGE,BACKLASH|DAMAGE,DAÑO
Evil:,Evil: +2 Economy,Malo:
stability and cannot issue Diplomatic or Exploration Edicts,"Oversees international relations – If vacant, -2 stability and cannot issue Diplomatic or Exploration Edicts",estabilidad y no puede expedir Edictos Diplomáticos o de Exploración
(which grants,(which grants +8 to Acrobatics),(concede
10 mins,"",10 mins
3 ki point,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",3 puntos ki
Belts,"",Cinturones
Councilor,"",Consejero
Diplomacy,"",Diplomacia
ROUNDS,ETHERIAL|ROUNDS,ETEREO
As long as you have at least one ki point,"",Mientras tengas al menos un punto de ki
Nature Sense,Nature Sense|+2 to Knowledge (nature) and Survival,Sentido de la Naturaleza
Times per day,"",Veces al día
Base Attack|Bonus,"",Bonus Ataque|Base
Base|Attack Bonus,"",Bonificador de|Ataque Base
Bonus to attack and damage rolls,"",Bon a tiradas de ataque y daño
Casting time,"",Tiempo Lanzamiento
CMD,"",DMC
MONK OF THE|LOTUS,"",MONJE DEL|LOTO
POISON RESISTANCE,POISON RESISTANCE FORTITUDE SAVE BONUS,RESISTENCIA A VENENOS
SMITE EVIL,"",CASTIGAR AL MAL
Vital Strike,Vital Strike    Extra damage dice,Golpe vital
ATTACK,ATTACK BONUS,ATAQUE
ATTACKS,"",ATAQUES
Ignore power attack penalty for first attack,Furious Focus    Ignore power attack penalty for first attack,Ignora penalizaciones al Ataque Poderoso en el primer ataque
LONG RANGE,"",LARGO ALCANCE
CONVERSION,RAGE! CONVERSION,CONVERSIÓN
Druid Level,"",Nivel de Druida
Region,"",Región
Type,"",Tipo
Bonus|Combat|Feat,"",Dotes de|Combate|Adicionales
Far Shot,Far Shot    Attack penalty per range increment decreases from -2 to -1,Disparo a larga distancia
1 ki point,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",1 punto ki
8d6,1d2 ? 1d3 ? 1d4 ? 1d6 ? 1d8 ? 2d6 ? 3d6 ? 4d6 ? 6d6 ? 8d6 ? 12d6,8d6
Half-orc,"",Semiorco
INVENTORY,"",INVENTORIO
AC,AC BONUS,BONUS
Cavalier’s Charge,"",Carga del Caballero
Economy,Evil: +2 Economy,Economía
Farms,"",Granjas
Overcome spell resistance,"",Sobrepasar Resistencia conjuros
Power,"",Poder
RAGE!,RAGE!|Modifier,Modificador
Wild|Shape|Level,"",Nivel|
Dispelling Critical,"",Crítico Disipador
DURATION,FEAT SHARING|DURATION,DURACIÓN
Generalist,"",Generalista
HIT POINTS,BASIC HEALING|HIT POINTS,PUNTOS GOLPE
Point Blank Shot,Point Blank Shot    +1 to attack and damage within first range increment,Disparo a bocajarro
RAGE!,GREATER RAGE!,MAYOR!
Change shape as a move action.,"",Cambia de forma como acción de movimiento.
Defensive|Casting|Bonus,"",Bonus|Lanzamiento|Defensivo
PER DAY,PUNISHING KICK|PER DAY,AL DÍA
TOUCH,"",TOQUE
Uses|per day,"",Usos|al día
3 ki points,Assume ethereal state for 1 minute - 3 ki points,3 puntos ki
Any other racial abilities,"",Cualquier otra aptitud racial
CMB,Treated as one size larger when determining CMB and |CMD for grappling or being grappled.,BMC
if you fail a jump by 4 or less,"",si falla un salto por 4 o menos
Spymaster,"",Jefe de Espías
"Treat hands, feet, knees and elbows as weapons","","Trata manos, pies, rodillas y codos com armas"
"- If present,","Executioner and headsman - If present, -1 unrest at upkeep","- Si está presente,"
BONUS,DECEPTION|BONUS,BONUS
Challenges|Today,"",Desafios|Hoy
Height,"",Altura
Intelligence,"Intelligence – If vacant, -4 economy and +1 unrest at upkeep",Inteligencia
"Penalty applies to economy, loyalty and stability|From 10, begin to lose control of hexes|From 20, all saves drop to 0 and kingdom cannot act","","Penaliz. aplican a economía, lealtad y estabilidad|A partir de 10, empieza a perder control de hexágonos|A partir de 20, todas Salv. caen a 0 y el Reino no puede actuar"
Value,"",Valor
Bonus to:,"",Bonus a:
Catch off-guard,"",Tomar desprevenido
Cleaving Finish,Cleaving Finish    Extra attack if enemy is knocked out,Hendedura final
DC,Trick Riding  Ignore Ride checks of DC 15; no penalty for riding bareback; use Mounted Combat twice,CD
Debts,"",Deudas
DURATION,NAUSEATED|DURATION,DURACIÓN
Oversees finances,"Oversees finances - If vacant, -4 economy and kingdom can’t levy taxes",Supervisa las finanzas
See below.,"",Ver abajo
Swim,"",Nadar
ARCHETYPE,"",ARQUETIPO
Double Slice,Double Slice    No damage penalty,Doble tajo
Ranks,"",Rangos
WIS,You may gain up to WIS|grit points each day,SAB
Greater Vital Strike,"",Golpe vital mayor
MONSTER LORE,"",CONOCIMIENTO DE MONSTRUOS
Serious Wounds,"",Heridas Graves
100 ft,"",100 ft
DEX,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",DES
Expansionist,"",Expansionista
Haste,Haste    One extra attack at full bonus,Acelerar
Weapon Mastery,Weapon Mastery    Increased critical range and always confirm critical hits,Maestría con Armas
Cannot run or charge|-2 Strength and Dexterity,"",No puede correr o cargar|-2 a Fuerza y Destreza
DEFENCE,COMBAT MANOEUVRE|DEFENCE,DE COMBATE
DISCOVERIES,"",DESCUBRIMIENTOS
Hands,"",Manos
MAX AUDIENCE,FASCINATE|MAX AUDIENCE,MAX AUDIENCIA
PER DAY,LUCKY ROLLS|PER DAY,AL DÍA
WIS - 8,"",SAB – 8
1d2,1d2 ? 1d3 ? 1d4 ? 1d6 ? 1d8 ? 2d6 ? 3d6 ? 4d6 ? 6d6 ? 8d6 ? 12d6,1d2
and +2 to the save DC,"If target charged, gain +2 on CMB and +2 to the save DC",y +2 a la CD de Salv.
When flanking,Precise Strike    When flanking,Cuando flanquea
Knowledge,"",Saber
Medium Armour Proficiency,"",Competencia con armadura intermedia
POWERS,RAGE POWERS |KNOWN,PODERES
DC,WISDOM|CHECK DC,CD
Sundry,"",Diversos
1 ki point,Gain a bonus to saving throws - 1 ki point,1 punto ki
CAVALIER ORDER — CHALLENGE ABILITY,"",ORDEN CABALLERESCA – APTITUD DESAFÍO
EFFECTS,"",EFECTOS
"Invoke True Judgement before one attack|If the attack is successful, the target|  must pass a Fortitude save or die|Whether successful or not, that target is|  then immune to True Judgement for 24 hours","","Invoca Juicio Verdadero antes de un ataque|Si el ataque tiene éxito, el objetivo|debe pasar una Salv Fort o morir|Lo pase o no, el objetivo está|entonces"
Manoeuvre Training,"",Entrenamiento en Maniobras
Mass Spell Level,"",Nivel Conjuro en Grupo
SHARE FAVOURED ENEMY,SHARE FAVOURED ENEMY|DURATION,COMPARTIR ENEMIGO PREDILECTO
12d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,12d8
Bonus,"",Bonus
DURATION,BONUS|DURATION,DURACIÓN
EXPERT|TRAINER,"",ENTRENADOR|EXPERTO
FRIGHTENING TUNE,"",TONADA ATERRADORA
Paralysed,"",Paralizado
Size,"",Tamaño
CMD,Acrobatics DC = 5 + Opponent’s CMD,BMC
Devastating Strike,Devastating Strike    +2 per extra die,Golpe Devastador
DURATION,BREATH|DURATION,DURACIÓN
HEALING DOMAIN,"",DOMINIO DE CURACIÓN
INT,+ INT| per level,INT
3d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,3d6
Greater ),"",Mayor )
Knowledge: Religion,"",Saber: Religión
Uncanny Dodge,"",Esquiva Asombrosa
"– If vacant,","Collect taxes and manage finances – If vacant, -4 economy and kingdom can’t levy taxes","- Si está vacante,"
Hammer the Gap,Hammer the Gap    On a successful attack,Golpea en el Hueco
Improved Natural Weapon,Improved Natural Weapon    Increased damage dice,Arma Natural Mejorada
Intended progression,"",Progresión prevista
loyalty,"Commands the army – If vacant, -4 loyalty",lealtad
Wounds,"",Heridas
Able to take 10 on any skill,"",Puedes tomar 10 en cualquier habilidad
Improved Shield Bash,"",Golpear con escudo mejorado
REFLEX,REFLEX SAVE,SALVACIÓN
× 1½) damage,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",× 1½) daño
Class skills,"",Habilidad de clase
Damage|Bonus,"",Bonus|Daño
General,"",General
KINGDOM SIZE,"",TAMAÑO REINO
Long,"",Largo
M’wk,"",G. cal
Paired Opportunists,Paired Opportunists    When adjacent,Oportunistas en pareja
Fly,"",Volar
Investigator|Level,"",Nivel de|Investigador
Parents,"",Progenitores
unrest at upkeep,"Guides religion - If vacant, -2 loyalty and stability and +1 unrest at upkeep",malestar en el mantenimiento
(which grants,(which grants +4 to Acrobatics),(concede
Escape Artist,"",Escapismo
FEAT,"",DOTE
STRENTH|SCORE,STRENTH|SCORE|BONUS,PUNT.|FUERZA
Unrest,"",Malestar
Weapon|Enhancement|Bonus,"",Bonus|Mejora|Arma
MEDIUM RANGE,"",MEDIO ALCANCE
SAVING|THROW,"",PRUEBA|SALVACIÓN
DEX,"Lose DEX bonus to AC; -2 AC|-4 on STR, DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",DES
Precise Shot,Precise Shot    Attack into melee without the -4 penalty,Disparo Preciso
Ranger Level,"",Nivel Explorador
stability and cannot issue Promotion Edicts,"Oversees international relations - If vacant, -2 stability and cannot issue Promotion Edicts",estabilidad y no puede expedir Promociones y Edictos
AC,Bonus to attack rolls and dodge bonus to AC|when adjacent to two or more enemies,CA
against flanking,Back to Back    +2 to AC against flanking,contra flanqueo
+ 1d6,"",+ 1d6
"100,000 people","",100.000 personas
4d6,1d2 ? 1d3 ? 1d4 ? 1d6 ? 1d8 ? 2d6 ? 3d6 ? 4d6 ? 6d6 ? 8d6 ? 12d6,4d6
4d8,"",4d8
PER DAY,USES PER DAY,AL DÍA
• Bleed,"",• Sangrado
(+2 to Strength score),Morale bonus to your mount’s strength|modifier during RAGE!|(+2 to Strength score),(+2 a punt. de Fuerza)
"- If vacant,","Guides higher learning and magic - If vacant, -4 economy","- Si está vacío, "
Twice per day,"",Dos veces al día
WEAPON,WEAPON BONUSES,BONUS
and,Insight bonus to AC and CMD,y
Ki Pool (lawful),"",Reserva Ki (legal)
loyalty,"+2 economy, -2 loyalty",lealtad
Basic Value,"",Valor Básico
SHIELD,"",ESCUDO
Deafening Critical,"",Crítico ensordecedor
PERSONALITY,"",PERSONALIDAD
Slow Fall,Slow Fall 20 ft,Caída lentificada
+8bp,"+4 stability, +8bp consumption",+8bp
9ft,"",9ft
Base Form,"",Forma Base
d10,"",d10
DAMAGE,DAMAGE BONUS,DAÑO
OPPOSED,OPPOSED SCHOOLS,OPUESTAS
RANGED ATTACK,RANGED ATTACK|BONUS,BONUS ATAQUE
ROGUE TALENTS,"",TALENTOS DE PÍCARO
CMD,Acrobatics DC = Opponent’s CMD,BMC
Commands the army,"Commands the army – If vacant, -4 loyalty",Manda sobre el ejército
d8,"",d8
MAX AFFECTED,INSPIRE GREATNESS  MAX AFFECTED,MAX AFECTADOS
MILITARY,MILITARY    Create armed units (comes from allocation for settling towns),MILITAR
Physical Resistance,Physical Resistance -1,Resistencia Física
Rapid Shot,"Rapid Shot    When making a full-round attack, get one additional attack in return for a -2 penalty",Disparo Rápido
2 ki points,Ally may re-roll attack or save - 2 ki points,2 puntos ki
Fast Movement,Fast Movement +40 ft,Movimiento Rápido
Fighter|Level,"",Nivel|Guerrero
Level,100’+ 10’ × Level,Nivel
per extra die,Devastating Strike    +2 per extra die,por dado extra
stability,"Leads kingdom’s defences - If vacant, -4 loyalty and -2 stability",Estabilidad
Wild Empathy,Wild Empathy|Improve the attitude of an animal,Empatía salvaje
AC,Bonus to initiative and AC during surprise rounds,CA
HEALTH,"",SALUD
NPC GROUP,"",GRUPO PNJ
Calculate your six ability modifiers,"",Calcula los modifcadores de tus seis características
"On a critical, Fort (DC 10 + ½ level +","On a critical, Fort (DC 10 + ½ level + DEX) or die","En un crítico, Fort (CD 10 + ½ Nivel +"
Poison Use,"",Uso de Venenos
"Racial, Feats","","Racial, Dotes"
Summoned|Today,"",Invocado|Hoy
"+1 unrest for each attribute (Economy, Loyalty or Stability) that is negative","","+1 malestar por cada atributo (Economía, Lealtad o Estabilidad) que sea negativo"
KNOWN HEXES,"",HEXÁGONOS CONOCIDOS
MIGHTY,MIGHTY RAGE!,FURIA
SAVE,REFLEX SAVE,REFLEJOS
Euphoria|Duration,"",Duración|Euforia
Low-light Vision,"",Visión en la penumbra
Foes|Today,"",Enemigos|Hoy
"loyalty and stability, and","Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep","lealtad y estabilidad, y"
RAGE,RAGE POWERS,FURIA
RAGE!,RAGE!|Duration,FURIA!
RESISTANCE,CRITICAL  HIT|RESISTANCE,RESISTENCIA
SAVE,WILL SAVE,VOL
Wisdom|Penalty,"",Pen de|Sabiduría
2 ki points,"",2 puntos ki
"Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","Bleeding Wound    Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","Sangrado igual a DES|Otra alternativa, 1pt daño Fuerza, Destreza o Contitución"
Bonus Spell,"",Conjuros Adicionales
Extract Save DC = 10 + INT + Extract Level,"",CD Salv de Extractos = 10 + INT + Nivel del Extracto
Intelligence,"",Inteligencia
SETTLEMENT,"",ASENTAMIENTO
TAKE 10,TAKE 10|PER DAY,ELEGIR 10
• Confused,"",• Confundido
DAYS,QUIVER DAYS,TEMBLOR
FAVOURED TERRAINS,"",TERRENOS PREDILECTOS
COMBAT MANOEUVRES,"",MANIOBRAS DE COMBATE
Heal your own wounds -,Heal your own wounds - 2 ki points,Cura tus propias heridas -
"Share space, charge through allied mount","Cavalry Formation    Share space, charge through allied mount","Comparte espacio, carga a través de la montura aliada"
90 ft,Slow Fall 90 ft,90 ft
Fix a broken firearm as standard action,"",Repara un arma de fuego rota como acción estandar
Improved Feint,"",Finta mejorada
PER DAY,PERFORMANCE|PER DAY,AL DÍA
AC,Improved Back to Back    +2 to ally’s AC,CA
"at levels 11, 16, 20)","Death or Glory    +4 (+1 at levels 11, 16, 20)","a niveles 11, 16, 20)"
Duration,RAGE|Duration,Duración
Forge Ring,"",Forjar anillo
Granted Powers,"",Poderes Concedidos
Ignore concealment -,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",Ignora ocultamiento -
Swim Speed,"",Vel. de Nado
BONUS,KNOWLEDGE BONUS,SABER
FLAT-FOOTED,FLAT-FOOTED|CMD,DMC
Improved Two-weapon Fighting,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Combate con dos armas mejorado
Loyalty,Chaotic: +2 Loyalty,Lealtad
MELEE|ATTACK,"",ATAQUE|MELEE
+40 ft,Fast Movement +40 ft,+40 ft
Outline how you’d like the character to develop in the future.|This plan may change once the adventure starts.,"",Esboza como quieres que se desarrolle tu personaje en el futuro.|Este plan puede cambiar una vez la aventura comience.
CMD,Coordinated Defence    +2 to CMD,DMC
Consult the book to see what increase you get to your|Base Attack Bonus and Saving Throws at this level.,"",Consulta el libro para ver qué incremento obtienes para tu|Bonus Ataque Base y Pruebas Salv. en este nivel.
MONK OF THE|SACRED MOUNTAIN,"",MONJE DE LA|MONTAÑA SAGRADA
+2 to Knowledge (nature) and Survival,Nature Sense|+2 to Knowledge (nature) and Survival,+2 a Saber (Naturaleza) y Supervivencia
AC,"+2 insight to AC and CMD|+4 to Sense Motive, Stealth, Perception",CA
DC,WILL|SAVE DC,CD
Flurry of Blows Attack Bonus,"",Bonus ataque Ráfaga de Golpes
PRIEST,"",CLÉRIGO
Dodge|Modifier,"",Mod de|Esquiva
HIT POINTS,TEMPORARY|HIT POINTS,PUNTOS GOLPE
Max|Attacks,"",Ataques|Max
Woodland Stride,Woodland Stride|Move through undergrowth at normal speed|and taking no damage,Zancada Forestal
Base|Spells,"",Conjuros|Base
PER DAY,JUDGEMENTS|PER DAY,AL DÍA
Saving throw,"",Prueba Salv
CONCENTRATION,CONCENTRATION|BONUS,CONCENTRACIÓN
DAMAGE,ELEMENTAL|DAMAGE,DAÑO
Switch places with an ally,Swap Places    Switch places with an ally,Cambia sitio con un aliado
TOUCH AC,TOUCH AC|BONUS,CA TOQUE
Use Shield Bash and keep your shield bonus to,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Usa Golpear con Escudo y mantén tu bonus de escudo a
"Climb, Fly, Survival, Swim","","Trepar, Volar, Supervivencia, Nadar"
Guides higher learning and magic,"Guides higher learning and magic – If vacant, -4 economy",Guía el aprendizaje superior y la magia
loyalty,"+4 economy, -8 loyalty",lealtad
Ronin|Level,"",Nivel|Ronin
SUGGESTION,"",SUGESTIÓN
to Acrobatics,Grants +8 to Acrobatics,a Acrobacias
AC,Bonus to attack rolls and dodge bonus to AC|when fighting larger creatures,CA
BONUS,COMBAT MANEUVRE|BONUS,DE COMBATE
Defining Features,"",Características definitorias
Doesn’t stack with magic bonus,Masterwork     Doesn’t stack with magic bonus,No acumula con bonus mágicos
Remember to role-play your character traits.,"",Recuerda interpretar tus rasgos de personaje.
Summon monster VIII,"",Convocar Monstruo VIII
Attack penalty per range increment decreases from -2 to -1,Far Shot    Attack penalty per range increment decreases from -2 to -1,Penal. al ataque por incremento de rango descience de -2 a -1
Climb,"",Trepar
Construct,"",Constructo
INITIATIVE,INITIATIVE|BONUS,BONUS
Racial|bonus,"",Bonus|racial
"stability,","+2 stability, +2bp consumption","Estabilidad,"
TAX,"",IMPUESTO
") temporary hit points,|+2 attack, +1 fortitude save","2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",") puntos golpe temporales, |+2 ataque, +1 pruebas Fortaleza"
ALCHEMIST’S EXTRACT FORMULAE,"",FORMULAS EXTRACTOS ALQUIMISTA
CMB,Bonus to CMB and CMD for your|chosen combat manoeuvres,BMC
Feet,"",Pies
PER DAY,SPIRIT SPELLS|PER DAY,AL DÍA
Total,"",Total
Crippling Critical,"",Crítico lisiante
INT - 12,"",INT - 12
"1,000 people","",1.000 personas
BONUSES,WEAPON BONUSES,ARMA
Character name,"",Nombre del personaje
CMB,"If target used Power Attack, +2 on CMB and +2 to the save DC",BMC
COMBAT MANEUVRES,"",MANIOBRAS DE COMBATE
Cost:,Cost: all remaining pts,Coste:
EVENT,"",EVENTO
Initiative roll is always 20.,"",La prueba de Iniciativa es siempre 20.
Purity of Body,"",Pureza Corporal
SCHOOLS,OPPOSED SCHOOLS,ESCUELAS
Sneak Attack,Sneak Attack +1d6,Ataque Furtivo
Summon monster IV,"",Convocar Monstruo IV
bonus to AC; -2,No action this round|Lose DEX bonus to AC; -2 AC,bonus a CA; -2
CHARGES,"",CARGAS
COMBAT|MANEUVRE,COMBAT|MANEUVRE|BONUS,BONUS|MANIOBRA
Immune to all poisons,Venom Immunity|Immune to all poisons,Inmune a todos los venenos
INSPIRE COMPETENCE,"",INSPIRAR COMPETENCIA
Location,"",Localización
OTHER EVENTS,"",OTROS EVENTOS
Religion,"",Religión
URBAN,URBAN|BARBARIAN!,URBANO
AC,"Lose DEX bonus to AC; -2 AC|-4 on STR, DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",CA
DAMAGE REDUCTION,"",Reducción de Daño
Natural Swimmer,Natural Swimmer|Swim at half land speed,Nadador Natural
"Smiting damage bonus applies double for the|first successful strike against evil outsiders, |evil dragons and the undead.","","El bon de daño por castigo se aplica el doble|para el primer golpe exitoso contra ajenos malignos,|dragones malignos y muertos vivientes."
Weapon|Training,"",Entrenamiento|Armas
(DRUID),"",(DRUIDA)
Acid,"",Ácido
DISCOVERIES,DISCOVERIES|KNOWN,DESCUBRIMIENTOS
JUDGEMENT,"",JUICIO
Player,"",Jugador
Purity,"",Pureza
Times|per day,"",Veces|al día
WILL SAVE,WILL SAVE|DC,SALV. VOL.
"Racial,|Feats,|Synergy","","Racial,|Dotes,|Sinergia"
BASIC SPEED,"",VELOCIDAD BASE
Comedy,"",Comedia
DEITY,"",DEIDAD
Speciality Spell,"",Conjuro Especialista
