Original,Part of,Translation
CMB,Coordinated Manoeuvres    +2 to CMB,KMB
Credit,"",Kredite
Crippling Critical,"",Verkrüppelt
Critical Focus,"",Kritischer-Treffer-Fokus
Critical Mastery,Critical Mastery    Apply two critical effects at once,Kritischer-Treffer-Meisterschaft
Apply two critical effects at once,Critical Mastery    Apply two critical effects at once,Kritische Treffer haben zwei Effekte
DMG,"",SCHADEN
DR 5/— when wearing armour or using a shield,"",SR 5/- bei getragener Rüstung oder Schild
Deafening Critical,"",Taub
Debit,"",Verliehenes
per extra die,Devastating Strike    +2 per extra die,pro extra Würfel
Double Slice,Double Slice    No damage penalty,Doppelschnitt
No damage penalty,Double Slice    No damage penalty,Voller Stärkebonus für Zweithand
Take ally’s result on reflex save,Duck and Cover    Take ally’s result on reflex save,Nutze REF Wurf eines Verbündeten für dich selbst
Don’t provoke AoO when adjacent to an ally,Escape Route    Don’t provoke AoO when adjacent to an ally,Provoziere keine Gelegenheitsangriffe wenn neben Verbündetem
Exhausting Critical,"",Entkräftet
FEAR EFFECT,FEAR EFFECTWILL BONUS,FURCHTEFFEKT
WILL BONUS,FEAR EFFECTWILL BONUS,WILLENSBONUS
FIGHTER,"",KÄMPFER
Favoured|Enemy,"",Erz-|feind
Ignore power attack penalty for first attack,Furious Focus    Ignore power attack penalty for first attack,Ignoriere den Heftiger Angriff Malus für die erste Attacke
Great Cleave,Great Cleave    Any number of extra attacks per round,Rundumschlag
Any number of extra attacks per round,Great Cleave    Any number of extra attacks per round,Beliebig viele Angriffe nach Treffern
Greater Penetrating Strike,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Mächtiger Durchschlagender Hieb
Ignore damage reduction up to,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Ignoriere Schadensreduktion bis
Greater Vital Strike,"",Mächtiger Konzentrierter Schlag
Greater Weapon Focus,"",Mächtiger Waffenfokus
Greater Weapon Specialisation,"",Mächtige Waffenspezialisierung
HIT|DICE,"",TW
Half of Ranger’s|Favoured Enemy|bonus granted to|allies within,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,Halber Erzfeindbonus|des Waldläufer|für Verbündete|innerhalb von
30ft,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,30m
On a successful attack,Hammer the Gap    On a successful attack,bei erfolgreichem Angriff
Haste,Haste    One extra attack at full bonus,Hast
One extra attack at full bonus,Haste    One extra attack at full bonus,Ein zusätzlicher Angriff mit vollem Bonus
to ally’s,Improved Back to Back    +2 to ally’s AC,auf Verbündete
AC,Improved Back to Back    +2 to ally’s AC,RK
Any number per round,Improved Cleaving Finish    Any number per round,unbegrenzt oft pro Runde
Improved Critical / Keen weapon / Keen magical effect,"",Verb. Krit. Treffer / Scharfe Waffe
per die,Improved Devastating Strike  +2 per die,pro Würfel
Improved Vital Strike,"",Verbesserter Konzentrierter Schlag
