"Original","Part of","Count","File","Volume","Game","Level"
"String","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Bluff, Sense Motive","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Sing","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Handle Animal, Intimidate","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Percussion","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Diplomacy, Sense Motive","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Oratory","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Use bonus in place of...","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Diplomacy, Intimidate","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Keyboard|Instruments","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Acrobatics, Fly","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Dance","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Bluff, Intimidate","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Comedy","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Bluff, Disguise","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Act","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"TAKE 10","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"TAKE 20","TAKE 20 PER DAY","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"PER DAY","TAKE 20 PER DAY","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Once a day, cast any bard, cleric or sorcerer/wizard spell.|Uses a spell slot of the spell’s level.|Minimum casting time 1 round.","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Unlimited uses|per day","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Spells|Today","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Take 20|Today","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"KNOWLEDGE","KNOWLEDGE |BONUS","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"BONUS","KNOWLEDGE |BONUS","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Applies to all knowledge skills. Use all knowledge skills untrained.","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"BARDIC KNOWLEDGE","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"LORE MASTER","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Skalds can wear light or medium armour and a|shield without risking spell failure.","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"SPELLS","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"KNOWN SPELLS","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"d00","","2","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Bonus Spells","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"CHA - 12","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"CHA - 8","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"CHA - 4","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Base|Spells","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Spells|per day","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Spell|Save DC","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Spells|Known","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Spell Save DC = 10 + CHA + Spell Level","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"PREPARED SPELLS","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"ARCANE SPELL FAILURE","ARCANE SPELL FAILURE THRESHOLD","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"THRESHOLD","ARCANE SPELL FAILURE THRESHOLD","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"SKALD","","1","Pathfinder/Advanced Class Guide/Skald","Advanced Class Guide","Pathfinder","2"
"Slayer|Level","","7","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"INT","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"FORTITUDE","FORTITUDE|SAVE DC","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"SAVE DC","FORTITUDE|SAVE DC","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"(Round down)","","5","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"Survival|Bonus","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"Track","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"TRACK","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"NUMBER OF|TARGETS","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"COMBAT / DC","COMBAT / DC|BONUS","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"BONUS","COMBAT / DC|BONUS","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"Deal sneak attack damage to gain this bonus immediately.","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"Study a target as a move action to get +1 to Bluff, Knowledge,|Perception, Sense Motive and Survival (including track);|and a bonus to attack, damage and the DC of Slayer abilities.","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"Level","","5","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"Select target as a free action.|Take 20 to follow your quarry, gain +4 to attack rolls.|If quarry is dead, use again after 10 minutes.","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"IMPROVED QUARRY","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"As a standard action, select one target you can see.|Take 10 to follow your quarry, gain +2 to attack rolls,and critical hits are automatically confirmed.|If your quarry escapes, cannot use again for 24 hours;if your quarry is dead, use again after 1 hour.","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"QUARRY","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"Follow tracks at normal speed without penalty.|Follow tracks at double speed at -10 penalty instead of -20.","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"SWIFT TRACKER","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"As a standard action, make an attack against studied targetthat deals normal damage and, if successful, may also kill, knock unconscious for 1d4 hours, or paralyse for 2d6 rounds.","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"MASTER SLAYER","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"Gain +1 to Disguise, Intimidate and Stealth","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"STALKER","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"Study a target as a swift action.","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"d00","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"STUDIED TARGET","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"SNEAK ATTACK","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"Misc","","2","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"SNEAK DAMAGE","SNEAK DAMAGE|BONUS","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"BONUS","SNEAK DAMAGE|BONUS","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"SLAYER","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"From level 10, a Slayer|can take Advanced Talents","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"TALENTS","TALENTS|KNOWN","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"KNOWN","TALENTS|KNOWN","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"SLAYER TALENTS","","1","Pathfinder/Advanced Class Guide/Slayer","Advanced Class Guide","Pathfinder","2"
"Uses|today","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Swashbuckler|Level","","5","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"USES","USES|PER DAY","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"PER DAY","USES|PER DAY","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"DEX","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"FORTITUDE","FORTITUDE|SAVE DC","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"SAVE DC","FORTITUDE|SAVE DC","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"(Round down)","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Level","","22","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"SWASHBUCKLER WEAPON MASTERY","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Critical damage modifer increased by one with light or|one-handed piercing melee weapons.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Criticals are automatically confirmed with a light or|one-handed piercing melee weapon.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"ATTACK /|DAMAGE","ATTACK /|DAMAGE|BONUS","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"BONUS","ATTACK /|DAMAGE|BONUS","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"NIMBLE","NIMBLE|DODGE BONUS","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"DODGE BONUS","NIMBLE|DODGE BONUS","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"AC","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Any 2 deeds except Slinger’s Luck","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"TRUE GRIT","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"SWASHBUCKLER WEAPON TRAINING","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"BONUS FEATS","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"DEEDS","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"sq","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"ft","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Type","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Range","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Damage","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Critical","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Attack Bonus","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Deeds with no cost are only available while you have at least 1 panache point remaining","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Deeds with no cost are only available while you have at least 1 grit point remaining","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"1 pt","","18","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Spend use of attack of opportunity to parry a melee attack.|Make an attack roll (taking -2 per size category); if it’s higher than the|attackers, they miss. Must declare before the attack is rolled.|If successful, make an immediate melee attack.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Opportune parry|and riposte","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Move 5ft immediately when attacked, gaining a bonus to AC equal|to your CHA. This provokes attacks of opportunity.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Dodging panache","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Double the next precise strike bonus","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Staggered for 1 round.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Torso","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Knocked prone (does not affect four-legged creatures)","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Legs","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Takes no damage but drops carried item.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Arms","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Confused for 1 round.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Head","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"2 pts","","2","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Or deal 1 point of Strength, Dexterity or Constitution damage.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Stand as a swift action instead.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Add swashbuckler level to melee (or thrown melee weapon) damage.|Does not affect targets immune to sneak attack or critical hits.|Does not multiply on critical hits.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Precise strike","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"On successful melee hit, Intimidate to demoralise as a swift action.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Menacing swordplay","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Gain +2 initiative bonus.|If you have the Quick Draw feat, draw melee weapon as part of initiative.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Swashbuckler|initiative","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Cannot suffer sneak attack by being flanked,|unless by Rogue four levels higher.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Improved|uncanny dodge","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Cannot be caught flat-footed or denied DEX bonus to|AC against an invisible attacker.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Uncanny dodge","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Avoid half damage on a successful reflex save.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Evasion","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Evasive","","2","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Take 10 on Acrobatics, Climb, Escape Artist, Fly, Ride or Swim checks,|even while distracted or in immediate danger.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Swashbuckler’s edge","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"As a full-round action, make a single attack against target’s touch AC,|bypassing damage reduction.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Perfect thrust","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Purposefully miss melee attack to deny target their DEX bonus to AC.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Superior feint","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Take no Acrobatics penalty when moving through threatened square|at full speed.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Swashbuckler’s|grace","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Immune to disarm, steal and sunder combat manoeuvres targeting|a light or one-handed piercing melee weapon.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Subtle blade","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Stand as a move action without provoking attacks of opportunity.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Kip-up","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Make one attack as a full round action to cripple opponent.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Targeted strike","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"all remaining points","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"On falling to 0hp or lower, restore to 1hp.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Cheat death","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Fight defensively as a swift action, gainint +4 AC for -2 attack.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Dizzying defence","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"On a hit, target must make fortitude save or be stunned for 1 round.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Stunning stab","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"On confirming a critical hit, target must make fortitude save or die.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Deadly stab","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"On a successful hit, deal bleed damage equal to your DEX.","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Bleeding wound","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Add 1d6 to Acrobatics, Climb, Escape Artist, Fly, Ride or Swim.|If the roll is 6, add another (up to your DEX).","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Derring-do","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Cost","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Move 5ft immediately; +2 AC against triggering attackAlternatively, drop prone for +4 AC","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"As a full round, target a part of the body:  Arms: drops one carried item (no damage)  Head: confused for one round  Legs: knocked prone  Torso: 19-20 critical range  Wings: begins to fall","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Bleed damage equal to","Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"DEX","Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Alternatively, 1 pt Strength, Dexterity or Constitution damage","Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Keep a broken gun from exploding on a misfire","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Shoot into the air to inspire fear within 30ft","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Reroll a saving throw (must take second roll)Reroll a skill check","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"On falling to 0hp or below, restore to 1hp","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"On a critical, Fort (DC 10 + ½ level +","On a critical, Fort (DC 10 + ½ level + DEX) or die","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"DEX","On a critical, Fort (DC 10 + ½ level + DEX) or die","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
") or die","On a critical, Fort (DC 10 + ½ level + DEX) or die","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"On a hit, Fort (DC 10 + ½ level +","On a hit, Fort (DC 10 + ½ level + WIS) or stunned for 1 round","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"WIS","On a hit, Fort (DC 10 + ½ level + WIS) or stunned for 1 round","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
") or stunned for 1 round","On a hit, Fort (DC 10 + ½ level + WIS) or stunned for 1 round","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Reload as a swift action once per round (with Rapid Reload, free action)","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Gain Evasion and Improved Uncanny Dodge","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"On a miss, target is flat footed till its next turn","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Roll all attacks, additional hits add dice","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Surprise melee attack.  One handed: d6/d4  Two handed: d10/d8Also, CMB to knock prone","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Fix a broken firearm as standard action","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Use touch AC beyond first range increment","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Blast lock or|Shoot unattended object or |Stop bleeding","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"+2 Initiative; (with Quick Draw, draw firearm as part of initiative)","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Gunslinger’s Dodge","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Targeting","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"2 pt","","3","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Bleeding Wound","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Expert Loading","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Menacing Shot","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Slinger’s Luck","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"all remaining pts","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Cheat Death","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Death’s Shot","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Stunning Shot","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Lightning Reload","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Startling Shot","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Dead Shot","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Pistol-whip","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"(1 pt to fix as a move action)","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"Quick Clear","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
"1 pt per range increment","","1","Pathfinder/Advanced Class Guide/Swashbuckler","Advanced Class Guide","Pathfinder","2"
