"Frame number","Original","Translation","Count","Part of","Files","File count"
"1090","DAMAGE|REDUCTION","","18","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Barbarian","17"
"1090","DAMAGE","","18","DAMAGE|REDUCTION","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Barbarian","17"
"1090","REDUCTION","","18","DAMAGE|REDUCTION","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Barbarian","17"
"1091","TRAP SENSE","","39","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Archaologist, Sandman, Barbarian","19"
"1092","RESILIENCE OF STEEL","","2","","Armoured Hulk","1"
"1093","ARMOURED SWIFTNESS","","2","","Armoured Hulk","1"
"1094","INDOMITABLE STANCE","","2","","Armoured Hulk","1"
"1095","BARBARIAN","","34","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Barbarian","17"
"1124","Dexterity Score|Penalty: -2","","18","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1124","Dexterity Score|Penalty:","","18","Dexterity Score|Penalty: -2","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1125","Strength Score|Penalty: -2","","18","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1125","Strength Score|Penalty:","","18","Strength Score|Penalty: -2","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1126","Cannot rage, run or charge|while fatigued.","","36","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1130","RAGE!|TODAY","","17","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1130","RAGE!","","17","RAGE!|TODAY","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1130","TODAY","","17","RAGE!|TODAY","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1131","ARMOUR|CLASS|PENALTY","","17","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1131","ARMOUR|CLASS","","17","ARMOUR|CLASS|PENALTY","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1131","PENALTY","","17","ARMOUR|CLASS|PENALTY","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1132","WILL|SAVE|BONUS","","17","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1132","WILL|SAVE","","17","WILL|SAVE|BONUS","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1132","BONUS","","17","WILL|SAVE|BONUS","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1133","CONSTITUTION|SCORE|BONUS","","18","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1133","CONSTITUTION|SCORE","","18","CONSTITUTION|SCORE|BONUS","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1133","BONUS","","18","CONSTITUTION|SCORE|BONUS","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1134","STRENTH|SCORE|BONUS","","18","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1134","STRENTH|SCORE","","18","STRENTH|SCORE|BONUS","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1134","BONUS","","18","STRENTH|SCORE|BONUS","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1135","RAGE!  DURATION|PER DAY","","17","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1135","RAGE!","","17","RAGE!  DURATION|PER DAY","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1135","DURATION","","17","RAGE!  DURATION|PER DAY","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1135","PER DAY","","17","RAGE!  DURATION|PER DAY","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1137","RAGE!|Duration","","17","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1137","RAGE!","","17","RAGE!|Duration","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1137","Duration","","17","RAGE!|Duration","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Wild Stalker, Barbarian","17"
"1139","FATIGUED|DURATION","","18","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1139","FATIGUED","","18","FATIGUED|DURATION","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1139","DURATION","","18","FATIGUED|DURATION","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian","18"
"1145","TRAP SENSE|BONUS","","18","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Sandman, Barbarian","18"
"1145","TRAP SENSE","","18","TRAP SENSE|BONUS","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Sandman, Barbarian","18"
"1145","BONUS","","18","TRAP SENSE|BONUS","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Sandman, Barbarian","18"
"1153","RAGE! POWERS","","16","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Barbarian","16"
"1153","RAGE!","","16","RAGE! POWERS","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Barbarian","16"
"1153","POWERS","","16","RAGE! POWERS","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Barbarian","16"
"1157","RAGE! POWERS |KNOWN","","16","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Barbarian","16"
"1157","RAGE!","","16","RAGE! POWERS |KNOWN","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Barbarian","16"
"1157","POWERS","","16","RAGE! POWERS |KNOWN","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Barbarian","16"
"1157","KNOWN","","16","RAGE! POWERS |KNOWN","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Barbarian","16"
"1159","(BARBARIAN)","","24","","Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Scarred Rager, Sea Reaver, Titan Mauler, Wild Rager","12"
"1160","ARMOURED|HULK!","","1","","Armoured Hulk","1"
"1160","ARMOURED","","1","ARMOURED|HULK!","Armoured Hulk","1"
"1160","HULK!","","1","ARMOURED|HULK!","Armoured Hulk","1"
"1161","No penalty for using an improvised weapon","","2","","Breaker","1"
"1162","When using an improvised or broken weapon","","2","","Breaker","1"
"1166","DAMAGE|BONUS","","14","","Breaker, Antipaladin, Oath against Corruption, Oath against Fiends, Oath against Savagery, Oath against the Wyrm, Oath against Undeath, Oath of Charity, Oath of Chastity, Oath of Vengeance, Oathbound Paladin, Paladin, Witch Hunter","13"
"1166","DAMAGE","","14","DAMAGE|BONUS","Breaker, Antipaladin, Oath against Corruption, Oath against Fiends, Oath against Savagery, Oath against the Wyrm, Oath against Undeath, Oath of Charity, Oath of Chastity, Oath of Vengeance, Oathbound Paladin, Paladin, Witch Hunter","13"
"1166","BONUS","","14","DAMAGE|BONUS","Breaker, Antipaladin, Oath against Corruption, Oath against Fiends, Oath against Savagery, Oath against the Wyrm, Oath against Undeath, Oath of Charity, Oath of Chastity, Oath of Vengeance, Oathbound Paladin, Paladin, Witch Hunter","13"
"1169","When you hit an unattended object or make a sunder attempt","","2","","Breaker","1"
"1184","Battle Scavenger +5","","2","","Breaker","1"
"1192","Battle Scavenger +6","","2","","Breaker","1"
"1202","Battle Scavenger +4","","2","","Breaker","1"
"1203","Battle Scavenger +3","","2","","Breaker","1"
"1208","Battle Scavenger +2","","2","","Breaker","1"
"1210","Improved Uncanny Dodge","","24","","Breaker, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Savage Barbarian, Superstitious Barbarian, True Primitive, Urban Barbarian, Rogue, Barbarian, Ninja","12"
"1212","Battle Scavenger +1","","2","","Breaker","1"
"1214","Uncanny Dodge","","22","","Breaker, Drunken Brute, Elemental Kin, Hurler, Savage Barbarian, Superstitious Barbarian, True Primitive, Urban Barbarian, Rogue, Barbarian, Ninja","11"
"1219","Destructive","","2","","Breaker","1"
"1228","BATTLE SCAVENGER","","2","","Breaker","1"
"1229","DESTRUCTIVE","","2","","Breaker","1"
"1301","BREAKER!","","2","","Breaker","1"
"1303","This bonus can be applied to each manoeuvre only twice, once|to CMB and one to CMD.","","1","","Brutal Pugilist","1"
"1303","This bonus can be applied to each manoeuvre only twice, once|to","","1","This bonus can be applied to each manoeuvre only twice, once|to CMB and one to CMD.","Brutal Pugilist","1"
"1303","CMB","","1","This bonus can be applied to each manoeuvre only twice, once|to CMB and one to CMD.","Brutal Pugilist","1"
"1303","and one to","","1","This bonus can be applied to each manoeuvre only twice, once|to CMB and one to CMD.","Brutal Pugilist","1"
"1303","CMD","","1","This bonus can be applied to each manoeuvre only twice, once|to CMB and one to CMD.","Brutal Pugilist","1"
"1304","When wearing no armour|(shields are allowed)","","2","","Brutal Pugilist","1"
"1306","Bonus to CMB and CMD for your|chosen combat manoeuvres","","1","","Brutal Pugilist","1"
"1306","Bonus to","","1","Bonus to CMB and CMD for your|chosen combat manoeuvres","Brutal Pugilist","1"
"1306","CMB","","1","Bonus to CMB and CMD for your|chosen combat manoeuvres","Brutal Pugilist","1"
"1306","and","","1","Bonus to CMB and CMD for your|chosen combat manoeuvres","Brutal Pugilist","1"
"1306","CMD","","1","Bonus to CMB and CMD for your|chosen combat manoeuvres","Brutal Pugilist","1"
"1306","for your|chosen combat manoeuvres","","1","Bonus to CMB and CMD for your|chosen combat manoeuvres","Brutal Pugilist","1"
"1307","INSIGHT BONUS","","3","","Brutal Pugilist, Shaman, Witch Hunter","3"
"1307","INSIGHT","","3","INSIGHT BONUS","Brutal Pugilist, Shaman, Witch Hunter","3"
"1307","BONUS","","3","INSIGHT BONUS","Brutal Pugilist, Shaman, Witch Hunter","3"
"1316","Take only half the normal penalties when grappled.","","2","","Brutal Pugilist","1"
"1317","If this attack of opportunity hits, gain a +2 circumstance |bonus to your CMD to avoid the grapple.","","1","","Brutal Pugilist","1"
"1317","If this attack of opportunity hits, gain a +2 circumstance |bonus to your","","1","If this attack of opportunity hits, gain a +2 circumstance |bonus to your CMD to avoid the grapple.","Brutal Pugilist","1"
"1317","CMD","","1","If this attack of opportunity hits, gain a +2 circumstance |bonus to your CMD to avoid the grapple.","Brutal Pugilist","1"
"1317","to avoid the grapple.","","1","If this attack of opportunity hits, gain a +2 circumstance |bonus to your CMD to avoid the grapple.","Brutal Pugilist","1"
"1318","Treated as one size larger when determining CMB and |CMD for grappling or being grappled.","","1","","Brutal Pugilist","1"
"1318","Treated as one size larger when determining","","1","Treated as one size larger when determining CMB and |CMD for grappling or being grappled.","Brutal Pugilist","1"
"1318","CMB","","1","Treated as one size larger when determining CMB and |CMD for grappling or being grappled.","Brutal Pugilist","1"
"1318","and","","1","Treated as one size larger when determining CMB and |CMD for grappling or being grappled.","Brutal Pugilist","1"
"1318","CMD","","1","Treated as one size larger when determining CMB and |CMD for grappling or being grappled.","Brutal Pugilist","1"
"1318","for grappling or being grappled.","","1","Treated as one size larger when determining CMB and |CMD for grappling or being grappled.","Brutal Pugilist","1"
"1319","Take no penalties when grappled.","","2","","Brutal Pugilist","1"
"1322","Make attacks of opportunity against creatures attempting|a grapple, even if they have the Improved Grapple feat.","","2","","Brutal Pugilist","1"
"1339","Pit Fighter ×5","","2","","Brutal Pugilist","1"
"1347","Pit Fighter ×6","","2","","Brutal Pugilist","1"
"1357","Pit Fighter ×4","","2","","Brutal Pugilist","1"
"1358","Pit Fighter ×3","","2","","Brutal Pugilist","1"
"1363","Pit Fighter ×2","","2","","Brutal Pugilist","1"
"1365","Improved Savage Grapple","","2","","Brutal Pugilist","1"
"1367","Pit Fighter ×1","","2","","Brutal Pugilist","1"
"1369","Savage Grapple","","2","","Brutal Pugilist","1"
"1374","Fast Movement","","14","","Brutal Pugilist, Elemental Kin, Invulnerable Rager, Savage Barbarian, Superstitious Barbarian, Wild Rager, Barbarian","7"
"1383","PIT FIGHTER","","2","","Brutal Pugilist","1"
"1384","SAVAGE GRAPPLE","","2","","Brutal Pugilist","1"
"1450","BRUTAL|PUGILIST","","2","","Brutal Pugilist","1"
"1451","Each alcoholic drink consumed results in|1 round of nausea after the end of your RAGE,|in addition to the normal fatigue.","","1","","Drunken Brute","1"
"1451","Each alcoholic drink consumed results in|1 round of nausea after the end of your","","1","Each alcoholic drink consumed results in|1 round of nausea after the end of your RAGE,|in addition to the normal fatigue.","Drunken Brute","1"
"1451","RAGE","","1","Each alcoholic drink consumed results in|1 round of nausea after the end of your RAGE,|in addition to the normal fatigue.","Drunken Brute","1"
"1451",",|in addition to the normal fatigue.","","1","Each alcoholic drink consumed results in|1 round of nausea after the end of your RAGE,|in addition to the normal fatigue.","Drunken Brute","1"
"1452","NAUSEATED|DURATION","","1","","Drunken Brute","1"
"1452","NAUSEATED","","1","NAUSEATED|DURATION","Drunken Brute","1"
"1452","DURATION","","1","NAUSEATED|DURATION","Drunken Brute","1"
"1454","Alcoholic drinks allow you to maintain RAGE for this round |without counting against your rounds per day.","","1","","Drunken Brute","1"
"1454","Alcoholic drinks allow you to maintain","","1","Alcoholic drinks allow you to maintain RAGE for this round |without counting against your rounds per day.","Drunken Brute","1"
"1454","RAGE","","1","Alcoholic drinks allow you to maintain RAGE for this round |without counting against your rounds per day.","Drunken Brute","1"
"1454","for this round |without counting against your rounds per day.","","1","Alcoholic drinks allow you to maintain RAGE for this round |without counting against your rounds per day.","Drunken Brute","1"
"1455","Potions have their normal effect.","","2","","Drunken Brute","1"
"1456","While RAGING, consume a potion or alcoholic drink as a |move action (that does not provoke an attack of opportunity).","","1","","Drunken Brute","1"
"1456","While","","1","While RAGING, consume a potion or alcoholic drink as a |move action (that does not provoke an attack of opportunity).","Drunken Brute","1"
"1456","RAGING","","1","While RAGING, consume a potion or alcoholic drink as a |move action (that does not provoke an attack of opportunity).","Drunken Brute","1"
"1456",", consume a potion or alcoholic drink as a |move action (that does not provoke an attack of opportunity).","","1","While RAGING, consume a potion or alcoholic drink as a |move action (that does not provoke an attack of opportunity).","Drunken Brute","1"
"1471","Trap Sense +5","","12","","Drunken Brute, Hurler, Mounted Fury, Urban Barbarian, Wild Rager, Barbarian","6"
"1479","Trap Sense +6","","12","","Drunken Brute, Hurler, Mounted Fury, Urban Barbarian, Wild Rager, Barbarian","6"
"1489","Trap Sense +4","","12","","Drunken Brute, Hurler, Mounted Fury, Urban Barbarian, Wild Rager, Barbarian","6"
"1490","Trap Sense +3","","12","","Drunken Brute, Hurler, Mounted Fury, Urban Barbarian, Wild Rager, Barbarian","6"
"1495","Trap Sense +2","","12","","Drunken Brute, Hurler, Mounted Fury, Urban Barbarian, Wild Rager, Barbarian","6"
"1499","Trap Sense +1","","12","","Drunken Brute, Hurler, Mounted Fury, Urban Barbarian, Wild Rager, Barbarian","6"
"1506","Raging Drunk","","2","","Drunken Brute","1"
"1515","RAGING DRUNK","","2","","Drunken Brute","1"
"1581","DRUNKEN BRUTE","","2","","Drunken Brute","1"
"1583","When you take damage of at least your level while|RAGING, add to the number of rounds of RAGE today","","1","","Elemental Kin","1"
"1583","When you take damage of at least your level while","","1","When you take damage of at least your level while|RAGING, add to the number of rounds of RAGE today","Elemental Kin","1"
"1583","RAGING","","1","When you take damage of at least your level while|RAGING, add to the number of rounds of RAGE today","Elemental Kin","1"
"1583",", add to the number of rounds of","","1","When you take damage of at least your level while|RAGING, add to the number of rounds of RAGE today","Elemental Kin","1"
"1583","RAGE","","1","When you take damage of at least your level while|RAGING, add to the number of rounds of RAGE today","Elemental Kin","1"
"1583","today","","1","When you take damage of at least your level while|RAGING, add to the number of rounds of RAGE today","Elemental Kin","1"
"1587","DAMAGE TAKEN |WHILE RAGING!","","1","","Elemental Kin","1"
"1587","DAMAGE TAKEN","","1","DAMAGE TAKEN |WHILE RAGING!","Elemental Kin","1"
"1587","WHILE","","1","DAMAGE TAKEN |WHILE RAGING!","Elemental Kin","1"
"1587","RAGING!","","1","DAMAGE TAKEN |WHILE RAGING!","Elemental Kin","1"
"1590","EXTRA|RAGE!","","1","","Elemental Kin","1"
"1590","EXTRA","","1","EXTRA|RAGE!","Elemental Kin","1"
"1590","RAGE!","","1","EXTRA|RAGE!","Elemental Kin","1"
"1607","Elemental Fury ×5","","2","","Elemental Kin","1"
"1615","Elemental Fury ×6","","2","","Elemental Kin","1"
"1625","Elemental Fury ×4","","2","","Elemental Kin","1"
"1626","Elemental Fury ×3","","2","","Elemental Kin","1"
"1631","Elemental Fury ×2","","2","","Elemental Kin","1"
"1635","Elemental Fury ×1","","2","","Elemental Kin","1"
"1651","ELEMENTAL FURY","","2","","Elemental Kin","1"
"1717","ELEMENTAL|KIN!","","1","","Elemental Kin","1"
"1717","ELEMENTAL","","1","ELEMENTAL|KIN!","Elemental Kin","1"
"1717","KIN!","","1","ELEMENTAL|KIN!","Elemental Kin","1"
"1718","Increased range increment on |any thrown object","","2","","Hurler","1"
"1771","Skilled Thrower","","2","","Hurler","1"
"1780","SKILLED THROWER","","2","","Hurler","1"
"1846","HURLER!","","2","","Hurler","1"
"1847","Inured to hot and cold climates as if by Endure Elements","","2","","Invulnerable Rager","1"
"1848","Fire and cold resistance","","2","","Invulnerable Rager","1"
"1852","ENERGY|RESISTANCE","","1","","Invulnerable Rager","1"
"1852","ENERGY","","1","ENERGY|RESISTANCE","Invulnerable Rager","1"
"1852","RESISTANCE","","1","ENERGY|RESISTANCE","Invulnerable Rager","1"
"1857","Double this against non-lethal damage","","2","","Invulnerable Rager","1"
"1885","Extreme Endurance","","2","","Invulnerable Rager","1"
"1887","Invulnerability","","2","","Invulnerable Rager","1"
"1901","EXTREME ENDURANCE","","2","","Invulnerable Rager","1"
"1902","INVULNERABILITY","","2","","Invulnerable Rager","1"
"1968","INVULNERABLE|RAGER!","","1","","Invulnerable Rager","1"
"1968","INVULNERABLE","","1","INVULNERABLE|RAGER!","Invulnerable Rager","1"
"1968","RAGER!","","1","INVULNERABLE|RAGER!","Invulnerable Rager","1"
"1973","Druid|Level","","36","","Mounted Fury, Blight Druid (Domain), Blight Druid (Familiar), Deep Walker, Falconer, Infiltrator, Shapeshifter, Skirmisher, Trapper, Urban Ranger, Druid (Animal Companion), Druid (Domain), Wild Shape, Ranger - Archery, Ranger - Two-weapon fighting, Ranger","16"
"1974","Morale bonus to your mount’s strength|modifier during RAGE!|(+2 to Strength score)","","1","","Mounted Fury","1"
"1974","Morale bonus to your mount’s strength|modifier during","","1","Morale bonus to your mount’s strength|modifier during RAGE!|(+2 to Strength score)","Mounted Fury","1"
