Original,Part of,Translation
Take 20 Today,"",Prendere 20 oggi
Immune to all diseases,"",Immune a tutte le malattie
STUNNING FIST,STUNNING FIST|PER DAY,PUGNO STORDENTE
PER DAY,STUNNING FIST|PER DAY,AL GIORNO
Level|Adjustment,"",Adattamento|Per livello
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,"",-4 iniziativa; 20% prob. di mancare quando si attacca|-4 su Percezioni opposte|fallisce automaticamente Percezione sui suoni
Alchemist|Level,"",Livello|Alchimista
"Bonus applies to saving throws against Bardic Performance, sonic|and language-dependent effects.","","Bonus applicato ai Tiri Salvezza contro Esibizione Bardica,|effetti sonori e dipendenti dal linguaggio"
STUNNING FIST,STUNNING FIST|TODAY,PUGNO STORDENTE
TODAY,STUNNING FIST|TODAY,OGGI
Cleric Level,"",Livello da Chierico
Hit Die,"",Dado Vita
"May make a standard or move action,| but not both","","Si può fare un'az. standard o di movimento,|ma non entrambe"
LAY ON HANDS,"",IMPOSIZIONE DELLE MANI
Paralysed,"",Paralizzato
Untrained,"",Senza addest.
Temp|Bonus,"",Bonus|Temporaneo
PERSONALITY,"",PERSONALITÀ
Suggest actions to already fascinated creatures,"",Suggerisce delle azioni a creature già affascinate
Skill|Bonus,"",Bonus|a Abilità
Power|Attack,"",Attacco|Poderoso
COMBAT MANOEUVRES,"",MANOVRA IN COMBATTIMENTO
SMITE EVIL,"",PUNIRE IL MALE
saving throws against enchantment,+2 saving throws against enchantment,TS contro ammaliamento
Suggest actions to one already fascinated creature,"",Impone una suggestione ad una creatura già affascinata
TRAPS,"",TRAPPOLE
Bonus against charm and compulsion effects,"",Bonus contro effetti d ammaliamento e costrizione
Fly,"",Volare
Fly Speed,"",Velocità in volo
days,"",giorni
Immune to all poisons,"",Immune a tutti i veleni
Bards can use all knowledge skills untrained,"",I bardi possono usare tutte le Conoscenze senza addestramento.
Swim Speed,"",Velocità di Nuoto
Evil Cleric,"",Chierico Malvagio
Skill Ranks,"",Gradi Abilità
Locate Traps,"",Scoprire Trappole
DEFLECTION,DEFLECTION|BONUS,DEVIAZIONE
BONUS,DEFLECTION|BONUS,BONUS
Temp|Modifier,"",Modificatore|Temp
BONDED WEAPON,"",ARMA LEGATA
Summoned|Today,"",Evocazioni|Oggi
COMBAT MANOEUVRE,COMBAT MANOEUVRE|DEFENCE,DIFESA DA MANOVRA
DEFENCE,COMBAT MANOEUVRE|DEFENCE,IN COMBATTIMENTO
Hands,"",Mani
Temp Damage|Bonus,"",Bonus Danno|Temporaneo
Enhancements,"",Potenziamenti
Good Cleric,"",Chierico Buono
LORE MASTER,"",MAESTRO DEL SAPERE
pp,"",mp
Channel Negative Energy,"",Incanalare Energia Negativa
Temp Attack|Bonus,"",Bonus Attacco|Temporaneo
Trackless Step,"Trackless Step|Leave no trail, unless deliberately",Passo senza Tracce
"Leave no trail, unless deliberately","Trackless Step|Leave no trail, unless deliberately","Non lascia tracce, se non volontariamente"
CLASSES,"",CLASSI
Spell Level,"",Livello Incntsmo
ATTACK,ATTACK|BONUS,ATTACCO
BONUS,ATTACK|BONUS,BONUS
INVENTORY,"",INVENTARIO
Spell Save DC = 10 + INT + Spell Level,"",CD TS Incantesimo = 10 + INT + Liv. Incantesimo
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),"",Modific. Caratt. = (Punteggio Caratt. - 10) ÷ 2 (per difetto)
HOSTILE,"",OSTILE
MERCIES,"",INDULGENZE
TRAP SENSE,TRAP SENSE|REFLEX BONUS,PERCEPIRE TRAPPOLE
REFLEX BONUS,TRAP SENSE|REFLEX BONUS,BONUS RIFLESSI
Trap|Sense,"",Percepire|Trappole
Player,"",Giocatore
Wind Instruments,"",Strumenti a fiato
Oratory,"",Oratoria
Gold,"",Oro
3d8,"",3d8
Dance,"",Danza
"Diplomacy, Sense Motive","","Diplomazia, Intuizione"
"Diplomacy, Intimidate","","Diplomazia, Intimidire"
"Diplomacy, Handle Animal","","Diplomazia, Addestrare Animali"
Diamond Body,"",Corpo Adamantino
4d8,"",4d8
INT - 8,"",INT - 8
INT - 4,"",INT - 4
INT - 12,"",INT - 12
Copper,"",Rame
Balance,"",Neutralità
cp,"",mr
Percussion,"",Percussioni
Notes,"",NOTE
Effective|Character|Level,"",Livello|Effettivo|Personaggio
Serious Wounds,"",Ferite Gravi
VERSATILE PERFORMANCE,"",ESECUZIONE VERSATILE
WIS,(WIS minimum 1),SAG
minimum 1),(WIS minimum 1),minimo 1)
Channelling positive energy uses up two of today’s|uses of Lay On Hands.,"",Incanalare energia positiva consuma 2 usi|della capacità di Imposizione delle mani
CHANNEL ENERGY,"",INCANALARE ENERGIA
Keyboard|Instruments,"",Strumenti|A tastiera
gp,"",mo
Shoulders,"",Spalle
Act,"",Recitare
CHARACTER,"",PERSONAGGIO
Sing,"",Cantare
Use Magical Device,"",Usare Oggetti Magici
"Handle Animal, Intimidate","","Addestrare Animali, Intimidire"
COMBAT ABILITIES,"",ABILITÀ DI COMBATTIMENTO
Unlimited uses|per day,"",Usi illimitati|al giorno
"Smiting damage bonus applies double for the|first successful strike against evil outsiders, |evil dragons and the undead.","",oltrepassa la riduz dei danni.
Hide,"",Nascondersi
HEALING,HEALING|HIT POINTS,GUARIRE
HIT POINTS,HEALING|HIT POINTS,PUNTI FERITA
"Acrobatics, Fly","","Acrobazia, Volare"
sp,"",ma
"Bluff, Diplomacy","","Raggirare, Diplomazia"
Foes|Today,"",Nemici|oggi
Light Wounds,"",Ferite Leggere
Spell|Level,"",Livello|Inc.
Mass Spell Level,"",Livello Inc. Mass.
Listen,"",Ascoltare
"Bluff, Disguise","","Raggirare, Camuffare"
"Bluff, Intimidate","","Raggirare, Intimidire"
"Bluff, Sense Motive","","Raggirare, Intuizione"
Comedy,"",Commedia
Lose,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",Perde bonus
DEX,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",DES
bonus to,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",alla
AC,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",CA
-4 on,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",-4 a prove su
STR,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",FOR
and,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",e
"skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed"," e prove opposte di|Percezione; 50% di mancare quando attacca|CD 10 su Acrobazia per muoversi a più di ½ velocità"
Spot,"",Vedere
Apply this bonus to all knowledge skills,"",Applicare questo bonus a tutte le Conoscenze
Stealth,"",Furtività
Moderate Wounds,"",Ferite Moderate
Training,"",Addestramento
Magus|Level,"",Livello|Magus
String,"",Corde
TAKE 20,TAKE 20 PER DAY,PRENDERE 20
PER DAY,TAKE 20 PER DAY,AL GIORNO
FOES,FOES|PER DAY,NEMICI
PER DAY,FOES|PER DAY,AL GIORNO
Critical Wounds,"",Ferite Critiche
DIVINE BOND,"",LEGAME DIVINO
TAKE 10,"",PRENDERE 10
MELEE|ATTACK,"",ATTACCO|IN MISCHIA
ARMOUR,"",ARMATURA
SPECIAL ABILITIES,"",ABILITÀ SPECIALI
Move Silently,"",Muoversi silenziosamente
Bonus,"",Bonus
Bonus|Spells,"",Incantesimi|Bonus
Resist Nature’s Lure,Resist Nature’s Lure|+4 to saves against the fey and plants,Resistenza al Richiamo della Natura
+4 to saves against the fey and plants,Resist Nature’s Lure|+4 to saves against the fey and plants,+4 ai TS contro folletti e vegetali
Bonus Spell,"",Incantesimo Bonus
Heal / Harm,"",Guarire / Ferire
Armour|Check|Penalty,"",Penalità|a Prova|dell'Armat.
NIMBLE,"",AGILE
Disable Traps,"",Disatt. Trappole
Speed with Armour,"",Velocità con Armat.
EVIL DAMAGE,EVIL DAMAGE|BONUS,DANNI MALVAGI
BONUS,EVIL DAMAGE|BONUS,BONUS
COMBAT MANOEUVRE,COMBAT MANOEUVRE|BONUS,BONUS A MANOVRA
BONUS,COMBAT MANOEUVRE|BONUS,IN COMBATTIMENTO
Linguistics,"",Linguistica
Climb Speed,"",Velocità di Scalare
Feet,"",Piedi
Antipaladin|Level,"",Livello|Antipaladino
"As a move action, share half your Favoured Enemy|bonus against a single target with all allies within 30 ft","",Concedi metà del Bonus contro un solo Nemico Prescelto|a tutti gli alleati entro 9m come azione di movimento
Disable|Device,"",Disattivare|Congegni
Fast Movement,"",Movimento Veloce
FEATS & SPECIAL ABILITIES,"",TALENTI & CAPACITÀ SPECIALI
Ninja|Level,"",Livello|Ninja
Other:,"",Altre:
RANGED|ATTACK,"",ATTACCO|A DISTANZA
Eyes,"",Occhi
BASE|ATTACK,BASE|ATTACK BONUS,BONUS|
BONUS,BASE|ATTACK BONUS,Attacco Base
Platinum,"",Platino
Medium Load,"",Carico Medio
Light Load,"",Carico Leggero
Max AC DEX,"",Max DES CA
Cure Wounds,"",Curare Ferite
Max Speed,"",Velocità massima
Inflict Wounds,"",Infliggere Ferite
Arcane|Pool Cost,"",Costo|Riserva Arcana
/  Region,"",/ Regione
Heavy Load,"",Carico Pesante
/  Town,"",/ Città
UNSTOPPABLE,"",INARRESTABILE
GRAPPLE,GRAPPLE BONUS,BONUS
BONUS,GRAPPLE BONUS,AFFERRARE
CURE / INFLICT,"",CURARE / INFLIGGERE
FAMILIAR,"",FAMIGLIO
SHIELD,"",SCUDO
Carried Items,"",Oggetti Trasportati
Improved|Evasion,"",Eludere|Migliorato
BASE ATTACK|BONUS,"",BONUS|ATTACCO BASE
PORTRAIT,"",RITRATTO
CHANNEL,CHANNEL|PER DAY,INCANALARE
PER DAY,CHANNEL|PER DAY,AL GIORNO
Inquisitor|Level,"",Livello|Inquisitore
Affiliation,"",Affiliazione
MONEY,"",SOLDI
"Racial,|Feats,|Synergy","","Razziale,|Talenti,|Sinergia"
Radius centred|on the Cleric,"",Raggio centrato|sul Chierico
Trap Sense +4,"",Percepire Trappole +4
"Armour, Shield","","Armatura, Scudo"
Trap Sense +5,"",Percepire Trappole +5
Forgery,"",Contraffare
Trap Sense +6,"",Percepire Trappole +6
d20 +,"",d20 +
Worn Items,"",Oggetti Indossati
COMBAT,"",COMBATTIMENTO
Arms / Wrists,"",Braccia / Polsi
Search,"",Ricerca
Gather Information,"",Raccogliere informazioni
Neck / Throat,"",Collo / Gola
Jump,"",Saltare
"Weapons, Ammo","","Armi, Munizioni"
SPELL BOOK,"",LIBRO DEGLI INCANTESIMI
Decipher Script,"",Decifrare testi
Ranger Level,"",Livello da Ranger
2d6 +,"",2d6 +
Other skills:|Craft - INT|Perform - CHA,"",Altre ablt:|Artigian.-INT|Intrattenere-CAR
Trained,"",Con addestramento
rks,"",grd
Ability Modifier = (Total Ability Score - 10) ÷ 2,"",Modificatore di Statistica = (Punteggio Statist. Totale - 10) ÷ 2
Trap Sense +1,"",Percepire Trappole +1
Knowledge - INT|Profession - WIS,"",Conoscenza-INT|Professione-SAG
Trap Sense +2,"",Percepire Trappole +2
Trap Sense +3,"",Percepire Trappole +3
mins,"",min
CON,+ CON| per level,COS|
per level,+ CON| per level,per livello
ROGUE,"",LADRO
CMD,FLAT-FOOTED|CMD,IMPREPARATO
Greater ),"",Superiore )
Page,"",Pagina
Ronin|Level,"",Livello|Ronin
Kingdom,"",Regno
Temp CMD,"",DMC Temp.
Knowledge: Arcana,"",Conoscenze: Arcane
Knowledge: Dungeoneering,"",Conoscenze: Dungeon
Knowledge: Religion,"",Conoscenze: Religioni
Knowledge: The Planes,"",Conoscenze: Piani
INT,+ INT| per level,INT|
per level,+ INT| per level,per livello
Class skills,"",Abilità di Classe
Class|Skills,Class|Skills|+3,|+3
PER DAY,POWER|PER DAY,al GIORNO
Height,"",Altezza
Duration,"",Durata
TWO-WEAPON FIGHTING,"",COMBATTERE con DUE ARMI
Age,"",Età
Monk Level|÷ 4,"",Liv. Monaco|÷ 4 
Temp CMB,"",BMC Temp.
ARCHERY,"",TIRO con L'ARCO
Knowledge: Nature,"",Conoscenze: Natura
ft,30 ft,m
DEFENCE,"",DIFESA 
"Scrolls, Potions,|Wands, Components","","Pergamene,Pozioni,|Bacchette,Componenti"
Chest,"",Petto
Headband,"",Fascia
SAVING THROWS,"",TIRI SALVEZZA
STA,"",STA
Favoured class,"",Classe preferita
Valuables,"",Preziosi
Belts,"",Cinture
Temp Attack,"",Attacco Temporaneo
- 1 per 5lb| carried,"",-1 ogni 2.5kg|trasportati
Attack|Penalty,"",Penalità|Attacco
Cost:,Cost: 2 pt,Costo:
2 pt,Cost: 2 pt,2 punti
Temp Damage,"",Danno Temporaneo
Misc|Modifier,"",Modificatori|Vari
Max|Ranks,"",Gradi|Max
RANGER,"",RANGER
Attack|Bonus,"",Bonus|Attacco
Temp|Score,"",Punteggio|Temp
if larger/|smaller,"",se più grande/|piccolo
TEAMWORK FEATS,"",TALENTO DI SQUADRA
Metamagic|Adjustment,"",Mod. Livello|Metamagico
CHANNEL,CHANNEL|RANGE,INCANALARE
RANGE,CHANNEL|RANGE,DISTANZA
DOMAINS,"",DOMINI
MOUNT,"",CAVALCATURA
ECO,"",ECO
Hat / Mask,"",Cappello / Maschera
CLERIC,"",CHIERICO
+ Size|  diff x4,"",+ Taglia| diff x4
Debts,"",Debiti
Samurai|Level,"",Livello|Samurai
Keen,"",Affilata
Clothes / Body,"",Vestiti / Corpo
LOY,"",LEA
Granted Powers,"",Poteri Concessi
Max Load,"",Carico Massimo
EDICTS,"",EDITTI
Poison Use,"",Uso dei Veleni
N/A,"",N/D
per turn,"",per turno
Racial|bonus,"",Bonus|Raziale
DEFENCE & SAVING THROWS,"",DIFESA & TIRI SALVEZZA
Parents,"",Genitori
Employer,"",Datore di lavoro
Fears,"",Paure
AFFILIATIONS,"",AFFILIAZIONI
ARMOUR,ARMOUR CLASS,CLASSE
CLASS,ARMOUR CLASS,ARMATURA
CHARACTER|BACKGROUND,"",BACKGROUND|PERSONAGGIO
TOUCH,TOUCH AC,CA
AC,TOUCH AC,CONTATTO
Dislikes,"",Cose detestate
BARD,"",BARDO
Defining Features,"",Tratti caratteristici
Religion,"",Religione
Motivations,"",Motivazioni
Likes,"",Cose preferite
Current Country,"",Paese attuale
Medium,"",Medio
Origin,"",Origine
SORCERER,"",STREGONE
- Size|  mod x4,"",- Taglia|mod x4
Region,"",Regione
Other items,"",Altri oggetti
FLAT-FOOTED,FLAT-FOOTED AC,CA
AC,FLAT-FOOTED AC,IMPREPARATO
Base Save,"",Salvezza base
Synergy,"",Sinergia
ORIGINS,"",ORIGINI
d6,d6 +,d6
5-LEVEL|BONUS,"",BONUS|5-LIVELLI
Quirks,"",Tratti particolari
Country,"",Paese
Craft -,Craft - INT|Perform - CHA,Artigianato - 
INT,Craft - INT|Perform - CHA,INT
Perform -,Craft - INT|Perform - CHA,Intrattenere - 
CHA,Craft - INT|Perform - CHA,CAR
FRIENDS AND FOES,"",AMICI E NEMICI
Arms,"",Braccia
+1 per level,"",+1 per livello
CLASS,"",CLASSE
APPEARANCE,"",ASPETTO
NPC,"",PNG
METAMAGIC,"",METAMAGIA
NINJA,"",NINJA
Hair,"",Capelli
TACTICIAN,"",TATTICO
DAMAGE,DAMAGE BONUS,DANNO
BONUS,DAMAGE BONUS,BONUS
Preferred Clothing,"",Abiti preferiti
Knowledge -,Knowledge - INT|Profession - WIS,Conoscenza - 
INT,Knowledge - INT|Profession - WIS,INT
Profession -,Knowledge - INT|Profession - WIS,Professione - 
WIS,Knowledge - INT|Profession - WIS,SAG
ARCANE BOND,"",LEGAME ARCANO
CHALLENGE,"",SFIDA
CHALLENGES,CHALLENGES|PER DAY,SFIDE
PER DAY,CHALLENGES|PER DAY,al GIORNO
Population,"",Popolazione
CHARGE,"",CARICA
Handle Animal|Bonus,"",Bonus|Addestrare Animali
Head,"",Testa
Healing,"",Guarigione
RESOLVE,"",FERMEZZA
CONTAINER,"",CONTENITORE
Destruction,"",Distruzione
BANNER,"",STENDARDO
INSPIRE GREATNESS,"",ISPIRARE GRANDEZZA
+2 to any one ability score,"",+2 a ogni punteggio di Abilità
Icy burst,"",E. ghiaccio
BASIC SPEED,"",VELOCITÀ BASE
Round down,"",per difetto
Rounds Shared|This Encounter,"",Round Condivisione|Questo Combattimento
BONDED OBJECT,"",OGGETTO LEGATO
SPECIALITY,SPECIALITY SCHOOL,SCUOLA di
SCHOOL,SPECIALITY SCHOOL,SPECIALIZZAZIONE
SPELL SCHOOLS,"",SCUOLE DI MAGIA
EIDOLON,"",EIDOLON
Cavalier’s Charge,"",Carica del Cavaliere
EXPERT|TRAINER,"",ADDESTRATORE|ESPERTO
Saving|Throw|Bonus,"",Bonus|Tiri|Salvezza
Challenged target suffers -2 penalty to AC against|any target other than you.,"",Il bersaglio sfidato subisce -2 alla CA|contro ogni attaccante escluso il samurai
Challenges|Today,"",Sfide|Oggi
Charge attack,"",Attacco in carica
Shock,"",Folgorante
Shocking burst,"",Espl. folgor.
(damage is triple only if using a lance),"",(danno triplo solo usando una lancia)
Knowledge:,"",Conoscenza:
LEVELS,"",LIVELLI
Animal,"",Animale
Light,"",Luce
2 ki points,"",2 punti ki
Location,"",Collocazione
"(round down, min 1)","","(per difetto, min 1)"
MELEE DAMAGE,MELEE DAMAGE|BONUS,BONUS DANNO
BONUS,MELEE DAMAGE|BONUS,in MISCHIA
FEAT SHARING,FEAT SHARING|DURATION,CONDIVIS. TALENTO
DURATION,FEAT SHARING|DURATION,DURATA
FEAT SHARING,FEAT SHARING|PER DAY,CONDIVIS. TALENTO
PER DAY,FEAT SHARING|PER DAY,al GIORNO
Supreme Charge,"",Carica Suprema
Cost:,Cost: (1 pt to fix as a move action),Costo:
(1 pt to fix as a move action),Cost: (1 pt to fix as a move action),(1 punto per riparare come azione di movimento)
Take -2 penalty to AC against any enemy except challenged target,"",Subisce -2 alla CA contro ogni nemico escluso il bersaglio sfidato
Body,"",Corpo
Favoured|Enemy|Bonus,"",Bonus|Nemico|Prescelto
Feat Sharing|Today,"",Condivisione Talento|Oggi
Fighter|Level,"",Livello|del Guerriero
Critical Range,"",Intervallo di Crit.
Mighty Charge,"",Carica Possente
Flaming,"",Infuocata
Flaming burst,"",Espl. fiamme
Treat hands as weapons,"",Tratta le mani come armi
Mounted Speed,"",Velocità Cavalcatura
3-LEVEL|BONUS,"",BONUS|3-LIVELLI
"Free bull rush, disarm, sunder or trip on successful charge; no Attack of Opportunity.","","Manovra gratuita di disarmare, spezzare o spingere se carica con successo; No AdO"
Frost,"",Gelida
No Armour Check penalty when charging.,"",Nessuna penalità alla CA durante la carica
VALUABLE ITEMS,"",OGGETTI di VALORE
None,"",Nessuno
Armour|& Shield,"",Armatura|& Scudo
WEAPON,"",ARMA
"On critical hit, target is stunned (or staggered if they pass a Will save) for 1d4 rds.","","Se critico, il bersaglio è stordito (o barcollante se supera un TS su Volontà) per 1d4 round"
WIZARD,"",MAGO
Weapon type,"",Tipo di arma
Weapon|Damage|Bonus,"",Bonus|Danno|Armi
When training an animal to serve as a mount,"",Quando addestra un animale come cavalcatura
PALADIN,"",PALADINO
50 coins weighs 1lb,"","50 monete pesano 0,5kg"
coins,"",Monete  
dice,"",dadi
CAVALIER ORDER — SKILLS,"",ORDINE CAVALLERESCO - ABILITÀ
Patron,"",Patrono
Damage bonus,"",Danni Bonus
HEALING POINTS,HEALING POINTS|PER DAY,PUNTI GUARITI
PER DAY,HEALING POINTS|PER DAY,PER GIORNO
Bombs Today,"",Bombe oggi
Quick Clear,"",Riparazione Rapida
Creature Name,"",Nome della creatura
Summoned|Mount Today,"",Evocati|Cavalcati Oggi
Creature|Level,"",Livello|Della creatura
MELEE ATTACK,MELEE ATTACK|BONUS,ATTACCO in MISCHIA
BONUS,MELEE ATTACK|BONUS,BONUS  
MEDIUM RANGE,"",RAGGIO MEDIO
CLOSE RANGE,"",RAGGIO VICINO
MAX WEAPON,MAX WEAPON|ENHANCEMENT,POTENZIAMENTO
ENHANCEMENT,MAX WEAPON|ENHANCEMENT,MASSIMO ARMA
Subtype,"",Sottotipo
QUEST ITEMS,"",OGGETTI DELLA QUEST
Fix a broken firearm as standard action,"",Ripara un'arma rotta come azione standard
Piercing,"",Penetrante
Towns,"",Città
Extract|Save DC,"",CD TS|Estratti
Extracts|per day,"",Estratti|al giorno
Extract Save DC = 10 + INT + Extract Level,"",CD Estratti = 10 + INT + Livello Estratto
Concentration|Bonus,"",Bonus|Concentrazione
Gunslinger|Level,"",Livello|Pistolero
Splash|radius,"",Raggio|Spargimento
Monk bonus applies when|unarmoured and unencumbered,"",Il bonus del Monaco si applica quando è|senza armatura e con ingombro nullo/leggero
Longbow,"",Arco lungo
to confirm criticals,"",per confermare critici
Evolutions,"",Evoluzioni
Spend all remaining resolve (at least 2) to avoid death,"",Spendere gli usi di Fermezza rimasti (minimo 2) per evitare la morte
Gunslinger’s Dodge,"",Schivata del Pistolero
"Move 5ft immediately; +2 AC against triggering attackAlternatively, drop prone for +4 AC","","Muoversi di 1.5m come azione immediata;+2 a CA contro l'attacco|In alternativa, farsi cadere prono per avere +4 a CA"
Two-handed weapon,"",Arma a due mani
Level 16:,Level 16: Twice per day,Livello 16: 
Twice per day,Level 16: Twice per day,Due volte al giorno
Specialist|Spell,"",Inc.|Specialista
Forbidden|During,Forbidden|During|RAGE!,Proibite|durante
RAGE!,Forbidden|During|RAGE!,l'IRA!
Special properties,"",Proprietà speciali
M’wk,"",Prft
2 Bonus hit dice|+ 2d10 (including CON),"",2 dadi vita bonus|+2d10 (incluso bonus di Cos)
LYCANTHROPE,"",LICANTROPO
"Sneak attack damage can be applied when a target is flanked oris denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.","","Il danno da attacco furtivo si può applicare quando un bersaglio è|ﬁancheggiato o se viene privato del proprio bonus di DES alla CA.|Per gli Attacchi a distanza, si applica solo entro 9 m.|Non viene moltiplicato dai Colpi critici.|Può essere Danno non letale solo con una arma non letale."
Enhancement,"",Potenziamento
LONG RANGE,"",RAGGIO LUNGO
Smitings Today,"",Punizioni Oggi
ALCHEMY,"",ALCHIMIA
NPC GROUP,"",GRUPPO PNG
Naginata,"",Naginata
LAST STAND,"",RESISTENZA FINALE
Knowledge: Geography,"",Conoscenze: Geografia
Skill,"",Abilità
Empty Body,Empty Body|Become ethereal,Corpo Vuoto
Basic|Damage,"",Danno|Base
Base|Extracts,"",Estratti|base
"Use this DC for Splash reflex saves,|Discovery fortitude saves etc.","","Usa questa CD per TS Riflessi contro|spargimento, TS tempra per le scoperte etc."
Use touch AC beyond first range increment,"",Usa CA a contatto oltre il primo incremento di gittata
Katana,"",Katana
Character name,"",Nome del Personaggio
DC 15,"",CD 15
Base|Attack Bonus /|Monk Level,"",Bonus Attacco|Base /|Liv. Monaco
Deadeye,"",Occhio Letale
Penetrating Strike  (,"",Colpo Penetrante (
Base Weapon,"",Arma Base
Base Value,"",Valore Base
EXTRACTS,"",ESTRATTI
ORDER,"",ORDINE
OTHER DAMAGE,"",ALTRI DANNI
Vorpal,"",Vorpal
AC Penalty,"",Penalità CA
Item,"",Oggetto
GREATER RESOLVE,"",FERMEZZA SUP.
+1 grit point,"",+1 punto grinta
WEAPON ENHANCEMENT,"",POTENZIAMENTO ARMA
WEAPON EXPERTISE,"",ESPERTO nell'ARMA
WEAPON TRAINING,"",ADDESTRAMENTO NELLE ARMI
Bonus to saves against charm|and compulsion effects,"",Bonus ai TS contro|charme e compulsione
SUMMONER|LEVEL,"",LIVELLO|CONVOCATORE
DEFENSIVE CASTING,"",LANCIARE sulla DIFENSIVA
SUMMONER,"",CONVOCATORE
SUMMONED CREATURE,"",CREATURA EVOCATA
Alignment,"",Allineamento
SPLASH DAMAGE,"",Danno Spargimento
BUILDINGS,"",EDIFICI
DEMANDING CHALLENGE,"",SFIDA IMPEGNATIVA
Cash,"",Contanti
Carried by / given to,"",Trasportato da / Dato a
DETERMINED,"",DETERMINATO
Wakizashi,"",Wakizashi
"Once per day, while fighting a challenge:| • all weapons (except criticals) do minimum damage| • remain conscious and not staggered below 0 hp| • cannot be killed by weapons except by target","","Una volta al giorno, durante una sfida:|• tutte le armi infliggono danno minimo (critici esclusi)|• rimane cosciente e non barcollante sotto 0 pf|• non può essere ucciso da armi non impugnate dal bersaglio"
"Once per day, while fighting a challenge:| • immune to being shaken, frightened or panicked| • remain conscious below 0 hp| • may spend one use of Resolve to reroll any save.","","Una volta al giorno, durante una sfida:|• immune a scosso, spaventato e in preda al panico|• rimane cosciente sotto 0 pf|• può spendere un uso di Fermezza per ritirare un TS"
Dancing,"",Danzante
Book,"",Libro
DISCERN LIES,"",RIVELA BUGIE
Weapon Focus  (,"",Arma Focalizzata (
DISCOVERIES,"",SCOPERTE
SKILL|RANKS,"",ABILITÀ|GRADI
DISCOVERIES,DISCOVERIES|KNOWN,SCOPERTE
KNOWN,DISCOVERIES|KNOWN,CONOSCIUTE
Draw selected weapon as an immediate action:,"",Estrae l'arma prescelta come azione gratuita:
Weapon Specialisation  (,"",Arma Specializzata (
ATTACK,ATTACK ACTIONS,AZIONI 
ACTIONS,ATTACK ACTIONS,d'ATTACCO
Organisation,"",Organizzazione
BOMBS,BOMBS|PER DAY,BOMBE
PER DAY,BOMBS|PER DAY,al GIORNO
Weapon|Training,"",Addestramento|nelle Armi
BOMBS,"",BOMBE
Improved Critical or Keen weapon,"",Critico Migliorato o arma Affilata
SAVING,SAVING|THROW DC,CD TIRI
THROW DC,SAVING|THROW DC,SALVEZZA
Overcome spell resistance,"",Supera la Res. agli Incantesimi
HONOURABLE STAND,"",RESISTENZA ONOREVOLE
ATTRIBUTES,"",ATTRIBUTI
PARTY,"",GRUPPO
PARTY FUNDS,"",FONDI DEL GRUPPO
PARTY INVENTORY,"",INVENTARIO DEL GRUPPO
Immediately stabilise and remain conscious (but staggered),"",Si stabilizza immediatamente e rimane cosciente (ma barcollante)
Aspect,"",Aspetto
BASIC DAMAGE,"",DANNO BASE
Level,100’+ 10’ × Level,Livello
PF-RPG,"",PF-GdR
Level,400’+ 40’ × Level,Livello
Resolve|Today,"",Fermezza|Oggi
Resistance,"",Resistenza
POISON RESISTANCE,"",RESISTENZA al VELENO
POISON RESISTANCE,POISON RESISTANCE FORTITUDE SAVE BONUS,RESISTENZA al VELENO
FORTITUDE SAVE BONUS,POISON RESISTANCE FORTITUDE SAVE BONUS,BONUS TS TEMPRA
Damage Reduction:,"",Riduzione del Danno:
+2 to confirm critical hits with selected weapon,"",+2 per confermare i critici con l'arma prescelta
Regain one use of Resolve when you|defeat the target of a Challenge,"",Riguadagni un uso di Fermezza quando|sconfiggi il bersaglio di una Sfida
PROHIBITED,PROHIBITED SCHOOLS,SCUOLE
SCHOOLS,PROHIBITED SCHOOLS,PROIBITE
BARBARIAN!,"",BARBARO!
"Recover from being fatigued, shaken or sickened","Recover from being fatigued, shaken or sickened|Level 8: recover from being exhausted, frightened, nauseated or staggered","Rimuove condizione affaticato, infermo o scosso"
