Original,Part of,Translation
"recover from being exhausted, frightened, nauseated or staggered","Recover from being fatigued, shaken or sickened|Level 8: recover from being exhausted, frightened, nauseated or staggered","Rimuove barcollante, esausto, nauseato o spaventato"
BONUS,SPELL DC|BONUS,BONUS
ft,20 ft  4 sq,m
sq,20 ft  4 sq,q
5ft,Pack Attack    Ally’s attack allows you to take 5ft step,"1,5mt"
step,Pack Attack    Ally’s attack allows you to take 5ft step,passo
"stability,","+2 stability, +2bp consumption","stabilità,"
+2bp,"+2 stability, +2bp consumption",+2 consumo
consumption,"+2 stability, +2bp consumption",bp
Sneaking Precision,Sneaking Precision    Apply a critical effect to the,Precisione Furtiva
Apply a critical effect to the,Sneaking Precision    Apply a critical effect to the,Applicare un effetto critico al
Resist Nature’s Lure,Resist Nature’s Lure|+4 to saves against the fey and plants,Resistenza al Richiamo della Natura
+4 to saves against the fey and plants,Resist Nature’s Lure|+4 to saves against the fey and plants,+4 ai TS contro folletti e vegetali
PROHIBITED,PROHIBITED SCHOOLS,SCUOLE
SCHOOLS,PROHIBITED SCHOOLS,PROIBITE
2 points,Intelligence or Wisdom nerf -2 points,2 punti
Become any small or medium animal,Wild Shape|Become any small or medium animal,Trasformazione in un animale piccolo o medio
2 ki points,Heal somebody else’s wounds - 2 ki points,2 punti ki
COMBAT MANOEUVRE,COMBAT MANOEUVRE|BONUS,BONUS A MANOVRA
BONUS,COMBAT MANOEUVRE|BONUS,IN COMBATTIMENTO
Trackless Step,"Trackless Step|Leave no trail, unless deliberately",Passo senza Tracce
"Leave no trail, unless deliberately","Trackless Step|Leave no trail, unless deliberately","Non lascia tracce, se non volontariamente"
Weapon Focus,Weapon Focus   +1 to attack with selected weapon,Arma Focalizzata
DAMAGE,DAMAGE|BONUS,DANNI
BONUS,DAMAGE|BONUS,BONUS
Switch places with an ally,Swap Places    Switch places with an ally,Cambia posto con un alleato
GREATER,GREATER RAGE!,IRA
RAGE!,GREATER RAGE!,SUPERIORE!
Cost:,Cost: 2 pt,Costo:
2 pt,Cost: 2 pt,2 punti
(which grants,(which grants +24 to Acrobatics),(che garantisce
to Acrobatics),(which grants +24 to Acrobatics),ad Acrobazia)
+2d6,Damage +2d6 to good/evil creatures,+2d6
INSPIRE HEROICS,INSPIRE HEROICS  MAX AFFECTED,ISPIRARE EROISMO
MAX AFFECTED,INSPIRE HEROICS  MAX AFFECTED,MAX INFLUENZATI
30 ft / 6 sq,The default range increment of a |thrown mind blade is 30 ft / 6 sq.,9m / 6q
Make unarmed strikes with any free limb|Flurry of blows uses full,"Make unarmed strikes with any free limb|Flurry of blows uses full STR bonus, even with off hand",Effettua attacchi senz'armi con ogni arto libero|Raffica di colpi utilizza il bonus di
STR,"Make unarmed strikes with any free limb|Flurry of blows uses full STR bonus, even with off hand",FOR
"bonus, even with off hand","Make unarmed strikes with any free limb|Flurry of blows uses full STR bonus, even with off hand","completo, anche con la mano secondaria"
AURAS,AURAS|PER DAY,AURE
6 ki points,Gain two extra standard actions - 6 ki points,6 punti ki
Outflank,Outflank    When flanking,Grande Fiancheggiatore
When flanking,Outflank    When flanking,Durante fiancheggiamento
Fast Movement,Fast Movement +40 ft,Movimento veloce
+40 ft,Fast Movement +40 ft,12 m
STUNNING FIST,STUNNING FIST|PER DAY,PUGNO STORDENTE
PER DAY,STUNNING FIST|PER DAY,AL GIORNO
BONUS,EXOTIC WEAPON ATTACK BONUS,BONUS
DC,DC 15,CD
ASSIGN LEADERSHIP,ASSIGN LEADERSHIP    Adjust kingdom rolls,ASSEGNA COMANDO
Adjust kingdom rolls,ASSIGN LEADERSHIP    Adjust kingdom rolls,Aggiusta i tiri del regno
Evasive,Evasive    Gain Evasion and Uncanny Dodge,Elusivo
Gain Evasion and Uncanny Dodge,Evasive    Gain Evasion and Uncanny Dodge,Ottieni Eludere e Schivare Prodigioso Migliorato
Greater Penetrating Strike,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Colpo Penetrante Superiore
SPECIALITY,SPECIALITY SCHOOL,SCUOLA di
SCHOOL,SPECIALITY SCHOOL,SPECIALIZZAZIONE
CREATURES AFFECTED,CREATURES AFFECTED TOTAL HIT DICE,CREATURE INFLUENZATE
Dead Shot,"Dead Shot    Roll all attacks, additional hits add dice",Colpo Letale
"Roll all attacks, additional hits add dice","Dead Shot    Roll all attacks, additional hits add dice","Tira tutti gli attacchi, dadi per il danno addizionali"
1d4,"1d4 negative levels, 1 round",1d4
Bonus Spells,Bonus Spells|CHA,Inc. Bonus
CHA,Bonus Spells|CHA,CAR
COMBAT|MANEUVRE,COMBAT|MANEUVRE|DEFENCE,DIFESA|MANOVRE in
DEFENCE,COMBAT|MANEUVRE|DEFENCE,COMBATTIMENTO
CONCENTRATION,CONCENTRATION|BONUS,CONCENTAZIONE
BONUS,CONCENTRATION|BONUS,BONUS
BONUS,WILD EMPATHY |BONUS,BONUS
Kineticist,Kineticist (psychokinesis),Cineta
(psychokinesis),Kineticist (psychokinesis),(psicocinesi)
BONUS,HIT DIE BONUS,BONUS
RAGE!,RAGE! POWERS |KNOWN,IRA!
POWERS,RAGE! POWERS |KNOWN,POTERI
KNOWN,RAGE! POWERS |KNOWN,CONOSCIUTI
CON,+ CON| per level,COS
per level,+ CON| per level,per livello
NO TRACE,NO TRACE|BONUS,BONUS
BONUS,NO TRACE|BONUS,NESSUNA TRACCIA
KI POOL,KI POOL|CAPACITY,RISERVA KI
CAPACITY,KI POOL|CAPACITY,CAPACITÀ
MAX ARMOUR|DEX,MAX ARMOUR|DEX BONUS,MAX DEST|
BONUS,MAX ARMOUR|DEX BONUS,BONUS dell'ARMATURA
SUBTOTAL,SUBTOTAL BUFFS & TEAMWORK,SOTTOTOTALE
BUFFS & TEAMWORK,SUBTOTAL BUFFS & TEAMWORK,INCREMENTI & SQUADRA
FLAT-FOOTED,FLAT-FOOTED AC,CA
AC,FLAT-FOOTED AC,IMPREPARATO
DAMAGE,DAMAGE BONUS,DANNO
BONUS,DAMAGE BONUS,BONUS
OPPOSED,OPPOSED SCHOOLS,SCUOLE
SCHOOLS,OPPOSED SCHOOLS,OPPOSTE
Fast Movement,Fast Movement +60 ft,Movimento veloce
+60 ft,Fast Movement +60 ft,18 m
Slow Fall,Slow Fall 20 ft,Caduta lenta
20 ft,Slow Fall 20 ft,3 m
Strength Score|Penalty:,Strength Score|Penalty: -2,Punteggio di Forza|Penalità:
all your ki points,Bring a target back to life - all your ki points,tutti i tuoi punti ki
2 ki points,Ally may re-roll attack or save - 2 ki points,2 punti ki
Expert Loading,Expert Loading    Keep a broken gun from exploding on a misfire,Esperto nella Ricarica
Keep a broken gun from exploding on a misfire,Expert Loading    Keep a broken gun from exploding on a misfire,Impedisce a un'arma inceppata di esplodere
RAGE!,RAGE!  DURATION|PER DAY,IRA!
DURATION,RAGE!  DURATION|PER DAY,DURATA
PER DAY,RAGE!  DURATION|PER DAY,AL GIORNO
CMB,"Tandem Trip    When ally is adjacent, roll twice for trip CMB",BMC
1d6 /level,"Harm spirits, 1d6 /level, within 30ft",1d6 / livello
", within","Harm spirits, 1d6 /level, within 30ft",", entro"
30ft,"Harm spirits, 1d6 /level, within 30ft",9m
EVIL DAMAGE,EVIL DAMAGE|BONUS,DANNI ai MALVAGI
Ignore damage reduction up to,Penetrating Strike    Ignore damage reduction up to 5/—,Ignora la riduzione del danno fino a
FLAT-FOOTED,FLAT-FOOTED ARMOUR CLASS,IMPREPARATO
ARMOUR CLASS,FLAT-FOOTED ARMOUR CLASS,CLASSE ARMATURA
ARCANE POOL,ARCANE POOL|CAPACITY,RISERVA ARCANA
CAPACITY,ARCANE POOL|CAPACITY,CAPACITÀ
GRIT POINTS,GRIT POINTS|PER DAY,PUNTI GRINTA
PER DAY,GRIT POINTS|PER DAY,al GIORNO
FOES,FOES|PER DAY,NEMICI
PER DAY,FOES|PER DAY,AL GIORNO
Broken Wing Gambit,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Fingere debolezza
Grant,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Conferisce
", get attack of opportunity","Broken Wing Gambit    Grant +2/+2, get attack of opportunity",", si ottiene attacco di opportunità"
6 ki points,Target of an attack surrenders - 6 ki points,6 punti ki
TURNS,TURNS PER DAY,TURNI
PER DAY,TURNS PER DAY,AL GIORNO
Back to Back,Back to Back    +2 to AC against flanking,Schiena contro Schiena 
to,Back to Back    +2 to AC against flanking,alla 
AC,Back to Back    +2 to AC against flanking,CA
against flanking,Back to Back    +2 to AC against flanking,contro fiancheggiamento
loyalty,+1 loyalty,Lealtà
TAKE 20,TAKE 20 PER DAY,PRENDI 20
Bonus Spells,Bonus Spells|INT,Inc. Bonus
Cost:,Cost: (1 pt to fix as a move action),Costo:
(1 pt to fix as a move action),Cost: (1 pt to fix as a move action),(1 punto per riparare come azione di movimento)
ADJUSTMENT,POINT COSTADJUSTMENT,VARIAZIONE
2 or more ki points,20ft aura of luck - 2 or more ki points,2 o più punti ki
Slinger’s Luck,Slinger’s Luck    Reroll a saving throw (must take second roll)Reroll a skill check,Pistolero Fortunato
Reroll a saving throw (must take second roll)Reroll a skill check,Slinger’s Luck    Reroll a saving throw (must take second roll)Reroll a skill check,Ritira un TS o una prova di abilità (bisogna tenere il secondo tiro) 
(which grants,(which grants +16 to Acrobatics),(che garantisce
to Acrobatics),(which grants +16 to Acrobatics),ad Acrobazia)
RESOLVE,RESOLVE|USES PER DAY,FERMEZZA
USES PER DAY,RESOLVE|USES PER DAY,USI al GIORNO
Acrobatics DC = 5 + Opponent’s,Acrobatics DC = 5 + Opponent’s CMD,CD Acrobazia = 
CMD,Acrobatics DC = 5 + Opponent’s CMD,5 + DMC Avversario
Furious Focus,Furious Focus    Ignore power attack penalty for first attack,Furia Focalizzata
Ignore power attack penalty for first attack,Furious Focus    Ignore power attack penalty for first attack,Ignora la penltà per atcco poder. al prm atcco
"loyalty,","+3 loyalty, +4bp consumption","lealtà,"
+4bp,"+3 loyalty, +4bp consumption",+4 consumo
consumption,"+3 loyalty, +4bp consumption",bp
Heal your own wounds -,Heal your own wounds - 2 ki points,Curare le proprie ferite -
2 ki points,Heal your own wounds - 2 ki points,1 punto Ki
Menacing Shot,Menacing Shot    Shoot into the air to inspire fear within 30ft,Colpo Minaccioso
Shoot into the air to inspire fear within 30ft,Menacing Shot    Shoot into the air to inspire fear within 30ft,Spara in aria per ispirare paura nel raggio di 9m
Improved Spell Recall,Improved Spell Recall|Reprepare any spell already cast today,Ricordare Incantesimi Migliorato
Reprepare any spell already cast today,Improved Spell Recall|Reprepare any spell already cast today,Ricorda un incantesimo già lanciato oggi
CHANNEL,CHANNEL|RANGE,INCANALARE
RANGE,CHANNEL|RANGE,DISTANZA
BONUS,SNEAK ATTACK|BONUS,BONUS
Forbidden|During,Forbidden|During|RAGE!,Proibite|durante
RAGE!,Forbidden|During|RAGE!,l'IRA!
Two-weapon Fighting,Two-weapon Fighting   Penalty for wielding two weapons reduced to -4 / -4,Combattere con Due Armi
Penalty for wielding two weapons reduced to -4 / -4,Two-weapon Fighting   Penalty for wielding two weapons reduced to -4 / -4,La penalità per combattere con 2 armi si riduce a -4/-4
"+10ft speed; once an hour, run at double speed","Run Like The Wind|+10ft speed; once an hour, run at double speed","velocità +3m; una volta all'ora, corre al doppio della velocità"
Class|Skills,Class|Skills|+3,Abilità|di classe
2 /day,Spirit form  2 /day,2/gg
Treated as an Outsider,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,Trattato come un Esterno
Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,Immune a Charmare Persone e altri effetti|che bersagliano i non Esterni|Riduzione del danno
10/chaotic,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,10/caotico
(which grants,(which grants +4 to Acrobatics),(che garantisce
to Acrobatics),(which grants +4 to Acrobatics),ad Acrobazia)
Rapid Shot,"Rapid Shot    When making a full-round attack, get one additional attack in return for a -2 penalty",Tiro Rapido
"When making a full-round attack, get one additional attack in return for a -2 penalty","Rapid Shot    When making a full-round attack, get one additional attack in return for a -2 penalty"," Durante un attacco completo, effettua un attacco aggiuntivo. Penalità -2 a tutti i tiri"
BONUS,TOUCH AC|BONUS,BONUS
TRAP SENSE,TRAP SENSE|REFLEX BONUS,PERCEPIRE TRAPPOLE
REFLEX BONUS,TRAP SENSE|REFLEX BONUS,BONUS RIFLESSI
Masterwork,Masterwork     Doesn’t stack with magic bonus,Perfetto
Doesn’t stack with magic bonus,Masterwork     Doesn’t stack with magic bonus,Non si cumula con il bonus magico
+ Spell Level,SLA Save DC = 10 + CHA + Spell Level,+ Liv. Incantesimo
RAGE!,RAGE!|TODAY,IRA!
TODAY,RAGE!|TODAY,OGGI
ARMOUR CLASS,ARMOUR CLASS|BONUS,CLASSE ARMATURA
BONUS,ARMOUR CLASS|BONUS,BONUS
RAGE!,RAGE!|Today,IRA!
Today,RAGE!|Today,OGGI
PER DAY,POWER|PER DAY,al GIORNO
"economy,","+4 economy, -8 loyalty","Economia,"
loyalty,"+4 economy, -8 loyalty",Lealtà
"economy,","+2 economy, -2 loyalty","economia,"
loyalty,"+2 economy, -2 loyalty",lealtà
"Build farms, roads, mines etc","TERRAIN    Build farms, roads, mines etc","Costruire fattorie, strade, miniere, etc"
EVOLUTION,EVOLUTION|POOL,RISERVA PUNTI
POOL,EVOLUTION|POOL,EVOLUZIONE
Pinpoint Targeting,"Pinpoint Targeting    Make a single attack that bypasses shields, armour and natural armour",Mira Inesorabile
"Make a single attack that bypasses shields, armour and natural armour","Pinpoint Targeting    Make a single attack that bypasses shields, armour and natural armour","Effettua un singolo attacco che ignora i bonus alla CA di armatura, scudo e armatura naturale"
FEAR EFFECT,FEAR EFFECTWILL BONUS,BONUS TS VOLONTÀ
WILL BONUS,FEAR EFFECTWILL BONUS,contro PAURA
RANGED ATTACK,RANGED ATTACK|BONUS,ATTACCO a DISTANZA
BONUS,RANGED ATTACK|BONUS,BONUS  
MELEE DAMAGE,MELEE DAMAGE|BONUS,BONUS DANNO
BONUS,MELEE DAMAGE|BONUS,in MISCHIA
(If,Spell-Like Abilities (If INT or WIS is 8 or higher),(se
Double Slice,Double Slice    Add your full STR to damage with an off-hand weapon,Doppio Taglio
Add your full,Double Slice    Add your full STR to damage with an off-hand weapon," Aggiunge bonus di"
STR,Double Slice    Add your full STR to damage with an off-hand weapon,FOR
to damage with an off-hand weapon,Double Slice    Add your full STR to damage with an off-hand weapon,totale ai danni dell'arma secondaria
Far Shot,Far Shot    Attack penalty per range increment decreases from -2 to -1,Tiro Lontano
Attack penalty per range increment decreases from -2 to -1,Far Shot    Attack penalty per range increment decreases from -2 to -1," La penalità per ogni incremento di gittata è -1"
2 ki points,Receive enlightenment while you rest - 2 ki points,2 punti ki
"On a critical, Fort (DC 10 + ½ level +","On a critical, Fort (DC 10 + ½ level + DEX) or die","Se critico, TS Tempra (CD 10 + ½ Livello + "
DEX,"On a critical, Fort (DC 10 + ½ level + DEX) or die",DES
) or die,"On a critical, Fort (DC 10 + ½ level + DEX) or die",) oppure muore
Speed,"Speed × 2, Nimble",Velocità
ARMOUR,ARMOUR CLASS,CLASSE
CLASS,ARMOUR CLASS,ARMATURA
"loyalty,","+4 loyalty, +8bp consumption","lealtà,"
+8bp,"+4 loyalty, +8bp consumption",+8 consumo
consumption,"+4 loyalty, +8bp consumption",bp
Damage Reduction 2/,Damage Reduction 2/―,Riduzione del Danno 2/
2 ki points,"As a swift action once a day, create a 20ft-radius aura of|luck allowing yourself and all allies to take the better of two|rolls for attacks and saving throws.|Aura lasts 1 round for every 2 ki points spent",2 punti ki
AURA BONUS,AURA BONUS|MULTIPLIER,BONUS AURA
Gunslinger’s Dodge,"Gunslinger’s Dodge    Move 5ft immediately; +2 AC against triggering attackAlternatively, drop prone for +4 AC",Schivata del Pistolero
"Move 5ft immediately; +2 AC against triggering attackAlternatively, drop prone for +4 AC","Gunslinger’s Dodge    Move 5ft immediately; +2 AC against triggering attackAlternatively, drop prone for +4 AC","Muoversi di 1.5m come azione immediata;+2 a CA contro l'attacco|In alternativa, farsi cadere prono per avere +4 a CA"
POISON RESISTANCE,POISON RESISTANCE FORTITUDE SAVE BONUS,RESISTENZA al VELENO
FORTITUDE SAVE BONUS,POISON RESISTANCE FORTITUDE SAVE BONUS,BONUS TS TEMPRA
Shot on the Run,Shot on the Run    Attack at any point during your move,Tirare in Movimento
Attack at any point during your move,Shot on the Run    Attack at any point during your move," Attacca in un qualsiasi momento durante il movimento"
HEALING,HEALING|HIT POINTS,GUARIRE
HIT POINTS,HEALING|HIT POINTS,PUNTI FERITA
Coordinated Defence,Coordinated Defence    +2 to CMD,Difesa Coordinata
to,Coordinated Defence    +2 to CMD,a
CMD,Coordinated Defence    +2 to CMD,DMC
BONUS,TEMP DAMAGE|BONUS,BONUS
COMBAT|MANOEUVRE,COMBAT|MANOEUVRE|BONUS,BONUS|MANOVRA in
BONUS,COMBAT|MANOEUVRE|BONUS,COMBATTIMENTO
A Thousand Faces,A Thousand Faces|Change appearance at will,Mille Volti
Change appearance at will,A Thousand Faces|Change appearance at will,Cambia aspetto a volontà
Knowledge -,Knowledge - INT|Profession - WIS,Conoscenza - 
INT,Knowledge - INT|Profession - WIS,INT
Profession -,Knowledge - INT|Profession - WIS,Professione - 
WIS,Knowledge - INT|Profession - WIS,SAG
DISCERN LIES,DISCERN LIES|PER DAY,RIVELA BUGIE
PER DAY,DISCERN LIES|PER DAY,al GIORNO
Haste,Haste    One extra attack at full bonus,Velocità
One extra attack at full bonus,Haste    One extra attack at full bonus,Un attacco extra a bonus pieno
Devastating Strike,Devastating Strike    +2 per extra die,Colpo Devastante
per extra die,Devastating Strike    +2 per extra die,per dado extra
CHALLENGES,CHALLENGES|PER DAY,SFIDE
PER DAY,CHALLENGES|PER DAY,al GIORNO
RAGE!,RAGE! POWERS,IRA!
POWERS,RAGE! POWERS,POTERI
BONUS,STR AND DEX BONUS,BONUS
ENERGY,ENERGY|ROLL,TIRO
ROLL,ENERGY|ROLL,ENERGIA
Venom Immunity,Venom Immunity|Immune to all poisons,Immunità al veleno
Immune to all poisons,Venom Immunity|Immune to all poisons,Immune a tutti i tipi di veleno
BONUS,SMITING ATTACK|BONUS,BONUS
BONUS,MENTAL BASTION|BONUS,BONUS
Shield Wall,Shield Wall    +1 / +2 to AC when both using shields,Muro di Scudi
to,Shield Wall    +1 / +2 to AC when both using shields,a
AC,Shield Wall    +1 / +2 to AC when both using shields,CA
when both using shields,Shield Wall    +1 / +2 to AC when both using shields,quando entrambi usano scudi
WEAPON,WEAPON BONUSES,ARMI
BONUSES,WEAPON BONUSES,BONUS 
RAGE!,RAGE!|Modifier,IRA! 
Modifier,RAGE!|Modifier,Modificatore
Bleed damage equal to,"Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage",Danno da sanguinamento pari a
DEX,"Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage",DES
"Alternatively, 1 pt Strength, Dexterity or Constitution damage","Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","Oppure 1 danno a Forza, Destrezza o Costituzione"
BONUS,RESISTANCE|BONUS,BONUS
Level 16:,Level 16: Twice per day,Livello 16: 
Twice per day,Level 16: Twice per day,Due volte al giorno
MAX WEAPON,MAX WEAPON|ENHANCEMENT,POTENZIAMENTO
ENHANCEMENT,MAX WEAPON|ENHANCEMENT,MASSIMO ARMA
USES,USES|PER DAY,USI
PER DAY,USES|PER DAY,AL GIORNO
CMD,CMD BONUS,DMC
BONUS,CMD BONUS,BONUS
Cost:,Cost: 1 pt per extra range increment,Costo:
1 pt per extra range increment,Cost: 1 pt per extra range increment,1 punto per ogni incremento di gittata
Lose,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",Perde bonus
DEX,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",DES
bonus to,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",alla
AC,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",CA
-4 on,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",-4 a prove su
STR,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",FOR
and,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",e
"skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed"," e prove opposte di|Percezione; 50% di mancare quando attacca|CD 10 su Acrobazia per muoversi a più di ½ velocità"
Point Blank Shot,Point Blank Shot    +1 to attack and damage within first range increment,Tiro Ravvicinato
+1 to attack and damage within first range increment,Point Blank Shot    +1 to attack and damage within first range increment,+1 all'attacco e ai danni con armi a distanza entro 9m
Nomad,Nomad (psychoportation),Nomade
(psychoportation),Nomad (psychoportation),(psicotrasporto)
Cleaving Finish,Cleaving Finish    Extra attack if enemy is knocked out,Incalzare Terminale
Extra attack if enemy is knocked out,Cleaving Finish    Extra attack if enemy is knocked out,Attacco extra se il bersaglio è fuori combattimento
Coordinated Manoeuvres,Coordinated Manoeuvres    +2 to CMB,Manovre Coordinate
to,Coordinated Manoeuvres    +2 to CMB,a
CMB,Coordinated Manoeuvres    +2 to CMB,BMC
1000 xp,"Lose 1000 xp, receive Heal on reaching 0 hp",1000 xp
", receive Heal on reaching","Lose 1000 xp, receive Heal on reaching 0 hp",", riceve Cura se raggiunge"
0 hp,"Lose 1000 xp, receive Heal on reaching 0 hp",0 hp
WILL,WILL SAVE DC,CD SALVEZZA
SAVE DC,WILL SAVE DC,DI VOLONTÀ
(which grants,(which grants +12 to Acrobatics),(che fornisce
to Acrobatics),(which grants +12 to Acrobatics),ad Acrobazia)
Weapon Mastery,Weapon Mastery    Increased critical range and always confirm critical hits,Maestria nelle Armi
Increased critical range and always confirm critical hits,Weapon Mastery    Increased critical range and always confirm critical hits,Aumenta raggio di critc e conferma sempre colpi critici
BONUS,BONUS|DURATION,BONUS
ATTACK,ATTACK BONUS,ATTACCO
BONUS,ATTACK BONUS,BONUS
Gunslinger Initiative,"Gunslinger Initiative    +2 Initiative; (with Quick Draw, draw firearm as part of initiative)",Iniziativa del Pistolero
"+2 Initiative; (with Quick Draw, draw firearm as part of initiative)","Gunslinger Initiative    +2 Initiative; (with Quick Draw, draw firearm as part of initiative)",+2 a Iniziativa; (con Estrazione Rapida estrai l'arma come parte dell'iniziativa)
Queen Consort or Prince Consort,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,Regina Consorte o Principe Consorte
– May rule if the Ruler is absent. but must pass loyalty check or,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest," – Può governare in assenza del Governante. deve superare un tiro di lealtà o"
unrest,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,dissenso
Death’s Shot,"Death’s Shot    On a critical, Fort (DC 10 + ½ level + DEX) or die",Colpo della Morte
"On a critical, Fort (DC 10 + ½ level + DEX) or die","Death’s Shot    On a critical, Fort (DC 10 + ½ level + DEX) or die","Se critico, TS Tempra (CD 10 + ½ Livello + DES) oppure muore"
Empty Body,Empty Body|Become ethereal,Corpo Vuoto
(psychometabolism),Egoist (psychometabolism),(psicometabolismo)
Commands the army,"Commands the army – If vacant, -4 loyalty",Comanda l'esercito
"– If vacant,","Commands the army – If vacant, -4 loyalty","– Se vacante,"
loyalty,"Commands the army – If vacant, -4 loyalty",lealtà
Stunning Shot,Stunning Shot    Stun target for 1 round,Colpo Stordente
Stun target for 1 round,Stunning Shot    Stun target for 1 round,Stordisce il bersaglio per 1 round
+1d6,Damage +1d6,+1d6
CASTER,CASTER LEVEL,LIVELLO
LEVEL,CASTER LEVEL,DELL'INCANTATORE
Two-weapon Defence,Two-weapon Defence    +1 shield bonus to AC for using two weapons (+2 if fighting defensively),Difendere con Due Armi
+1 shield bonus to AC for using two weapons (+2 if fighting defensively),Two-weapon Defence    +1 shield bonus to AC for using two weapons (+2 if fighting defensively),Bonus +1 di scudo alla CA combattendo con 2 armi (+2 se sulla difensiva)
2/day,Vestige Metamagic 2/day,2/gg
Mighty,Mighty RAGE!,Possente
RAGE!,Mighty RAGE!,IRA!
Charge,Charge  -2 to AC for the rest of the round,Carica
to,Charge  -2 to AC for the rest of the round,alla
AC,Charge  -2 to AC for the rest of the round,CA
for the rest of the round,Charge  -2 to AC for the rest of the round,per il resto del round
AC,AC +1,CA
Timeless Body,"Timeless Body|No longer age, cannot be magically aged",Corpo senza tempo
"No longer age, cannot be magically aged","Timeless Body|No longer age, cannot be magically aged","Non invecchia, nemmeno magicamente"
STABILITY,"STABILITY   On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest",STABILITÀ
"On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest","STABILITY   On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest",""
MIGHTY,MIGHTY RAGE!,IRA
RAGE!,MIGHTY RAGE!,POSSENTE
1 /day,Spirit form  1 /day,1/gg
AC,AC BONUS,CA
BONUS,AC BONUS,BONUS
"Baron, Duke, King or Queen","Baron, Duke, King or Queen – If vacant, kingdom fails all command rolls and cannot claim or develop hexes","Barone, Duca, Re o Regina"
"– If vacant, kingdom fails all command rolls and cannot claim or develop hexes","Baron, Duke, King or Queen – If vacant, kingdom fails all command rolls and cannot claim or develop hexes",– Se vacante il regno fallisce tutti i tiri di comando e non può reclamare o sviluppare esagoni
Double Slice,Double Slice    No damage penalty,Doppio Taglio
No damage penalty,Double Slice    No damage penalty,Nessuna penalità ai danni
Precise Shot,Precise Shot    Attack into melee without the -4 penalty,Tiro Preciso
Attack into melee without the -4 penalty,Precise Shot    Attack into melee without the -4 penalty,Attacco in mischia con armi a distanza senza penalità -4
1/day,RAGE! 1/day,1/gg
"Aquatic subtype, amphibious trait, swim at land speed, endure cold","Seaborn|Aquatic subtype, amphibious trait, swim at land speed, endure cold","Sottotipo acquatico, tratti anfibi, nuota a velocità normale, resistenza al freddo"
At levels,"At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.",Ai livelli
Fast Movement,Fast Movement +20 ft,Movimento Veloce
+20 ft,Fast Movement +20 ft,+6 m
10 mins,"Protect self against spirits, casting time 10 mins",10min
Slow Fall,Slow Fall 60 ft,Caduta lenta
60 ft,Slow Fall 60 ft,18 m
MISFIRE,MISFIRE VALUE,Valore di
VALUE,MISFIRE VALUE,Inceppamento
BONUS,MIND BLADE|BONUS,BONUS
all your kit points,Resurrect a target - all your kit points,tutti i tuoi punti ki
FORTITUDE,FORTITUDE SAVE,TEMPRA
SAVE,FORTITUDE SAVE,SALVEZZA
Seize the Moment,Seize the Moment    AoO when ally confirms critical hit,Cogli l'Attimo
AoO when ally confirms critical hit,Seize the Moment    AoO when ally confirms critical hit,AoO quando un alleato conferma un colpo critico
