Original,Part of,Translation
Cause an enemy to die of joy or sorrow,"",Cause la mort d'un ennemi par un excès de Joie ou de Tristesse
LANGUAGES,"",LANGAGES
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),"",Modificateur de Caractéristique = (Score Total de Caractéristique -10) ÷ 2 (Arrondi à l'inférieur)
rks,"",rgs
15 Acrobatics,"",15 Acrobaties
EQUIPMENT,"",EQUIPEMENT
CLASSES,"",CLASSES
Favoured class,"",Classe de prédilection
9ft,"","2,70 m"
Creature Name,"",Nom de créature
OATHBOUND PALADIN,"",PALADIN ASSERMENTE
Spell Failure,"",Echec des sorts
Half-elf,"",Demi-elfe
2d8,"",2d8
Ability Modifier =|    (Total Ability Score - 10) ÷ 2,"",Modificateur de Caractérisitque =| (Score Total de la Caractéristique - 10) ÷ 2
Light <weight>,"",Léger
Manyshot,"",Feu nourri
Linguistics,"",Linguistique
HIT POINTS & SKILL RANKS,"",POINTS DE VIE & RANGS DE COMPETENCES
Disguise,"",Déguisement
3d8,"",3d8
Arcane|Pool Cost,"",Coût|Point d'Arcane
• Cowering,"",• Recroquevillé sur soi même
Player,"",Joueur
Power Points,"",Points de Pouvoir
INCOME,"",REVENUS
d8 / 2d8,"",d8 / 2d8
DISTRACTION,"",DISTRACTION
Wisdom,"",Sagesse
FRIGHTENING TUNE,"",MELODIE EFFRAYANTE
(Round down),"",(arrondi à l'inférieur)
Ki Pool (adamantine),"",Résèrve de Ki (adamantine)
SPECIAL MOUNT,"",MONTURE SPECIALE
From level 2:,"",A parir du niveau 2:
SPEED,"",VITESSE
PERSONALITY,"",PERSONNALITE
BARDIC PERFORMANCE,"",PERFORMANCE DE BARDE
"-2 to attack rolls, damage rolls,| saving throws, skill and ability checks","","-2 aux jets d'attaque, de dommages,| de sauvegarde, de compétence et de caractéristique"
Bonus Spells,"",Sorts supplémentaires
QUICK DRAW,"",ARME EN MAIN
"Spend one use of mythic power to reroll any d20, orforce a foe to reroll, even after the result is revealed.","","Dépensez une utilisation de pouvoir mythique pour relancer n'importe quel d20, ou forcer un adversaire à rejeter son jet même si le résultat est déjà connu"
"Cannot rage, run or charge|while fatigued.","","Ne peut pas entrer en rage, courir ou charger|lorsqu'il est fatigué"
Value,"",Valeur
CRIT,"",CRIT
Climb,"",Escalade
Scorpion Style,"",Style du Scorpion
None,"",Aucun
Meticulous,"",Méticuleux
Keyboard|Instruments,"",Claviers|Instruments
KNOWN SPELLS,"",SORTS CONNUS
Times Today,"",Fois aujourd'hui
Cure Wounds,"",Soins des blessures
COUNTERSONG,"",CONTRE-CHANT
FORT,"",VIG
NIMBLE,"",HABILE
Flurry of Blows,"",Déluge de coups
Sense Motive,"",Psychologie
Sage,"",Sage
Size,"",Taille
RANGED|ATTACK,"",ATTAQUE|A DISTANCE
Temp|Bonus,"",Bonus|Temp
2d10,"",2d10
Climb Speed,"",Vitesse d'escalade
REF,"",REF
"Bonus applies to saving throws against Bardic Performance, sonic|and language-dependent effects.","","Ce bonus s'applique aux jets de sauvegarde contre la Représentation Bardique, et les|effets dépendant du son ou du langage "
Bluff,"",Bluff
Base|Attack,"",Base|Attaque
Item|Bonus,"",Objet|Bonus
Basic Value,"",Valeur de base
Misc,"",Divers
ARCHERY,"",TIR A L'ARC
CHOICES,"",CHOIX
Range:,"",Portée:
Bonus|Points,"",Bonus|Points
BARDIC KNOWLEDGE,"",SAVOIR BARDIQUE
10ft,"",3 m
Uncanny Dodge,"",Esquive instinctive
TWO-WEAPON FIGHTING,"",COMBAT À DEUX ARMES
(CLERIC),"",(PRETRE)
FIGHTER,"",GUERRIER
HEALTH,"",SANTE
FAVOURED ENEMY,"",ENNEMI JURE
Still Mind,"",Sérénité
MALE,"",MALE
Paralysed,"",Paralysé
HARD TO KILL,"",DUR A TUER
ECO,"",ECO
"Bluff, Diplomacy","","Bluff, Diplomatie"
Saving throw,"",Jet de sauvegarde
Use bonus in place of...,"",Utiliser ce bonus à la place de...
Dance,"",Dance
55ft,"","16,50 m"
BASE ATTACK,"",ATTAQUE DE BASE
BARBARIAN!,"",BARBARE!
INITIATIVE,"",INITIATIVE
Take 20 Today,"","""Faire 20"" Aujourd'hui"
35ft,"","10,50 m"
Delayed death,"",Mort différée
A successful strike with smite evilbypasses damage reduction.,"",Un succès sur un Châtiment du Mal annule toutes les réductions de dommages
Item,"",Objet
Speciality Spell,"",Sort de Spécialisation
PORTRAIT,"",PORTRAIT
STUNNING FIST,"",COUP ETOURDISSANT
Avoid half damage on failed reflex save,"",Ne prend que la moitié des dégâts sur un jet de réflexes raté
6ft,"","1,80 m"
OF,"",DE
Wild|Shape|Level,"",Sauvage|Forme|Niveau
Power|Save DC,"",Pouvoir|Sauvegarde DD
Fast Movement,"",Mouvement rapide
Festivals,"",Festivals
Temp Damage,"",Dommages temp
"Armour, Shield","","Armure, bouclier"
FAVOURED ENEMY BONUS,"",BONUS CONTRE LES ENNEMIS JURÉS
Trap Sense +5,"",Sens des pièges +5
die,"",dés
SPELL SCHOOLS,"",ÉCOLES DE MAGIE
Attack|Bonus,"",Attaque|Bonus
LOYALTY,"",LOYAUTE
Untrained,"",Non entrainé
HIT POINTS,"",POINTS DE VIE
SHAMAN,"",SHAMAN
Long,"",Long
SAVES,"",SAUVEGARDES
d8,"",d8
Max Speed,"",Vitesse max
Spells|per day,"",Sorts|par jour
FEATS & SPECIAL ABILITIES,"",DONS ET CAPACITES SPECIALES
if larger/|smaller,"",Si plus grand|petit
No age penalties or artificial ageing,"",Pas de pénalités dues à l'âge ou le vieillissement artificiel
CITY,"",VILLE
Animal Companion’s Name,"",Nom du compagnon animal
See below.,"",Voir ci-dessous.
Add monk level to Acrobatics checks for jumping,"",Ajouter votre niveau de Moine aux jets d'Acrobaties pour sauter
Range,"",Portée
Medium,"",Moyen
Events,"",Evénements
DIVINE BOND,"",LIEN DIVIN
Shot on the Run,"",Tir en mouvement
Skill,"",Compétence
PREPARED SPELLS,"",SORTS PREPARES
Improved Evasion,"",Evasion Améliorée
• Blind,"",• Aveugle
DC 15,"",DD 15
Modifier,"",Modificateur
Stealth,"",Discrétion
Extra,"",Extra
Point|Cost,"",Coût|Points
Bonus to attack and damage rolls,"",Bonus à l'attaque et aux dommages
Ability|Score,"",Valeur|de Carac.
Serious Wounds,"",Blessures Sérieuses
CHANNEL ENERGY,"",CANALISATION D'ENERGIE
Poised,"",Calme
Weight,"",Poids
LORE MASTER,"",MAITRE DE LA CONNAISSANCE
pts,"",pts
DC 10,"",DD 10
Fears,"",Peurs
Bards can wear light armour without risking|spell failure.,"",Les bardes peuvent porter une armure légère|sans encourir de risque d’échec des sorts.
Magus|Level,"",Niveau|de Magus
MASS SUGGESTION,"",SUGGESTION DE MASSE
Intelligence,"",Intelligence
• Exhasted,"",* Epuisé
Power|Level,"",Pouvoir|Niveau
Medium Load,"",Charge intermédiaire
Coward,"",Couard
Channelling positive energy uses up two of today’s|uses of Lay On Hands.,"",Concentrer l'energie positive utilise deux utilisations quotidiennes| d'Imposition des Mains
• Dazed,"",• Hébété
Granted Powers,"",Pouvoirs Conférés
Spells|Known,"",Sorts|Connus
Channel Negative Energy,"",Canalisation d'énergie négative
Track,"",Traquer
BASIC SPEED,"",VITESSE DE BASE
PERFECT SELF,"",PERFECTION DE L'ÊTRE
Acrobatics,"",Acrobaties
Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw,"",Contre les effets magiques qui dépendent du son.|Les alliés dans les 30pds utilisent votre jet de Performance comme jet de sauvegarde
Tier,"",hhh
ABILITY SCORE,"",SCORE DE CARACTERISTIQUE
Evil Cleric,"",Prêtre du Mal
School,"",Ecole
Rounds|Today,"",Tours|Aujourd'hui
"Ranger bonus feats can be taken without the normal pre-requisites,|but only apply when not wearing heavy armour.","","Les dons supplémentaires du rôdeur peuvent être pris sans satisfaire les prérequis,|mais ne s'appliquent pas lorsque le personnage porte une armure lourde."
Normal,"",Normal
Disable Device,"",Sabotage
"As a move action, share half your Favoured Enemy|bonus against a single target with all allies within 30 ft","","Pour une action de mouvement, partagez la moitié de votre bonus d'Ennemi Juré|contre une cible unique, avec tous les alliés présents dans 30pds"
Bonus Points,"",Points de Bonus
Total,"",Total
BAB,"",BBA
Employer,"",Employeur
Power Save DC = 10 + INT + Power Level,"",DD Jet de Sauvegarde = 10 + INT + Niveau de Pouvoir
Gold,"",Or
DEADLY PERFORMANCE,"",PERFORMANCE MORTELLE
Escape Artist,"",Evasion
Ninja|Level,"",Ninja|Niveau
Suggest actions to already fascinated creatures,"",Suggère des actions à des créatures déjà fascinées
Max AC DEX,"",DEX Max CA
CLERIC,"",PRETRE
Damage Reduction:,"",Réduction de dommages:
Temp,"",Temp
Indomitable Will,"",Volonté Indomptable
MELEE|ATTACK,"",ATTAQUE|DE MELEE
Other items,"",Autres objets
Knowledge: Arcana,"",Connaissances: Art de la magie
XP,"",PX
Oratory,"",Oratoire
WILD EMPATHY,"",EMPATHIE SAUVAGE
cp,"",pc
"Scrolls, Potions,|Wands, Components","","Parchemins, Potions,|Baguettes, Composants"
KI POOL,"",Réserve de ki
Manoeuvre Training,"",Entraînement aux manoeuvres
Combat Reflexes,"",Reflexes de Combat
"Bonus to Initiative, Knowledge (geography), Perception, Stealthand Survival while in aquatic terrains.","","Bonus à l'Initiative, Connaissance (géographie), Perception, Survie et Furtivité sur un terrain aquatique"
Age,"",Age
Parents,"",Parents
+ Size|  diff x4,"",+ Taille| diff x4
DC 20,"",DD 20
Alchemist|Level,"",Alchémiste|Niveau
PSIONICS,"",PSIONIQUES
NATURE BOND,"",PACTE AVEC LA NATURE
Properties,"",Propriétés
for every 10ft of your standard move above 30ft,"",pour chaque 10pds au dessus de votre déplacement standard de 30pds
Wounds,"",Blessures
50ft,"","15,00 m"
Level,"",Niveau
1d8,"",1d8
"May make a standard or move action,| but not both","","Peut faire une action simple ou de mouvement,| pas les deux"
Religion,"",Religion
Type,"",Type
CMD,"",DMD
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions","","Soins de Groupe Critiques|Enlèves les conditions Fatigué, Malade, et Secoué"
SUMMONED CREATURE,"",CREATURE INVOQUEE
IMMORTAL,"",IMMORTEL
Copper,"",Cuivre
ABILITIES,"",CARACTERISTIQUES
(DRUID),"",(DRUIDE)
Charisma,"",Charisme
SCROLLS,"",PARCHEMINS
TRAITS,"",TRAITS
Samurai|Level,"",Niveau|de Samuraï
Alignment,"",Alignement
PSICRYSTAL,"",CRISTAL PSI
Uses|Today,"",Utilisation|Aujourd'hui
Dexterity,"",Dextérité
Creature Type,"",Type de créature
Abundant step,"",Pas chassé
Base|Spells,"",Base|Sorts
INT - 4,"",INT - 4
• Stunned,"",* Etourdi
Mythic|Tier,"",Tier|Mythique
Treat unarmed attacks as adamantine weapons,"",Traiter attaques à mains nues comme des armes en adamantine
OATH,"",SERMENT
Two-weapon Defence,"",Défense à Deux armes
Fly,"",Vol
WILD SHAPE,"",FORME ANIMALE
Power|Attack,"",Attaque|en puissance
ARMOUR,"",ARMURE
Temp Attack|Bonus,"",Bonus|Temp Attaque
per turn,"",par tour
RANGER,"",RODEUR
Spells from your opposed schools cost two slots to prepare.,"",Les sorts opposés de votre école de magie prennent deux emplacements de sorts pour les préparer
Eyes,"",Yeux
Constitution,"",Constitution
"Smiting damage bonus applies double for the|first successful strike against evil outsiders, |evil dragons and the undead.","","Les dommages de Châtiment sont doublés pour le|premier coup touché contre les extérieurs mauvais, |dragons mauvais et morts vivants."
Check Penalty,"",Malus aux jets
Shield AC,"",CA de bouclier
Knowledge: Geography,"",Connaissances: Géographie
Dodge,"",Esquive
Tongue of the Sun and Moon,"",Langue du Soleil et de la Lune
Cavalier|Level,"",Niveau de|Cavalier
Trap Sense +1,"",Sens des pièges +1
Metamagic|Adjustment,"",Ajustement|Métamagique
IN SUMMER,"",EN ETE
Improved Feint,"",Science de la Feinte
SKILLS,"",COMPETENCES
Moderate Wounds,"",Blessures Modérées
DOMAINS,"",DOMAINES
Cleric Level,"",Niveau de prêtre
at half speed,"",à la moitié de la vitesse
25ft,"","7,50 m"
Appraise,"",Evaluation
Two-handed weapon,"",Arme à deux mains
Intimidate,"",Intimidation
Feats,"",Dons
Round,"",Tour
Kingdom,"",Royaume
Knowledge - INT|Profession - WIS,"",Connaissance - INT|Profession - SAG
20ft,"","6,00 m"
Skill|Bonus,"",Compétence|Bonus
Damage,"",Dommage
Improved Uncanny Dodge,"",Esquive instinctive supérieure
SNEAK ATTACK,"",ATTAQUE SOURNOISE
CHA,"",CHA
if you fail a jump by 4 or less,"",si vous loupez un saut de 4 ou moins
"Diplomacy, Sense Motive","","Diplomatie, Psychologie"
Bonus|Spells,"",Sorts|Supplémentaires
Spend one use of mythic power to add to any d20,"",Dépensez une utilisation de pouvoir mythique pour ajouter à n'importe quel d20
Dwarf,"",Nain
Attack Bonus,"",Bonus d'attaque
Fire,"",Feu
8ft,"","2,40 m"
SMITE EVIL,"",CHÂTIMENT DU MAL
MYTHIC SAVING THROWS,"",JETS DE SAUVEGARDE MYTHIQUES
Temp|Modifier,"",Modificateur|Temp
Suggest actions to one already fascinated creature,"",Suggère une action à une créature fascinée
Affiliation,"",Affiliation
Platinum,"",Platine
Uses|per day,"",Utlisations|par jour
WILL,"",VOL
MERCIES,"",GRACE
ECONOMY,"",ECONOMIE
Immune to all poisons,"",Immunité à tous les poisons
Hands,"",Mains
Enhancements,"",Améliorations
CLASS,"",CLASSE
Human,"",Humain
SORCERER,"",ENSORCELEUR
Character traits,"",Traits de personnage
Unarmed|Strike|Damage,"",Dommages|de Frappe|à Mains Nues
Hair,"",Cheveux
"Weapons, Ammo","","Armes, munitions"
KINGDOM SIZE,"",TAILLE DU ROYAUME
pp,"",pp
Specialist|Spell,"",Sort de|Spécialisation
RAGE!,"",RAGE!
2d6,"",2d6
Diamond Body,"",Corps de diamant
POWER LEVELS,"",NIVEAUX DE POUVOIR
INT - 8,"",INT - 8
Ability|Modifier,"",Mod. de|Carac.
RACIAL ABILITIES,"",COMPETENCES DE RACE
SOOTHING PERFORMANCE,"",REPRESENTATION APAISANTE
Basic attributes,"",Caractéristiques de base
Deflection|Modifier,"",Deflection|Modificateur
Ammo,"",Munitions
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,"",-4 initiative; 20% de chance de louper lors d'une attaque|-4 aux jets de perception en opposition|loupe automatiquement les jets de perception basés sur le son
KINGDOM|POPULATION,"",ROYAUME|POPULATION
Pick a class,"",Choisissez une classe
Concentration,"",Concentration
QUIVERING PALM,"",PAUME VIBRATOIRE
Ronin|Level,"",Niveau|de Ronin
Spring Attack,"",Attaque en Mouvement
Able to take 10 on any skill,"","Peut ""Faire 10"" avec n'importe quelle compétence"
Observant,"",Observateur
Heal / Harm,"",Soigner / Blesser
Non-lethal,"",Non létaux
ATTACKS,"",ATTAQUES
• Dazzled,"",* Ebloui
Percussion,"",Instruments à percussion
Unconscious,"",Inconscient
Speed with Armour,"",Vitesse avec Armure
WIS,"",SAG
Rapid Shot,"",Tir Rapide
Treat unarmed attacks as magic weapons,"",Considérer les attaques à mains nues comme des armes magiques
WIS - 8,"",SAG - 8
COMBAT,"",COMBAT
ANIMAL COMPANION,"",COMPAGNON ANIMAL
KNOWN POWERS,"",POUVOIRS CONNUS
Temp CMB,"",BMO temp
Hit Die,"",Dés de vie
Ranks,"",Rangs
d4 / d8,"",d4 / d8
Spend one use of mythic power to end any one of:,"",Dépensez une utilisation de pouvoir mythique pour terminer n'importe lequel de:
POTIONS,"",POTIONS
Location,"",Emplacement
ANIMAL FORM,"",FORME ANIMALE
TAKE 10,"",FAIRE 10
Fly Speed,"",Vitesse de vol
Improved Disarm,"",Science du Désarmement
Training,"",Entrainement
DC,"",DD
Swim,"",Natation
Bard Level,"",Niveau de barde
Special Ammo,"",Munitions spéciales
Advanced Talent,"",Talent Avancé
Knowledge: The Planes,"",Connaissances: Plans
Base|Points,"",Base|Points
LAY ON HANDS,"",IMPOSITION DES MAINS
2d8 / 4d8,"",2d8 / 4d8
Headband,"",Bandeau
hp,"",pv
Single-minded,"",Déterminé
Diplomacy,"",Diplomatie
Trained,"",Entrainé
Ring,"",Anneau
COMBAT STYLE,"",STYLE DE COMBAT
"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.","","Les dégâts d'attaque sournoise s'appliquent quand la cible est prise en tenaille|, ou perds son bonus de DEX à la CA.|Ils ne s'appliquent que jusque 9m lors d'une attaque à distance.|Ils ne sont pas multipliés en cas de coup critique.|Ils ne peuvent être non-létaux, sauf en utilisant une arme non létal."
Sml / Lrg,"",Pte / Grd
Trap Sense +6,"",Sens des pièges +6
Enemies are frightened and flee your performance,"",Les ennemis sont éffrayés et fuient devant votre performance
Immune to all diseases,"",Immunité à toutes les maladies
Special properties,"",Propriétés spéciales
4d8,"",4d8
Concept,"",Concepte
Bonus|Feats,"",Bonus|Dons
Unconcious,"",Inconscient
Perception,"",Perception
Handle Animal,"",Dressage
Class skills,"",Compétences de classe
Improved Two-weapon Fighting,"",Science du Combat à deux Armes
ORIGINS,"",ORIGINES
CLASS ABILITIES,"",COMPETENCES DE CLASSE
LEGENDARY HERO,"",HEROS LEGENDAIRE
+ 4 to all saving throws|+ 4 to AC,"",+ 4 à tous les jets de sauvegarde|+ 4 à la CA
Skill Ranks,"",Rangs de compétence
MYTHIC FEATS,"",DONS MYTHIQUES
DORJES,"",DORJES
ATTRIBUTES,"",CARACTERISTIQUES
Power,"",Pouvoir
WANDS,"",BAGUETTES
Fatigued,"",Fatigué
Spell|Level,"",Sort|Niveau
Sympathetic,"",Sympathique
PERFORMANCES,"",PERFORMANCES
Base Weapon,"",Arme de base
SPELL BOOK,"",LIVRE DE SORTS
WIS - 12,"",SAG - 12
Trap Sense +2,"",Sens des pièges +2
Foes|Today,"",Ennemis|Aujourd'hui
Conditional Modifiers,"",Modificateurs conditionnels
Duration,"",Durée
• Deafened,"",* Sourd
Light Wounds,"",Blessures légères
Hero,"",Héros
Ranger|Level,"",Rôdeur|Niveau
Effective|Character|Level,"",Niveau|Effectif|Personnage
Critical Wounds,"",Blessures Critiques
45ft,"","13,50 m"
Radius centred|on the Cleric,"",Rayon centré sur|le Prêtre
Focus,"",Focus
Temp Speed,"",Vitesse temp
POWER STONES,"",PIERRES DE POUVOIR
Artificer|Level,"",Niveau|d'Artificier
Granted Power,"",Pouvoir Accordé
Rogue|Level,"",Niveau|de Roublard
Swim Speed,"",Vitesse de nage
Channel Positive Energy,"",Canalisation d'énergie positive
VERSATILE PERFORMANCE,"",VERSATILITE ARTISTIQUE
Mass Spell Level,"",Niveau de Sorts de Masse
Deflect Arrows,"",Parade de Projectile
MOVE THROUGH THREATENED SQUARE,"",SE DEPLACER DANS DES CASES CONTROLEES
Uses Today,"",Utilisations aujourd'hui
• Frightened,"",* Effrayé
Comedy,"",Comédie
(ROGUE),"",(ROUBLARD)
Clothes / Body,"",Habits / Corps
d10 / 3d6,"",d10 / 3d6
or,"",ou
WIZARD,"",MAGICIEN
SAVING THROW DC,"",DD DE JET DE SAUVEGARDE
Debts,"",Dettes
Dodge|Modifier,"",Esquive|Modificateur
Use in place of Diplomacy to improve the attitude of an animal,"",Utiliser à la place de Diplomatie pour améliorer l'attitude d'un animal
Domain,"",Domaine
Stunned,"",Etourdi
Temp AC,"",CA temp
PALADIN,"",PALADIN
DC 25,"",DD 25
DIRGE OF DOOM,"",CHANT FUNESTE
Monk Level|÷ 4,"",Niveau de moine|÷ 4
BONUS FEATS,"",DONS SUPPLEMENTAIRES
4ft,"","1,20 m"
Multiplier,"",Multiplicateur
BASE ATTACK & SAVING THROWS,"",ATTAQUE DE BASE & JETS DE SAUVEGARDE
Height,"",Taille
SPELLS,"",SORTS
Campaign,"",Campagne
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,"",Une attaque sournoise réussie inflige un effet parmi : | • La cible est endormie pour 1d4 heures| • La cible est paralysée pour 2d6 rounds| • La cible est tuée
11ft,"","3,30 m"
TRAP SENSE,"",SENS DES PIEGES
Temp CMD,"",BMO temp
Deafened,"",Assourdi
Heal,"",Premiers soins
Staggered,"",Hébété
Region,"",Région
Notes,"",Notes
Point Blank Shot,"",Tir à Bout Portant
Total Weight,"",Poids total
to ignore 10ft of falling damage,"",pour ignorer 10pds de dommages de chute
Resolved,"",Résolu
FRIENDLY,"",AMICAL
Temp Damage|Bonus,"",Bonus|Temp Dommages
Druid|Level,"",Druide|Niveau
Bonus against charm and compulsion effects,"",Bonus contre les effets de charme et de compulsion
Monk|Level,"",Moine|Niveau
Good Cleric,"",Prêtre du Bien
2ft,"","0,60 m"
"Bluff, Intimidate","","Bluff, Intimidation"
Spell Save DC = 10 + CHA + Spell Level,"",DD de jet de sauvegarde d'un sort = 10 + CHA + niveau de sort
dice,"",dé
Misc|Modifier,"",Modificateurs|Divers
Arms / Wrists,"",Bras / Poignets
Silver,"",Argent
Heavy,"",Lourd
Base|Attack Bonus,"",Base|Bonus d'attaque
SHIELD,"",BOUCLIER
Stable,"",Stable
INIT,"",INIT
Light Load,"",Charge légère
Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw,"",Contre les effets magiques qui dépendent de la vue.|Les alliés présents dans les 30pds utilisent votre jet de performance à la place d'un jet de sauvegarde
Other:,"",Autre:
Gorgon’s Fist,"",Poing de la Gorgone
Ability Modifier = (Total Ability Score - 10) ÷ 2,"",Modificateur de Caractéristique = (Score Total de Caractéristique - 10) ÷ 2
Ride,"",Equitation
Survival|Bonus,"",Survie|Bonus
Evasion,"",Evasion
Throw Anything,"",Lancer improvisé
Motivations,"",Motivations
Snatch Arrows,"",Capture de projectiles
3ft,"","0,90 m"
Power Attack,"",Attaque en puissance
Carried Items,"",Objets Portés
per,"",par
Catch off-guard,"",Pris au dépourvu
Improved Precise Shot,"",Science du Tir Précis
CMB,"",BMO
Disable|Device,"",Sabotage
From Level 4,"",A partir du niveau 4
