Original,Part of,Translation
Intimidate check to impose a truce between warring parties.|The truce is broken if anyone in your group draws a weapon,1,casts a spell or takes a threatening action.
WILL BONUS,FEAR EFFECTWILL BONUS,WILLENSBONUS
Damage Reduction 2/,Damage Reduction 2/?,Schadensreduzierung 2/
or,"",oder
Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks,21," it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon."
Spell Save DC = 10 + WIS + Spell Level,"",Zauber Rettungs SG = 10 + WE + Zaubergrad
5ft,1,1
EVIL,"",BÖSE
POTIONS,"",TRÄNKE
WILL,WILL SAVE DC,WILLEN
BASIC SPEED,"",BEWEGUNGSRATE
If you fail a will save against a mind-affecting effect,"",|at the start of your next turn you can try again.|If you succeed
per successive hit,"",pro fortlaufendem Treffer
to attempt,1," |and"
Apply this bonus to Knowledge (arcana),1,|Spellcraft and Use Magical Device
Attained,"",erworben
second sneak attack in a round,"",Hinterhältigen Angriff pro Runde
Bard Level,"",Bardenstufe
BONUS,DEFLECTION|BONUS,BONUS
Crippling Critical,"",Verkrüppelt
rds,"",Runden
Speed with Armour,"",Mit Rüstung
SAVE DC,WILL|SAVE DC,RETTUNGS SG
when both using shields,Shield Wall    +1 / +2 to AC when both using shields,wenn beide Schilde nutzen
�estroy all un�ea�. �ut to rest the poor|souls turned against their will. �reven� |�he taint of un�eath from spreading to the|newly �ea�,1," blessing or burning th�|corpses as necessar�."
+4 to saves against death effects,2," energy|drain and necromancy"
and 16 you get to add 1 to a single ability score.|If that score was an odd number,1," this mean an increase in the ability modifier."
Critical Mastery,Critical Mastery    Apply two critical effects at once,Kritischer-Treffer-Meisterschaft
Increased critical range and always confirm critical hits,Weapon Mastery    Increased critical range and always confirm critical hits,Kritische Bedrohungen immer bestätigt
Penetrating Strike  (,"",Durchschlagender Hieb   (
Use Stealth to hide underground,1," even if the|environment doesn’t provide cover"
Apply this bonus to Diplomacy,""," Knowledge (history)"
Cannibalise your suit to heal all damage. If you choose this,1,|you cannot reform the astral suit for 10 minutes.
Granted Power,"",Verliehene Fähigkeiten
If your charge is hit with an attack while adjacent to you,1," you can choose to have the attack hit you instead.|This end the effect of Loyal Oath."
Light Wounds,"",Leichte Wunden
On entering an anti-psionic area,1," pass a Will Save ("
Armour," Schild"," Shield"
Fetishes can be attached to a traditional true primitive weapon:|Battleaxe," Greatclub"," Blowgun"
Temp Damage,"",Temp. Schaden
Take no damage on a successful reflex save,|if the attack is successful," and only half |damage on a failed save.|If flanked"
to attacks of opportunity,"",auf Gelegenheitsangriffe
Disable Device,3," Intimidate"
On a successful Sense Motive,1," reveals lies and enchantments"
Bonus to Perception,1," Survival and Stealth|checks to allies in your favoured terrains"
FLAT-FOOTED,FLAT-FOOTED ARMOUR CLASS,AUF DEM FALSCHEN FUSS
SCROLLS,"",SCHRIFTROLLEN
Armour|& Shield,"",Rüstung|& Schild
bonus to,Feint Partner    When ally feints,Bonus auf
CMD,FLAT-FOOTED|CMD,KMV
No longer need a will save to maintain your mind blade in a|null psionics field. A blade still loses its enhancement bonus.|Change the configuration of you mind blade as a full-round|action,1," resetting any penalties from Fluid Form."
to,Charge  -2 to AC for the rest of the round,auf
+ 4 to all saving throws|+ 4 dodge bonus to,+ 4 to all saving throws|+ 4 dodge bonus to AC,+ 4 auf alle Rettungswürfe|+ 4 Ausweichbonus auf die
Training,"",Übung
Unnerve non-sentient beings,1," Charm Person"
Acrobatics,"",Akrobatik
ARCANE SPELL FAILURE,ARCANE SPELL FAILURE THRESHOLD,ARKANE ZAUBERPATZER
DEADLY PERFORMANCE,"",TÖDLICHE MELODIE
Ignore concealment by fog," mist"," rain"
Make a single attack that bypasses shields,1," armour and natural armour"
On a confirmed critical hit,""," or on reducing a target to 0hp"
PORTRAIT,"",PORTRAIT
Stable,"",Stabil
When ally feints," verliert der Gegner"," enemy loses"
If two claw attacks hit in a turn,1," the second does an extra 1d6 damage"
Diplomacy," Einschüchtern"," Intimidate"
Gain temporary hp,1," grant bonuses to mount"
Monk|Level,"",Mönch-|stufe
No damage penalty,Double Slice    No damage penalty,Voller Stärkebonus für Zweithand
Stunning Critical,"",Betäubt
These animals are at worst indifferent to the bard,1,|and never attack without provocation
DEFLECTION,DEFLECTION|BONUS,ABLENKUNG
Detect undead,|ethereal and incorporeal creatures," fey"
KNOWN,TALENTS|KNOWN,BEKANNT
Once a day,1," pick an extra favoured terrain for one hour."
REDUCTION,ARMOUR CHECK|PENALTY REDUCTION,REDUZIERUNG
See through fog," wind or rain"," mist"
WILD EMPATHY,WILD EMPATHY|BONUS,TIEREMPATHIE
Your weapon also counts as aligned,1,|to an alignment that matches your own.
Applies to  • Bluff," and Intimidate|    checks made to influence a crowd| • Diplomacy checks to gather information"," Disguise and Knowledge (local)| • Sleight of Hand"
CHA - 12,"",CH - 12
Debit,"",Verliehenes
Linguistics,"",Sprachenkunde
Once a day,""," announce before making a melee attack. |On a hit"
30ft,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,30m
CHANNEL ENERGY,"",ENERGIE FOKUSSIEREN
Once a round when attacked in melee," target is sickened."," attempt a reposition or|trip on the attacker"
Reload as a swift action once per round (with Rapid Reload,1," free action)"
Stealth,"",Heimlichkeit
Valuables,"",Wertgegenstände
On a successful Smite Evil hit,1," the |target may be banished to oblivion."
Take no penalties to speed,1," Dexterity-based skills or Reflex saves for moving around on top of buildings."
Bleeding Critical,"",Blutend
Bonus to Initiative," Stealthand Survival while in aquatic terrains."," Knowledge (geography)"
Concentration,"",Konzentration
Continue moving after a charge,1," up to double your move speed"
d6 / 2d6,"",W6 / 2W6
DAMAGE,DAMAGE|BONUS,SCHADEN
Ignore damage reduction up to,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Ignoriere Schadensreduktion bis
Swim Speed,"",Schwimmend
AC,+ 4 to all saving throws|+ 4 dodge bonus to AC,RK
BARBARIAN,"",BARBAR
Bonus applies to saving throws against air and water effects,""," and any|effect that may trip"
Favoured|Enemy,"",Erz-|feind
HIT|DICE,"",TW
Assets,"",Vermögen
BONUS,COMBAT MANEUVRE|BONUS,BONUS
Critical Wounds,"",Kritische Wunden
Damage,"",Schaden
Heavy Load,"",Schwere Last
per level,+ CON| per level,pro Stufe
SPEED,"",BEWEGUNGSRATE
Uses Today,"",Heute eingesetzt
Carried by / given to,"",Getragen von / gegeben an
From level 10,23," a Rogue|can take Advanced Talents"
Grant all allies within 30ft: Evasion," Purity of Body"," Fast Movement"
On critical hit,3," target is stunned (or staggered if they pass a Will save) for 1d4 rds."
SAVE,WILL SAVE,RETTUNGSWURF
When you successfully Bluff someone,1," they take -2 to opposeyour Bluff checks for 24 hours. This does not stack with itself."
AoO when ally confirms critical hit,Seize the Moment    AoO when ally confirms critical hit,Gelegenheitsangriff wenn Verbündeter kritisch trifft
Attack Bonus,"",Angriffsbonus
Bonus against charm and compulsion effects,"",Bonus auf RW gegen Bezaubern und Furcht
Dying,"",Sterbend
"Racial,|Feats","",Volks-|merkmal
to confirm criticals,"",um Kritische Treffer zu bestätigen
WILL SAVE,WILL SAVE|BONUS,WILLEN
FAVOURED TERRAINS,"",Bevorzugtes Gelände
Roll a Diplomacy check to gather information twice,""," and receive theinformation for both rolls in the time it would normally take for one.|If those questioned knowingly give you false information for thelesser result"
at levels 11,auf Stufen 11,16
PALADIN,"",PALADIN
Ally’s attack allows you to take,Pack Attack    Ally’s attack allows you to take 5ft step,Angriff eines Verbündeten erlaubt dir einen
BONUS,KNOWLEDGE |BONUS,BONUS
Brawn,2," Improved Damage"
Greater Weapon Focus,"",Mächtiger Waffenfokus
HIT POINTS,HEALING|HIT POINTS,TREFFERPUNKTE
Recover from being fatigued,2," shaken or sickened"
See normally in icy conditions,2,cast fire spells as cold spells.
Bluff," Motiv erkennen"," Sense Motive"
Channel Negative Energy,"",Negative Energie
Place of origin,""," nationality"
Temp Attack,"",Temp. Angriff
TRICKS / FEATS / SPECIAL ABILITIES,"",TRICKS / TALENTE / BESONDERE FÄHIGK.
Bard|Level,"",Barden-|stufe
ACTIONS,ATTACK ACTIONS,Aktionen
Spend two uses of Smite Evil to ignite your weapon with a blue flame for 1 minute.|Aberrations within 20 feet suffer -4 to attack allies,1," and allies gain +2 to certain saving throws."
TRAPS,"",FALLEN
While adjacent to your chosen charge,1," the sacred bonus is added to|their AC and saving throws. This bonus lasts for one minute."
Armour class bonus|From level 10,1," bonus doubles against critical hits"
As a free action,2," increase your caster level by 1 for 1 round"
Cash,"",BARGELD
May make a standard or move action,11,| but not both
ARMOUR TRAINING,"",RÜSTUNGSTRAINING
CHA,"",CH
INSPIRE GREATNESS,INSPIRE GREATNESS  MAX AFFECTED,LIED DER GRÖSSE
Level,"",Stufe
MAX AFFECTED,INSPIRE GREATNESS  MAX AFFECTED,MAX. BEINFLUSST
ROGUE,"",SCHURKE
Age,"",Alter
Come up with a cool idea for your character. Figure out where they|come from,1," how their background shaped them and why they’ve|chosen to be an adventurer.|Use extra pages if necessary."
Copper,"",Kupfer
DC 20|The bird flies to a high vantage point," with a ×4 critical modifier"," then next round makes a charge attack. If successful"
If target charged,1," gain +2 on"
Nature Sense,Nature Sense|+2 to Knowledge (nature) and Survival,Naturgespür
Once a round,1," make a Ride check to negate a hit against your mount"
When successfully attacked,1," attempt a reflex save against|the attack roll to halve the damage.|You suffer all the other effects of the attack."
Don’t provoke AoO when adjacent to an ally,Escape Route    Don’t provoke AoO when adjacent to an ally,Provoziere keine Gelegenheitsangriffe wenn neben Verbündetem
Immune to blinding," figments and patterns"," dazzling"
Spells|per day,"",Zauber|pro Tag
This bonus can be applied to each manoeuvre only twice,1," once|to"
Ability Modifier = (Total Ability Score - 10) ÷ 2,"",Attributsmodifikator = (Attributswert - 10) ÷ 2
Cast Endure Elements as a spell-like ability,1," with a casterlevel equal to your Rogue level.|Suffer no harm from being in hot or cold environments.Equipment is likewise protected.|Endure Elements does not protect you from fire or cold damage."
Chest,"",Oberkörper
COMBAT MANEUVRE,COMBAT MANEUVRE|BONUS,KAMPFMANÖVER-
Endurance,"",Ausdauer
Immune to petrification,2," +4 to saves and CMDagainst attempts to move"
Lose DEX bonus to AC,""," -2 AC|-4 on STR and DEX skills"
SAVES,"",RETTUNGSWÜRFE
As part of a full attack,1," make additional|combat manoeuvres at a penalty to"
CONTAINER,"",BEHÄLTER
Creature Type,"",Art
Silver,"",Silber
Bleed damage equal to DEXAlternatively,""," 1 pt Strength"
COMBAT ABILITIES,"",KAMPFFÄHIGKEITEN
Locate Traps,"",Fallen finden
?lay e?i? ?ragons,1," as well as ot?er ?an?erous |?ragons whether or not they are evil.|?revent the bloodlines of other creatures | ?rom being corrupted with ?raconic power. |?rotect the innocen?  against th?| ?redatio?  of ?ra?ons."
Absorb a spell targeting you,1," and immediately recast it|or any spell you know of that level or lower"
Counter any identified spell of a level less than the number of|rounds of performance,1," as Dispel Magic"
COUNTERSONG,"",BANNLIED
Shoulders,"",Schultern
WIS,"",WE
Blast lock,1," Shoot unattended object or Stop bleeding"
Charitable hands grants ½ × healing to yourself,1," but 1½ × healing to others."
COMBAT MANEUVRE,COMBAT MANEUVRE|DEFENCE,KAMPFMANÖVER-
Handle Animal," Mit Tieren umgehen"," Intimidate"
Racial,"",Rasse
A successful strike with smite evil|bypasses damage reduction.,"",Ein erfolgreicher Angriff mit Böses niederstrecken|umgeht jedwede Schadensreduzierung
If target used Power Attack,1," +2 on"
Penalty to enemies’ attack,""," damage"
REFLEX,REFLEX SAVE,REFLEX
Roll a hit die (unless this is your first level,1," in which case you get the|maximum you could have rolled) and add your constitution modifier."
Bluff," Verkleiden"," Disguise"
BONUS,ATTACK|BONUS,BONUS
FEATS,TEAMWORK|FEATS,TALENTE
Use any skill as if you were trained,"",Alle Fertigkeiten gelten als geübt
On a miss,1," target is flat footed till its next turn"
PAYMENTS,"",ZAHLUNGEN
Ranger|Level,"",Waldläufer-|stufe
BONUS,INITIATIVE BONUS,BONUS
Bonus to Initiative,""," Perception and Disable Device to allies within|30ft"
Can go twice the normal number of days for your race without water before suffering dehydration,1," and triple the normal number of days without food before suffering starvation."
COMBAT,"",KAMPF
SAVE,REFLEX SAVE,RETTUNGSWURF
WIS,Bonus Spells|WIS,WE
Good Cleric,"",Guter Kleriker
Class|Skills,Class|Skills|+3,Klassen-|fertigkeiten
CMD,Coordinated Defence    +2 to CMD,KMV
RANGED ATTACK,RANGED ATTACK|BONUS,FERNKAMPFANGRIFF
Apply two critical effects at once,Critical Mastery    Apply two critical effects at once,Kritische Treffer haben zwei Effekte
DR 5/— when wearing armour or using a shield,"",SR 5/- bei getragener Rüstung oder Schild
Fly Speed,"",Fliegend
SAVE,FORTITUDE SAVE,RETTUNGSWURF
SINGLE,SINGLE ATTACK,EINZELNER
THRESHOLD,ARCANE SPELL FAILURE THRESHOLD,WAHRSCHEINLICHKEIT
Unlimited uses|per day,"",Beliebig oft|einsetzbar
(round down,1," min 1)"
+2 Diplomacy,nobility)," Knowledge (local"
Climb," Swim"," Fly"
COMBAT MANOEUVRES,"",KAMPFMANÖVER
Cure Wounds,"",Wunden heilen
FORT,"",ZÄHIGKEIT
Gain +2 to attack,""," bypass DR"
Race,"",Rasse
Spell Failure,"",Zauberpatzer
Temp CMD,"",Temp. KMV
Change shape as a full-round action,1,|given a fortitude save:
LAWFUL,"",RECHTSCHAFFEN
""," erhalte Gelegenheitsangriff"," get attack of opportunity"
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,"",Ein erfolgreicher Hinterhältiger Angriff kann auch verursachen:|• Schlaf für 1W4 Stunden| • Gelähmt für 2W6 Runden| • Getötet
Buffs,"",BUFFS
Free bull rush," no Attack of Opportunity."," disarm"
Nerfs,"",Debuff
sq,"",Fe
Take the higher of two rolls on Acrobatics,|Ride or Swim checks in your favoured terrains," Climb"
Treat hands,""," feet"
DC,"",SG
Heal / Harm,"",Heilen / Leid
Nearby creatures,2," fey and plants are sickened"
Radius centred|on the Cleric,"",Radius um|den Kleriker
To persuade an indifferent or unfriendly spirit |to communicate,2," or a spirit associated with|a deity that is unfriendly to shamans"
WILL,WILL SAVE,WILLEN
15,""," no penalty for riding bareback"
Deafening Critical,"",Taub
to resist,1," any of your |chosen manoeuvres."
Any number of extra attacks per round,Great Cleave    Any number of extra attacks per round,Beliebig viele Angriffe nach Treffern
Extra attack when ally hits with ranged,Target of Opportunity    Extra attack when ally hits with ranged,Extra Angriff wenn Verbündeter mit Fernkampf trifft
for melee attack,Weapon Finesse  Use DEX for melee attack,für Nahkampfangriffe
�lay e�i� �ragons,1," as well as ot�er �an�erous |�ragons whether or not they are evil.|�revent the bloodlines of other creatures | �rom being corrupted with �raconic power. |�rotect the innocen�  against th�| �redatio�  of �ra�ons."
d8,"",W8
DEX,Feint Partner    When ally feints,GE
Master strike cannot be used again on the same target within24 hours,1," whether they pass the Fortitude save or not."
QUEST ITEMS,"",ABENTEUER GEGENSTÄNDE
When using a spell and melee attack on the same target,1," choose:"
WILL,"",WILLEN
When flanking,Precise Strike    When flanking,beim in die Zange nehmen
Bards can use all knowledge skills untrained,"",Barden können jede Wissensfertigkeit ungeübt benutzen
Campaign,"",Kampagne
If you hit with both weapons,1," do an extra 1d10 + ("
MASTER STRIKE,"",MEISTERHAFTER ANGRIFF
Share space," durch gegnerisches Reittier stürmen"," charge through allied mount"
50 coins weighs 1lb,"",50 Münzen wiegen 1 Pfd.
FORTITUDE,FORTITUDE SAVE,ZÄHIGKEIT
MASTER STRIKE,MASTER STRIKE|FORTITUDE DC,MEISTERHAFTER ANGRIFF
PER DAY,TAKE 20 PER DAY,PRO TAG
Range,"",Reichweite
Carried Items,"",Getragene Gegenstände
Escape Artist,"",Entfesslungskunst
If you fail a save against becoming nauseated," make a second save to negate|the effect at the start of your next turn"," sickened"
recover from being exhausted,""," frightened"
+ Level,"",+ Stufe
Credit,"",Kredite
SUMMONED CREATURE,"",BESCHWORENE KREATUR
d00,"",W%
SAVE DC,WILL SAVE DC,RETTUNGS SG
Worn Items,"",Am Körper
• Detect enemies,1," determine direction as a move action| • Track creatures using Survival| • Range of"
When a target fails its save against Stealspell,1," you learn|their spell resistance and all their prepared spells.|Instead of taking a spell you may steal spell resistance|equal to half your bard level."
Charge,Charge  -2 to AC for the rest of the round,Sturmangriff
CLERIC,"",KLERIKER
Handle Animal,"",Mit Tieren umgehen
Bluff," Diplomatie"," Diplomacy"
On a successful attack,Hammer the Gap    On a successful attack,bei erfolgreichem Angriff
per,"",pro
Temp|Modifier,"",Temporärer|Modifikator
BONUSES,WEAPON BONUSES,BONI
Caster|Level,"",Zauber-|stufe
COMBAT MANEUVRES,"",KAMPFMANÖVER
No penalty when moving across slick surfaces,1,|whether natural or magical
SURVIVAL,"",Überlebenskunst
Temp Damage|Bonus,"",Temp. Schadens-|bonus
WILL,WILL|SAVE DC,WILLEN
BONUS,BASE|ATTACK BONUS,BONUS
FAMILIAR,"",VERTRAUTER
insight bonus to any skill or ability check,1," at a cost of"
Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks,1," it only applies within range:"
SPELLS,"",ZAUBER
When making a full-round attack,1," get one additional attack in return for a -2 penalty"
2d8,"",2W8
ARMOUR,"",RÜSTUNG
bonus,1," even with off hand"
Bonus applies to Acrobatics," Survival and Swim|checks made in aquatic terrain or|aboard ship"," Climb"
Size|Modifier,"",Größen-|modifikator 
Add your wisdom modifier to attack," skill checks"," damage"
PER DAY,USES|PER DAY,PRO TAG
FEAR EFFECT,FEAR EFFECTWILL BONUS,FURCHTEFFEKT
round down,1,|minimum 1
Blinding Critical,"",Blind
CHA,Bonus Spells|CHA,CH
Diplomacy," Mit Tieren umgehen"," Handle Animal"
Once per day,""," as a full-round action requiring concentration"
Rounds|Today,"",Runden|Heute
SNEAK ATTACK,"",HINTERHÄLTIGER ANGIFF
Use Bluff in place of Diplomacy to improve a creature’s attitude for 1 minute,""," after that"
Wounds,"",Verletzungen
Base Weapon,"",Waffe
Bonus only applied when unarmoured,14,|unencumbered and not helpless
Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw,"",Bannt auf Klang basierende magische Effekte.Kreaturen innerhalb|von 9m nutzen den Auftrittswurf des Barden als RW.
Fighter|Level,"",Kämpfer-|stufe
From level 20,1," a successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain"
Level|Adjustment,"",Stufen-|anpassung
Armour AC,"",Rüstung RK
On surprise rounds where you are able to act,""," you can take a move action"
Reduce the penalty for using oversized|weapons,1," to a minimum of 0"
Damage Reduction 5/,Damage Reduction 5/?,Schadensreduzierung 5/
Fly,"",Fliegen
Knowledge: Nature,"",Wissen: Natur
Value,"",Wert
(Round up),"",(aufrunden)
+4 to saves against the confusion,|+4 against the abilities of shapechangers," daze"
As above,1," but cast"
Roll all attacks,1," additional hits add dice"
WIS - 4,"",WE - 4
All dead allies within 50ft are revived,1," as if the subject ofa"
Allies gain +2 bonus Perception,1," Stealth and|Survival checks in the area"
Appraise,"",Schätzen
Aquatic subtype," endure cold"," amphibious trait"
Daze,1," confuse or put to sleep already fascinated creatures"
No damage on successful save,1," half on failure|Redirect damage to flanking attacker"
PER DAY,FOES|PER DAY,PRO TAG
Ammo,"",Munition
Bonus applies to saving throws against|Bardic Performance,1," sonic and |language-dependent effects."
FEATS,1," TRAITS AND|SPECIAL ABILITIES"
Greater Vital Strike,"",Mächtiger Konzentrierter Schlag
Immune to all poisons,"",Immun gegen alle Gifte
Rally dispirited allies. Allies within 30ft use your Intimidate roll |in place of a saving throw against fear,1," every turn."
Haste,Haste    One extra attack at full bonus,Hast
to Strength,1," Dexterity and Wisdom score"
Bonus in mountain terrain,2," cannot be tracked"
Druid|Level,"",Druiden-|stufe
Hands,"",Hände
Weight,"",Gewicht
WIS - 8,"",WE - 8
CHANNEL,CHANNEL|PER DAY,FOKUSSIEREN
Percussion,"",Schlaginstrumente
Racial,|Talente,|Feats
Temp|Bonus,"",Temp.|Bonus
Creating a corpse companion takes 8 hours,1," and the companionmay have hit dice up to your cleric level."
DEFENCE,"",VERTEIDIGUNG
Eyes,"",Augen
PARTY FUNDS,"",GRUPPENVERMÖGEN
Spell Save DC = 10 + CHA + Spell Level,"",Zauber Rettungs SG = 10 + CH + Zaubergrad
Vital Strike,Vital Strike    Extra damage dice,Konzentrierter Schlag
?unt aberrations and do not allow them to |roam freely or harm others. ?estroy them |if you can,1," or banish them if you cannot."
As a swift action,1,|choose one of:
Bonus to Climb," Stealthand Survival while in jungle terrains."," Knowledge (geography)"
Distance,"",Entfernung
Sundry,"",Verschiedenes
�unt aberrations and do not allow them to |roam freely or harm others. �estroy them |if you can,1," or banish them if you cannot."
Apply the archaeologist’s luck bonus as a |swift action to one attack roll,""," saving throw"
Spend up to 3 ki points to enhance an improvised weapon,""," granting magical enhancement or additional|weapon effects. Enhancement lasts for one round"
Swim,"",Schwimmen
Weapon Specialisation  (,"",Waffenspezialisierung   (
Wind Instruments,"",Blasinstrumente
Size,"",Größe
While wearing light armour," Climb"," no Armour Check Penalty to Acrobatics"
Bonus to allies’ reflex saves,1," and double to Dexterity-based skills|Allies who move at least 10ft gain a dodge bonus to their AC"
Grant a single ally within 30ft: Evasion," Purity of Body"," Fast Movement"
Intimidate,"",Einschüchtern
Invoke True Judgement before one attack|If the attack is successful,""," the target|  must pass a Fortitude save or die|Whether successful or not"
BONUS,SNEAK DAMAGE|BONUS,BONUS
From level 2,1," spend one use of Smite Evil to|extend your reach by 5ft for 1 minute."
Greater ),"",Mächtig )
if larger/|smaller,"",wenn größer/|kleiner
Improved Critical or Keen weapon,"",Verbesserter Kritischer Treffer oder scharfe Waffe
Acrobatics,3," Heal"
Extra attack if you hit,Cleave    Extra attack if you hit,Weiterer Angriff nach Treffer
Able to take 10 on any skill,"",10 nehmen ist für alle Fertigkeiten erlaubt
Times per day,"",Anzahl pro Tag
(Round down),"",(abrunden)
against larger foes,"",Gegen größere Gegner
BONUS,DAMAGE|BONUS,BONUS
Bonus to Initiative," Stealth"," Knowledge (geography)"
Height,"",Größe
PER DAY,CHANNEL|PER DAY,PRO TAG
Two-weapon fighting,Two-weapon fighting    Reduces penalty to:,Kampf mit zwei Waffen
EFFECTS,"",EFFEKTE
Type,"",Art
Combine a full round attack with a move action,""," and take your attacks at any point during the move"
Diplomacy,3," Perception"
Double Slice,Double Slice    No damage penalty,Doppelschnitt
Use Magical Device,"",Magischen Gegenstand benutzen
CON,2 × (d10 + CON) temporary hit points,KON
Extra attack if enemy is knocked out,Cleaving Finish    Extra attack if enemy is knocked out,extra Angriff wenn Gegner Bewusstsein verliert
INSPIRE HEROICS,INSPIRE HEROICS  MAX AFFECTED,LIED DES HELDENMUTES
Masterwork,Masterwork     Doesn’t stack with magic bonus,Meisterarbeit
Unconcious,"",VERTEIDIGUNG
Endure cold,""," immune to altitude sickness"
Knowledge: Religion,"",Wissen: Religion
Spell Resistance,"",Zauberresistenz
+2 to Acrobatics,1," Climb and Swim checks."
Diplomacy,"",Diplomatie
Temp AC,"",Temp. RK
You can reroll one of these skill checks,1," but you|must take the second result"
BARDIC PERFORMANCE,"",BARDENAUFTRITT
BONUS,RANGED ATTACK|BONUS,BONUS
Trained,"",Geübt
CMD,"",KMV
Declare before making an attack," but target cannot attack or cast spells. Target may|attempt a will save to end the effect."," if successful"
DISTRACTION,"",ABLENKUNG
Effective|Character|Level,"",Effektive|Charakter-|stufe
Equipment does not meld between Humanoid and|Hubrid forms,1," but does with Animal form."
One story trait,1," connecting them into the campaign"
RAGE!,"",KAMPFRAUSCH!
Apply this bonus to all knowledge skills,"",Diesen Bonus auf alle Wissensfertigkeiten anwenden
Improved|Evasion,"",Verbessertes|Entrinnen
Medium Load,"",Mittlere Last
Reroll a save against death effects,2," energy|drain or necromancy"
Counter exhaustion,""," fatigue"
Fill in the class’s hit die,""," skill ranks per level"
HIT POINTS,"",TREFFERPUNKTE
Dance,"",Tanzen
INVENTORY,"",INVENTAR
Ride,"",Reiten
Weapon Specialisation:,"",Waffenspezialisierung
+ Size|  diff x4,"",+ Größen-|  unterschied x4
+2 Initiative,""," (with Quick Draw"
If this is your character’s your first level,|as well as any irrevocable choices such as “path”," or the first level you’re taking|in a new class"
Max Speed,"",Max. Geschw.
On successfully intimidating a target,""," they are shaken for 1 round longer than normal.|If a target would be shaken for at least 4 rounds"
+4 to 2 allies,""," +3 to 3"
Apply this bonus to all Knowledge (geography),"",|(nature)
Endure hot,2," +4 against disease and exceptional abilities of animals and magical beasts"
DEX,Weapon Finesse  Use DEX for melee attack,GE
On disabling a trap you can bypass it even if your result did not beat the trap’s DC by 10.|If it’s a magical trap that only lets certain people through,1," you can change who it will allow."
BONDED WEAPON,"",WAFFE
Bonus to saving throws against magical traps," glyphs and magic writings."," language-dependent effects"
If the target fails their will save,1," you may steal:| • Named spell (fails if they don’t have the spell)| • Random spell up to the highest level you can cast"
Imbuing a weapon with a psychic strike charge requires a|move action,""," or a swift action if you lose psionic focus.|Psychic strike is discharged on any attack you choose to|use it"
Manifest your mind blade as a free action,1," once per round.|(More often when using the Multiple Throw blade skill)"
Take 10 on Survival checks in your favoured terrains|If not in immediate danger,1," take 20"
days,"",Tage
Don as disguise as a standard action,1," with a -5 penalty"
Power|Attack,"",Heftiger|Angriff 
Greater Weapon Specialisation,"",Mächtige Waffenspezialisierung
SUGGESTION,"",EINFLÜSTERUNG
Weapon Focus:,"",Waffenfokus:
Weapons," Munition"," Ammo"
XP,"",EP
Critical,"",Kritisch
Damage Reduction 4/,Damage Reduction 4/?,Schadensreduzierung 4/
Fascinated creates take -4 to break free of the effect,1," and |make a will save to break free even when being attacked"
Always round down. If you have odd numbers in your ability scores,1,|there will be a chance to adjust the scores at later levels.
PREPARED SPELLS,"",VORBEREITETE ZAUBER
Spell Level,"",Zaubergrad
Keyboard|Instruments,"",Tasten-|Instrumente
MOUNT,"",REITTIER
BONUS,COMBAT MANOEUVRE|BONUS,BONUS
For a number of rounds equal to the spell level,1,|reduce AC by the spell level.
INSPIRE COURAGE,"",LIED DES MUTES
WEAPON TRAINING,"",WAFFENTRAINING
Base|Attack,"",Grund-|angriff
Moderate Wounds,"",Mittelschw. Wunden
ATTACKS,"",ANGRIFFE
FAVOURED ENEMY BONUS,"",ERZFEIND BONUS
Switch places with an ally,Swap Places    Switch places with an ally,Tauscht Platz mit Verbündetem
Weapon Finesse,Weapon Finesse  Use DEX for melee attack,Waffenfinesse
+ 4 to all saving throws|+ 4 to AC,"",+4 auf Rettungswürfe|+4 RK (Ausweichbonus)
+4 to Sense Motive,""," Stealth"
Greater Penetrating Strike,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Mächtiger Durchschlagender Hieb
Immune to all diseases,"",Immun gegen alle Krankheiten
pp,"",PM
Inflict Wounds,"",Wunden verursachen
Weapon Mastery,"",WAFFENMEISTERSCHAFT
Calm waters within 30ft,1," reducing swim DCs by your level|Perform for 10 rounds to extend the effect for an hour"
CRITICAL,CRITICAL EFFECTS,KRIT. TREFFER
METAMAGIC,"",METAMAGIE
ROLL,ENERGY|ROLL,WURF
+10ft speed,""," once an hour"
Perception,"",Wahrnehmung
sp,"",SM
